,doi_suffix,doi,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date,doi_redirect_SC,error,not_clickable
10,phm.0000000000001534,10.1097/phm.0000000000001534,https://doi.org/10.1097/phm.0000000000001534,Comparison of the 6-Min Propulsion and Arm Crank Ergometer Tests to Assess Aerobic Fitness in Manual Wheelchair Users With a Spinal Cord Injury,journal-article,False,7/16/20,2020.0,American Journal of Physical Medicine & Rehabilitation,"1537-7385,0894-9115",0894-9115,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-03-28T02:31:16.681422,2,"[{'given': 'Alec', 'family': 'Bass', 'sequence': 'first'}, {'given': 'Rachel', 'family': 'Brosseau', 'sequence': 'additional'}, {'given': 'Simon', 'family': 'Décary', 'sequence': 'additional'}, {'given': 'Cindy', 'family': 'Gauthier', 'sequence': 'additional'}, {'given': 'Dany H.', 'family': 'Gagnon', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
11,hpc.0000000000000207,10.1097/hpc.0000000000000207,https://doi.org/10.1097/hpc.0000000000000207,Frequency and Influence of Exercise-Induced Artifact in Electrocardiograms During Exercise Treadmill Testing for Detection of Myocardial Ischemia,journal-article,False,6/1/20,2020.0,Critical Pathways in Cardiology: A Journal of Evidence-Based Medicine,1535-282X,1535-2811,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-25T01:36:54.532199,2,"[{'given': 'Adith', 'family': 'Srivatsa', 'sequence': 'first'}, {'given': 'Jon', 'family': 'Bui', 'sequence': 'additional'}, {'given': 'Ali A.', 'family': 'Mahdi', 'sequence': 'additional'}, {'given': 'Ezra A.', 'family': 'Amsterdam', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
12,jsc.0000000000003071,10.1519/jsc.0000000000003071,https://doi.org/10.1519/jsc.0000000000003071,Predicting V[Combining Dot Above]O2max From Treadmill Performance in American-Style Football Athletes,journal-article,False,2/18/19,2019.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-04-01T10:05:50.675511,2,"[{'given': 'Stephen F.', 'family': 'Crouse', 'sequence': 'first'}, {'given': 'Homer', 'family': 'Tolson', 'sequence': 'additional'}, {'given': 'Jason', 'family': 'Lytle', 'sequence': 'additional'}, {'given': 'Kalen A.', 'family': 'Johnson', 'sequence': 'additional'}, {'given': 'Steven E.', 'family': 'Martin', 'sequence': 'additional'}, {'given': 'John S.', 'family': 'Green', 'sequence': 'additional'}, {'given': 'Jonathan', 'family': 'Oliver', 'sequence': 'additional'}, {'given': 'Aaron', 'family': 'Carbuhn', 'sequence': 'additional'}, {'given': 'Bradley', 'family': 'Lambert', 'sequence': 'additional'}, {'given': 'Joe P.', 'family': 'Bramhall', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
13,hjh.0000000000001752,10.1097/hjh.0000000000001752,https://doi.org/10.1097/hjh.0000000000001752,Effects of acute aerobic exercise on arterial stiffness and cerebrovascular pulsatility in adults with and without hypertension,journal-article,False,8/1/18,2018.0,Journal of Hypertension,0263-6352,0263-6352,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-18T05:55:26.797802,2,"[{'given': 'Wesley K.', 'family': 'Lefferts', 'sequence': 'first'}, {'given': 'Jacob P.', 'family': 'DeBlois', 'sequence': 'additional'}, {'given': 'Candace N.', 'family': 'Receno', 'sequence': 'additional'}, {'given': 'Tiago V.', 'family': 'Barreira', 'sequence': 'additional'}, {'given': 'Tom D.', 'family': 'Brutsaert', 'sequence': 'additional'}, {'given': 'Robert L.', 'family': 'Carhart', 'sequence': 'additional'}, {'given': 'Kevin S.', 'family': 'Heffernan', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
14,ta.0000000000001917,10.1097/ta.0000000000001917,https://doi.org/10.1097/ta.0000000000001917,Immediate effects of blood donation on physical and cognitive performance—A randomized controlled double-blinded trial,journal-article,False,6/1/18,2018.0,Journal of Trauma and Acute Care Surgery,"2163-0763,2163-0755",2163-0755,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-04-01T03:05:18.833780,2,"[{'given': 'Håkon S.', 'family': 'Eliassen', 'sequence': 'first'}, {'given': 'Tor', 'family': 'Hervig', 'sequence': 'additional'}, {'given': 'Sebastian', 'family': 'Backlund', 'sequence': 'additional'}, {'given': 'Joar', 'family': 'Sivertsen', 'sequence': 'additional'}, {'given': 'Vegard Vereide', 'family': 'Iversen', 'sequence': 'additional'}, {'given': 'Morten', 'family': 'Kristoffersen', 'sequence': 'additional'}, {'given': 'Eivind', 'family': 'Wengaard', 'sequence': 'additional'}, {'given': 'Arne', 'family': 'Gramstad', 'sequence': 'additional'}, {'given': 'Theodor', 'family': 'Fosse', 'sequence': 'additional'}, {'given': 'Christopher K.', 'family': 'Bjerkvig', 'sequence': 'additional'}, {'given': 'Torunn', 'family': 'Apelseth', 'sequence': 'additional'}, {'given': 'Heidi', 'family': 'Doughty', 'sequence': 'additional'}, {'given': 'Geir', 'family': 'Strandenes', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
15,opx.0000000000001168,10.1097/opx.0000000000001168,https://doi.org/10.1097/opx.0000000000001168,Intraocular Pressure Response to Maximal Exercise Test during Recovery,journal-article,False,2/1/18,2018.0,Optometry and Vision Science,"1538-9235,1040-5488",1040-5488,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-02-09T09:52:23.568476,2,"[{'given': 'Eliska', 'family': 'Najmanova', 'sequence': 'first'}, {'given': 'Frantisek', 'family': 'Pluhacek', 'sequence': 'additional'}, {'given': 'Michal', 'family': 'Botek', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
16,phm.0000000000000775,10.1097/phm.0000000000000775,https://doi.org/10.1097/phm.0000000000000775,Role of Breathing Conditions During Exercise Testing on Training Prescription in Chronic Obstructive Pulmonary Disease,journal-article,False,12/1/17,2017.0,American Journal of Physical Medicine & Rehabilitation,0894-9115,0894-9115,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-13T17:45:18.399250,2,"[{'given': 'Daniel', 'family': 'Neunhäuserer', 'sequence': 'first'}, {'given': 'Eva', 'family': 'Steidle-Kloc', 'sequence': 'additional'}, {'given': 'Marco', 'family': 'Bergamin', 'sequence': 'additional'}, {'given': 'Gertraud', 'family': 'Weiss', 'sequence': 'additional'}, {'given': 'Andrea', 'family': 'Ermolao', 'sequence': 'additional'}, {'given': 'Bernd', 'family': 'Lamprecht', 'sequence': 'additional'}, {'given': 'Michael', 'family': 'Studnicka', 'sequence': 'additional'}, {'given': 'Josef', 'family': 'Niebauer', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
17,0309364616677650,10.1177/0309364616677650,https://doi.org/10.1177/0309364616677650,Energy costs and performance of transfemoral amputees and non-amputees during walking and running,journal-article,False,10/1/17,2017.0,Prosthetics & Orthotics International,0309-3646,0309-3646,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-04-01T04:43:28.367677,2,"[{'given': 'Larry J', 'family': 'Mengelkoch', 'sequence': 'first'}, {'given': 'Jason T', 'family': 'Kahle', 'sequence': 'additional'}, {'given': 'M Jason', 'family': 'Highsmith', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
18,phm.0000000000000626,10.1097/phm.0000000000000626,https://doi.org/10.1097/phm.0000000000000626,Perceived Exertion Is Lower When Using a Functional Electrical Stimulation Neuroprosthesis Compared With an Ankle-Foot Orthosis in Persons With Multiple Sclerosis,journal-article,False,3/1/17,2017.0,American Journal of Physical Medicine & Rehabilitation,0894-9115,0894-9115,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-18T04:30:41.650879,2,"[{'given': 'Seema R.', 'family': 'Khurana', 'sequence': 'first'}, {'given': 'Alexandria G.', 'family': 'Beranger', 'sequence': 'additional'}, {'given': 'Elizabeth R.', 'family': 'Felix', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
19,phm.0000000000000603,10.1097/phm.0000000000000603,https://doi.org/10.1097/phm.0000000000000603,Peak Cardiorespiratory Responses of Patients with Subacute Stroke During Land and Aquatic Treadmill Exercise,journal-article,False,5/1/17,2017.0,American Journal of Physical Medicine & Rehabilitation,0894-9115,0894-9115,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-16T01:17:38.705758,2,"[{'given': 'Yong Ki', 'family': 'Lee', 'sequence': 'first'}, {'given': 'Bo Ryun', 'family': 'Kim', 'sequence': 'additional'}, {'given': 'Eun Young', 'family': 'Han', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
20,phm.0000000000000544,10.1097/phm.0000000000000544,https://doi.org/10.1097/phm.0000000000000544,Compromised Cardiopulmonary Exercise Capacity in Patients Early After Endoscopic Atraumatic Coronary Artery Bypass Graft,journal-article,False,2/1/17,2017.0,American Journal of Physical Medicine & Rehabilitation,0894-9115,0894-9115,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-14T02:52:05.931489,2,"[{'given': 'Dominique', 'family': 'Hansen', 'sequence': 'first'}, {'given': 'Ruben', 'family': 'Roijakkers', 'sequence': 'additional'}, {'given': 'Lore', 'family': 'Jackmaert', 'sequence': 'additional'}, {'given': 'Boris', 'family': 'Robic', 'sequence': 'additional'}, {'given': 'Marc', 'family': 'Hendrikx', 'sequence': 'additional'}, {'given': 'Alaaddin', 'family': 'Yilmaz', 'sequence': 'additional'}, {'given': 'Ines', 'family': 'Frederix', 'sequence': 'additional'}, {'given': 'Michael', 'family': 'Rosseel', 'sequence': 'additional'}, {'given': 'Paul', 'family': 'Dendale', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
21,brs.0000000000001335,10.1097/brs.0000000000001335,https://doi.org/10.1097/brs.0000000000001335,A Cross-sectional Study of Chest Kinematics and VO2 in Children With Adolescent Idiopathic Scoliosis During Steady-state Walking,journal-article,False,5/1/16,2016.0,SPINE,0362-2436,0362-2436,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-16T14:42:31.613979,2,"[{'given': 'Juanita', 'family': 'Wallace', 'sequence': 'first'}, {'given': 'Jason', 'family': 'King', 'sequence': 'additional'}, {'given': 'Hank', 'family': 'White', 'sequence': 'additional'}, {'given': 'Sam', 'family': 'Augsburger', 'sequence': 'additional'}, {'given': 'Todd', 'family': 'Milbrandt', 'sequence': 'additional'}, {'given': 'Henry', 'family': 'Iwinski', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
22,brs.0000000000001102,10.1097/brs.0000000000001102,https://doi.org/10.1097/brs.0000000000001102,Physical Activity Might Be of Greater Importance for Good Spinal Control Than If You Have Had Pain or Not,journal-article,False,12/1/15,2015.0,SPINE,0362-2436,0362-2436,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-13T05:56:28.979192,2,"[{'given': 'Ulrika', 'family': 'Aasa', 'sequence': 'first'}, {'given': 'Sara', 'family': 'Lundell', 'sequence': 'additional'}, {'given': 'Björn', 'family': 'Aasa', 'sequence': 'additional'}, {'given': 'Maria', 'family': 'Westerståhl', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
