doi,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date,status_code,error_0,error_1,status_code_0,status_code_1
10.1249/mss.0000000000002835,https://doi.org/10.1249/mss.0000000000002835,An Intensity-dependent Slow Component of HR Interferes with Accurate Exercise Implementation in Postmenopausal Women,journal-article,False,12/29/21,2021.0,Medicine & Science in Sports & Exercise,0195-9131,0195-9131,False,False,Ovid Technologies (Wolters Kluwer Health),True,hybrid,True,,,"[{'updated': '2022-03-19T10:35:12.401827', 'url': 'https://journals.lww.com/acsm-msse/Fulltext/2022/04000/An_Intensity_dependent_Slow_Component_of_HR.12.aspx', 'url_for_pdf': None, 'url_for_landing_page': 'https://journals.lww.com/acsm-msse/Fulltext/2022/04000/An_Intensity_dependent_Slow_Component_of_HR.12.aspx', 'evidence': 'open (via page says license)', 'license': 'cc-by-nc-nd', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2021-12-29'}, {'updated': '2022-05-24T05:42:47.860676', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8920010', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8920010', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2022-03-25T14:36:11.035148,2,"[{'given': 'Massimo', 'family': 'Teso', 'sequence': 'first'}, {'given': 'Alessandro L.', 'family': 'Colosio', 'sequence': 'additional'}, {'given': 'Silvia', 'family': 'Pogliaghi', 'sequence': 'additional'}]",2022-03-19T10:35:12.401827,https://journals.lww.com/acsm-msse/Fulltext/2022/04000/An_Intensity_dependent_Slow_Component_of_HR.12.aspx,,https://journals.lww.com/acsm-msse/Fulltext/2022/04000/An_Intensity_dependent_Slow_Component_of_HR.12.aspx,open (via page says license),cc-by-nc-nd,publishedVersion,publisher,True,,,,12/29/21,2022-03-19T10:35:12.401827,https://journals.lww.com/acsm-msse/Fulltext/2022/04000/An_Intensity_dependent_Slow_Component_of_HR.12.aspx,,https://journals.lww.com/acsm-msse/Fulltext/2022/04000/An_Intensity_dependent_Slow_Component_of_HR.12.aspx,open (via page says license),cc-by-nc-nd,publishedVersion,publisher,True,,,,12/29/21,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
10.1519/jsc.0000000000004019,https://doi.org/10.1519/jsc.0000000000004019,Verification of Maximal Oxygen Uptake in Active Military Personnel During Treadmill Running,journal-article,False,7/13/21,2021.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),True,hybrid,True,,,"[{'updated': '2022-01-11T16:51:13.464049', 'url': 'https://journals.lww.com/nsca-jscr/Abstract/9000/Verification_of_Maximal_Oxygen_Uptake_in_Active.93942.aspx', 'url_for_pdf': None, 'url_for_landing_page': 'https://journals.lww.com/nsca-jscr/Abstract/9000/Verification_of_Maximal_Oxygen_Uptake_in_Active.93942.aspx', 'evidence': 'open (via page says license)', 'license': 'cc-by-nc-nd', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2021-07-13'}, {'updated': '2022-05-24T05:43:06.896106', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8936151', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8936151', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2022-04-11T01:52:43.492931,2,"[{'given': 'Peter S.', 'family': 'Figueiredo', 'sequence': 'first'}, {'given': 'David P.', 'family': 'Looney', 'sequence': 'additional'}, {'given': 'J. Luke', 'family': 'Pryor', 'sequence': 'additional'}, {'given': 'Elizabeth M.', 'family': 'Doughty', 'sequence': 'additional'}, {'given': 'Holly L.', 'family': 'McClung', 'sequence': 'additional'}, {'given': 'Sai V.', 'family': 'Vangala', 'sequence': 'additional'}, {'given': 'William R.', 'family': 'Santee', 'sequence': 'additional'}, {'given': 'Beth A.', 'family': 'Beidleman', 'sequence': 'additional'}, {'given': 'Adam W.', 'family': 'Potter', 'sequence': 'additional'}]",2022-01-11T16:51:13.464049,https://journals.lww.com/nsca-jscr/Abstract/9000/Verification_of_Maximal_Oxygen_Uptake_in_Active.93942.aspx,,https://journals.lww.com/nsca-jscr/Abstract/9000/Verification_of_Maximal_Oxygen_Uptake_in_Active.93942.aspx,open (via page says license),cc-by-nc-nd,publishedVersion,publisher,True,,,,7/13/21,2022-01-11T16:51:13.464049,https://journals.lww.com/nsca-jscr/Abstract/9000/Verification_of_Maximal_Oxygen_Uptake_in_Active.93942.aspx,,https://journals.lww.com/nsca-jscr/Abstract/9000/Verification_of_Maximal_Oxygen_Uptake_in_Active.93942.aspx,open (via page says license),cc-by-nc-nd,publishedVersion,publisher,True,,,,7/13/21,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
10.3390/medicina58030423,https://doi.org/10.3390/medicina58030423,Normal Weight 6–12 Years Boys Demonstrate Better Cognitive Function and Aerobic Fitness Compared to Overweight Peers,journal-article,False,3/14/22,2022.0,Medicina,1648-9144,1010-660X,True,True,MDPI AG,True,gold,True,,,"[{'updated': '2022-05-24T05:43:13.282686', 'url': 'https://doi.org/10.3390/medicina58030423', 'url_for_pdf': None, 'url_for_landing_page': 'https://doi.org/10.3390/medicina58030423', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2022-03-14'}, {'updated': '2022-04-01T23:54:35.439161', 'url': 'https://www.mdpi.com/1648-9144/58/3/423/pdf', 'url_for_pdf': 'https://www.mdpi.com/1648-9144/58/3/423/pdf', 'url_for_landing_page': 'https://dx.doi.org/10.3390/medicina58030423', 'evidence': 'oa repository (via OAI-PMH doi match)', 'license': 'cc-by', 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': 'oai:mdpi.com:/1648-9144/58/3/423/', 'endpoint_id': 'ee112f0a1ed552ed9a6', 'repository_institution': 'MDPI AG - MDPI', 'oa_date': '2022-03-14'}, {'updated': '2022-05-24T05:43:13.282775', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8953475', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8953475', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2022-04-04T01:06:01.132239,1,"[{'given': 'Vaida', 'family': 'Borkertienė', 'sequence': 'first'}, {'given': 'Laura', 'family': 'Valonytė-Burneikienė', 'sequence': 'additional'}]",2022-05-24T05:43:13.282686,https://doi.org/10.3390/medicina58030423,,https://doi.org/10.3390/medicina58030423,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,3/14/22,2022-05-24T05:43:13.282686,https://doi.org/10.3390/medicina58030423,,https://doi.org/10.3390/medicina58030423,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,3/14/22,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
10.1519/jsc.0000000000003549,https://doi.org/10.1519/jsc.0000000000003549,Heart Rate Variability After Sprint Interval Training in Cyclists and Implications for Assessing Physical Fatigue,journal-article,False,3/17/20,2020.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),True,green,True,,,"[{'updated': '2022-05-24T05:44:29.904917', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8785771', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8785771', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2022-02-25T10:54:11.311583,2,"[{'given': 'Rafał G.', 'family': 'Hebisz', 'sequence': 'first'}, {'given': 'Paulina', 'family': 'Hebisz', 'sequence': 'additional'}, {'given': 'Marek W.', 'family': 'Zatoń', 'sequence': 'additional'}]",2022-05-24T05:44:29.904917,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8785771,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8785771,oa repository (via pmcid lookup),,publishedVersion,repository,True,,,,,2022-05-24T05:44:29.904917,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8785771,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8785771,oa repository (via pmcid lookup),,publishedVersion,repository,True,,,,,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
10.1519/jsc.0000000000003452,https://doi.org/10.1519/jsc.0000000000003452,Comparison of the Gauntlet Test With Standard Laboratory Measures of Aerobic Fitness,journal-article,False,12/20/19,2019.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),True,green,True,,,"[{'updated': '2022-05-24T05:44:31.471062', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7305034', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7305034', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'acceptedVersion', 'host_type': 'repository', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2022-02-05T22:34:31.180076,2,"[{'given': 'Marissa L.', 'family': 'Burnsed-Torres', 'sequence': 'first'}, {'given': 'Therese K.', 'family': 'Wichmann', 'sequence': 'additional'}, {'given': 'Zachary S.', 'family': 'Clayton', 'sequence': 'additional'}, {'given': 'Michael E.', 'family': 'Hahn', 'sequence': 'additional'}]",2022-05-24T05:44:31.471062,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7305034,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7305034,oa repository (via pmcid lookup),,acceptedVersion,repository,True,,,,,2022-05-24T05:44:31.471062,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7305034,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7305034,oa repository (via pmcid lookup),,acceptedVersion,repository,True,,,,,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
10.14814/phy2.14787,https://doi.org/10.14814/phy2.14787,Influence of simulated hypogravity on oxygen uptake during treadmill running,journal-article,False,5/1/21,2021.0,Physiological Reports,"2051-817X,2051-817X",2051-817X,True,True,Wiley,True,gold,True,,,"[{'updated': '2022-05-24T05:45:14.887695', 'url': 'https://onlinelibrary.wiley.com/doi/pdfdirect/10.14814/phy2.14787', 'url_for_pdf': 'https://onlinelibrary.wiley.com/doi/pdfdirect/10.14814/phy2.14787', 'url_for_landing_page': 'https://doi.org/10.14814/phy2.14787', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2021-05-01'}, {'updated': '2022-05-24T05:45:14.887792', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8100405', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8100405', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}, {'updated': '2022-05-08T18:59:17.197555', 'url': 'https://elib.dlr.de/142604/1/Influence%20of%20simulated%20hypogravity%20on%20oxygen%20uptake%20during%20treadmill%20running.pdf', 'url_for_pdf': 'https://elib.dlr.de/142604/1/Influence%20of%20simulated%20hypogravity%20on%20oxygen%20uptake%20during%20treadmill%20running.pdf', 'url_for_landing_page': 'https://elib.dlr.de/142604/1/Influence%20of%20simulated%20hypogravity%20on%20oxygen%20uptake%20during%20treadmill%20running.pdf', 'evidence': 'oa repository (via OAI-PMH doi match)', 'license': None, 'version': 'acceptedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': 'oai:elib.dlr.de:142604', 'endpoint_id': '9e580156797705fd201', 'repository_institution': None, 'oa_date': '2021-06-15'}]",[],2022-01-18T02:36:31.051669,2,"[{'ORCID': 'http://orcid.org/0000-0001-8520-638X', 'given': 'Kenan', 'family': 'Yilmaz', 'sequence': 'first', 'affiliation': [{'name': 'Department of Muscle and Bone Metabolism Institute of Aerospace Medicine German Aerospace Center (DLR) Cologne Germany'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0003-3407-561X', 'given': 'Mark', 'family': 'Burnley', 'sequence': 'additional', 'affiliation': [{'name': 'Endurance Research Group School of Sport and Exercise Sciences University of Kent Chatham Maritime United Kingdom'}], 'authenticated-orcid': False}, {'given': 'Jonas', 'family': 'Böcker', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Muscle and Bone Metabolism Institute of Aerospace Medicine German Aerospace Center (DLR) Cologne Germany'}]}, {'given': 'Klaus', 'family': 'Müller', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Muscle and Bone Metabolism Institute of Aerospace Medicine German Aerospace Center (DLR) Cologne Germany'}]}, {'ORCID': 'http://orcid.org/0000-0002-2082-1709', 'given': 'Andrew M.', 'family': 'Jones', 'sequence': 'additional', 'affiliation': [{'name': ""Sport and Health Sciences College of Life and Environmental Sciences University of Exeter St Luke's Campus Exeter United Kingdom""}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-2223-8963', 'given': 'Jörn', 'family': 'Rittweger', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Muscle and Bone Metabolism Institute of Aerospace Medicine German Aerospace Center (DLR) Cologne Germany'}, {'name': 'Department of Pediatrics and Adolescent, Medicine University of Cologne Cologne Germany'}], 'authenticated-orcid': False}]",2022-05-24T05:45:14.887695,https://onlinelibrary.wiley.com/doi/pdfdirect/10.14814/phy2.14787,https://onlinelibrary.wiley.com/doi/pdfdirect/10.14814/phy2.14787,https://doi.org/10.14814/phy2.14787,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,5/1/21,2022-05-24T05:45:14.887695,https://onlinelibrary.wiley.com/doi/pdfdirect/10.14814/phy2.14787,https://onlinelibrary.wiley.com/doi/pdfdirect/10.14814/phy2.14787,https://doi.org/10.14814/phy2.14787,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,5/1/21,No URL available from unpaywall,,,503.0,503.0
10.46292/sci20-00065,https://doi.org/10.46292/sci20-00065,"Energy Expenditure, Cardiorespiratory Fitness, and Body Composition Following Arm Cycling or Functional Electrical Stimulation Exercises in Spinal Cord Injury: A 16-Week Randomized Controlled Trial",journal-article,False,1/1/21,2021.0,Topics in Spinal Cord Injury Rehabilitation,1082-0744,1082-0744,False,False,American Spinal Injury Association,True,green,True,,,"[{'updated': '2022-05-24T05:46:11.012602', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7983642', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7983642', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2022-01-09T16:41:16.424251,2,"[{'given': 'Gary J.', 'family': 'Farkas', 'sequence': 'first', 'affiliation': [{'name': 'Department of Physical Medicine and Rehabilitation, University of Miami Miller School of Medicine, Miami, Florida'}]}, {'given': 'Ashraf S.', 'family': 'Gorgey', 'sequence': 'additional', 'affiliation': [{'name': 'Spinal Cord Injury and Disorders Center, Hunter Holmes McGuire VA Medical Center, Richmond, Virginia'}]}, {'given': 'David R.', 'family': 'Dolbow', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Physical Therapy, William Carey University, Hattiesburg, Mississippi'}]}, {'given': 'Arthur S.', 'family': 'Berg', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Public Health Sciences, Penn State College of Medicine, Hershey, Pennsylvania'}]}, {'given': 'David R.', 'family': 'Gater', 'suffix': 'Jr', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Physical Medicine and Rehabilitation, University of Miami Miller School of Medicine, Miami, Florida'}]}]",2022-05-24T05:46:11.012602,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7983642,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7983642,oa repository (via pmcid lookup),,publishedVersion,repository,True,,,,,2022-05-24T05:46:11.012602,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7983642,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7983642,oa repository (via pmcid lookup),,publishedVersion,repository,True,,,,,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
10.1097/md.0000000000026269,https://doi.org/10.1097/md.0000000000026269,Safety and feasibility of symptom-limited cardiopulmonary exercise test using the modified Naughton protocol in children with cerebral palsy,journal-article,False,7/23/21,2021.0,Medicine,"0025-7974,1536-5964",0025-7974,True,True,Ovid Technologies (Wolters Kluwer Health),True,gold,True,,,"[{'updated': '2022-05-24T05:47:08.224334', 'url': 'https://doi.org/10.1097/md.0000000000026269', 'url_for_pdf': None, 'url_for_landing_page': 'https://doi.org/10.1097/md.0000000000026269', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by-nc', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2021-07-23'}, {'updated': '2022-05-04T17:15:15.261939', 'url': 'https://journals.lww.com/md-journal/Fulltext/2021/07230/Safety_and_feasibility_of_symptom_limited.3.aspx', 'url_for_pdf': None, 'url_for_landing_page': 'https://journals.lww.com/md-journal/Fulltext/2021/07230/Safety_and_feasibility_of_symptom_limited.3.aspx', 'evidence': 'open (via page says license)', 'license': 'cc-by-nc', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2021-07-23'}, {'updated': '2022-05-24T05:47:08.224429', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8296298', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8296298', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2021-08-07T00:07:18.707133,2,"[{'given': 'Ah-Ran', 'family': 'Kim', 'sequence': 'first'}, {'given': 'Min-Hwa', 'family': 'Suk', 'sequence': 'additional'}, {'given': 'Jeong-Yi', 'family': 'Kwon', 'sequence': 'additional'}]",2022-05-24T05:47:08.224334,https://doi.org/10.1097/md.0000000000026269,,https://doi.org/10.1097/md.0000000000026269,oa journal (via doaj),cc-by-nc,publishedVersion,publisher,True,,,,7/23/21,2022-05-24T05:47:08.224334,https://doi.org/10.1097/md.0000000000026269,,https://doi.org/10.1097/md.0000000000026269,oa journal (via doaj),cc-by-nc,publishedVersion,publisher,True,,,,7/23/21,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
10.6061/clinics/2021/e2550,https://doi.org/10.6061/clinics/2021/e2550,Home-based training program in patients with chronic heart failure and reduced ejection fraction: a randomized pilot study,journal-article,False,1/1/21,2021.0,Clinics,"1807-5932,1980-5322",1807-5932,True,True,Fundacao Faculdade de Medicina,True,gold,True,,,"[{'updated': '2022-05-24T05:47:54.353131', 'url': 'https://doi.org/10.6061/clinics/2021/e2550', 'url_for_pdf': None, 'url_for_landing_page': 'https://doi.org/10.6061/clinics/2021/e2550', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2021-01-01'}, {'updated': '2022-05-24T05:47:54.353291', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8158670', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8158670', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2022-02-05T12:24:15.031498,2,"[{'given': 'Geisa Nascimento de', 'family': 'Andrade', 'sequence': 'first'}, {'given': 'Iracema Ioco Kikuchi', 'family': 'Umeda', 'sequence': 'additional'}, {'given': 'Angela Rubia Cavalcanti Neves', 'family': 'Fuchs', 'sequence': 'additional'}, {'given': 'Luiz Eduardo', 'family': 'Mastrocola', 'sequence': 'additional'}, {'given': 'João Manoel', 'family': 'Rossi-Neto', 'sequence': 'additional'}, {'given': 'Dalmo Antonio Ribeiro', 'family': 'Moreira', 'sequence': 'additional'}, {'given': 'Patricia Alves de', 'family': 'Oliveira', 'sequence': 'additional'}, {'given': 'Carmen Diva Saldiva de', 'family': 'André', 'sequence': 'additional'}, {'given': 'Lawrence Patrick', 'family': 'Cahalin', 'sequence': 'additional'}, {'given': 'Naomi Kondo', 'family': 'Nakagawa', 'sequence': 'additional'}]",2022-05-24T05:47:54.353131,https://doi.org/10.6061/clinics/2021/e2550,,https://doi.org/10.6061/clinics/2021/e2550,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,1/1/21,2022-05-24T05:47:54.353131,https://doi.org/10.6061/clinics/2021/e2550,,https://doi.org/10.6061/clinics/2021/e2550,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,1/1/21,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
10.1152/japplphysiol.01029.2020,https://doi.org/10.1152/japplphysiol.01029.2020,Neuromuscular electrical stimulation resistance training enhances oxygen uptake and ventilatory efficiency independent of mitochondrial complexes after spinal cord injury: a randomized clinical trial,journal-article,False,7/1/21,2021.0,Journal of Applied Physiology,"8750-7587,1522-1601",1522-1601,False,False,American Physiological Society,True,green,True,,,"[{'updated': '2022-05-24T05:48:28.352101', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8325607', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8325607', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2021-08-15T14:41:23.632554,2,"[{'given': 'Ashraf S.', 'family': 'Gorgey', 'sequence': 'first', 'affiliation': [{'name': 'Spinal Cord Injury and Disorders Hunter Holmes McGuire VA Medical Center, Richmond, Virginia'}, {'name': 'Department of Physical Medicine and Rehabilitation, Virginia Commonwealth University, Richmond, Virginia'}]}, {'given': 'Raymond E.', 'family': 'Lai', 'sequence': 'additional', 'affiliation': [{'name': 'Spinal Cord Injury and Disorders Hunter Holmes McGuire VA Medical Center, Richmond, Virginia'}, {'name': 'Department of Physical Medicine and Rehabilitation, Virginia Commonwealth University, Richmond, Virginia'}]}, {'given': 'Refka E.', 'family': 'Khalil', 'sequence': 'additional', 'affiliation': [{'name': 'Spinal Cord Injury and Disorders Hunter Holmes McGuire VA Medical Center, Richmond, Virginia'}]}, {'given': 'Jeannie', 'family': 'Rivers', 'sequence': 'additional', 'affiliation': [{'name': 'Surgical Service, Hunter Holmes McGuire VA Medical Center, Richmond, Virginia'}]}, {'given': 'Christopher', 'family': 'Cardozo', 'sequence': 'additional', 'affiliation': [{'name': 'National Center for the Medical Consequences of Spinal Cord Injury and Medical and Surgical Service, James J Peters VA Medical Center, Bronx, New York'}, {'name': 'Department of Medicine, Icahn School of Medicine, New York City, New York'}, {'name': 'Department Rehabilitation Medicine, Icahn School of Medicine, New York City, New York'}]}, {'ORCID': 'http://orcid.org/0000-0001-5683-7844', 'given': 'Qun', 'family': 'Chen', 'sequence': 'additional', 'affiliation': [{'name': 'Medical Service, Hunter Holmes McGuire VA Medical Center, Richmond, Virginia'}, {'name': 'Division of Cardiology, Pauley Heart Center, Department of Medicine, Virginia Commonwealth University, Richmond, Virginia'}], 'authenticated-orcid': True}, {'given': 'Edward J.', 'family': 'Lesnefsky', 'sequence': 'additional', 'affiliation': [{'name': 'Medical Service, Hunter Holmes McGuire VA Medical Center, Richmond, Virginia'}, {'name': 'Division of Cardiology, Pauley Heart Center, Department of Medicine, Virginia Commonwealth University, Richmond, Virginia'}]}]",2022-05-24T05:48:28.352101,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8325607,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8325607,oa repository (via pmcid lookup),,publishedVersion,repository,True,,,,,2022-05-24T05:48:28.352101,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8325607,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8325607,oa repository (via pmcid lookup),,publishedVersion,repository,True,,,,,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
