doi,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date,publisher_status_code
10.1016/j.cbpa.2021.111117,https://doi.org/10.1016/j.cbpa.2021.111117,A novel hyperbaric swimming respirometer allows the simulation of varying swimming depths in fish respirometry studies,journal-article,FALSE,11/1/21,2021,Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology,1095-6433,1095-6433,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-11-15T21:00:54.775467,2,"[{'given': 'Klaus', 'family': 'Wysujack', 'sequence': 'first'}, {'given': 'Lasse', 'family': 'Marohn', 'sequence': 'additional'}, {'given': 'Constantin', 'family': 'Lindemann', 'sequence': 'additional'}, {'given': 'Björn', 'family': 'Illing', 'sequence': 'additional'}, {'given': 'Marko', 'family': 'Freese', 'sequence': 'additional'}, {'given': 'Jan-Dag', 'family': 'Pohlmann', 'sequence': 'additional'}, {'given': 'Stefan', 'family': 'Reiser', 'sequence': 'additional'}, {'given': 'Paul Vincent', 'family': 'Debes', 'sequence': 'additional'}, {'given': 'Laura', 'family': 'Meskendahl', 'sequence': 'additional'}, {'given': 'Bernd', 'family': 'Pelster', 'sequence': 'additional'}, {'given': 'Reinhold', 'family': 'Hanel', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
10.1016/j.apergo.2022.103710,https://doi.org/10.1016/j.apergo.2022.103710,Cardiorespiratory responses of load carriage in female and male soldiers,journal-article,FALSE,5/1/22,2022,Applied Ergonomics,0003-6870,0003-6870,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2022-02-22T21:03:18.796375,2,"[{'ORCID': 'http://orcid.org/0000-0003-0613-4096', 'given': 'Jonas', 'family': 'Larsson', 'sequence': 'first', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0001-9991-3712', 'given': 'Magnus', 'family': 'Dencker', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'Ann', 'family': 'Bremander', 'sequence': 'additional'}, {'given': 'M. Charlotte', 'family': 'Olsson', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
10.1016/j.msard.2021.103476,https://doi.org/10.1016/j.msard.2021.103476,The aerobic capacity – fatigue relationship in persons with Multiple Sclerosis is not reproducible in a pooled analysis of two randomized controlled trials.,journal-article,FALSE,12/1/21,2021,Multiple Sclerosis and Related Disorders,2211-0348,2211-0348,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-12-27T21:01:28.687165,2,"[{'given': 'Florian', 'family': 'Wolf', 'sequence': 'first'}, {'given': 'Annette', 'family': 'Rademacher', 'sequence': 'additional'}, {'given': 'Niklas', 'family': 'Joisten', 'sequence': 'additional'}, {'given': 'Sebastian', 'family': 'Proschinger', 'sequence': 'additional'}, {'given': 'Marit Lea', 'family': 'Schlagheck', 'sequence': 'additional'}, {'given': 'Wilhelm', 'family': 'Bloch', 'sequence': 'additional'}, {'given': 'Roman', 'family': 'Gonzenbach', 'sequence': 'additional'}, {'given': 'Jan', 'family': 'Kool', 'sequence': 'additional'}, {'given': 'Jens', 'family': 'Bansi', 'sequence': 'additional'}, {'given': 'Philipp', 'family': 'Zimmer', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
10.1016/j.resp.2021.103812,https://doi.org/10.1016/j.resp.2021.103812,Relationship between respiratory muscle endurance and dyspnea during high-intensity exercise in trained distance runners,journal-article,FALSE,2/1/22,2022,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-11-04T21:02:51.621424,2,"[{'ORCID': 'http://orcid.org/0000-0001-5866-8247', 'given': 'Sahiro', 'family': 'Mizuno', 'sequence': 'first', 'authenticated-orcid': False}, {'given': 'Yasuhiro', 'family': 'Suzuki', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0002-9911-3229', 'given': 'Kazushige', 'family': 'Goto', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'Kenji', 'family': 'Takao', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0001-5022-2005', 'given': 'Daichi', 'family': 'Sumi', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-5630-7138', 'given': 'Koji', 'family': 'Ishida', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'Fumihiro', 'family': 'Mizuno', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0001-7245-3496', 'given': 'Keisho', 'family': 'Katayama', 'sequence': 'additional', 'authenticated-orcid': False}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
10.1016/j.jvs.2021.08.082,https://doi.org/10.1016/j.jvs.2021.08.082,Evaluation of Functional Capacity and Muscle Metabolism in Individuals with Peripheral Arterial Disease with and without Diabetes,journal-article,FALSE,12/1/21,2021,Journal of Vascular Surgery,0741-5214,0741-5214,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],"[{'updated': '2022-05-24T00:50:05.865717', 'url': 'https://doi.org/10.1016/j.jvs.2021.08.082', 'url_for_pdf': None, 'url_for_landing_page': 'https://doi.org/10.1016/j.jvs.2021.08.082', 'evidence': 'embargoed (via journal policy)', 'license': None, 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2023-12-01'}]",2021-12-16T21:03:33.053279,2,"[{'given': 'Patrícia Paulino', 'family': 'Geisel', 'sequence': 'first'}, {'given': 'Débora Pantuso', 'family': 'Monteiro', 'sequence': 'additional'}, {'given': 'Isabella', 'family': 'de Oliveira Nascimento', 'sequence': 'additional'}, {'given': 'Danielle Aparecida Gomes', 'family': 'Pereira', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200
10.1016/j.jsams.2021.09.004,https://doi.org/10.1016/j.jsams.2021.09.004,The effect of a decrease in stretch-shortening cycle function after cycling on subsequent running,journal-article,FALSE,9/1/21,2021,Journal of Science and Medicine in Sport,1440-2440,1878-1861,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-09-14T21:02:03.576992,2,"[{'given': 'Keigo', 'family': 'Takahashi', 'sequence': 'first'}, {'given': 'Yusuke', 'family': 'Shirai', 'sequence': 'additional'}, {'given': 'Shota', 'family': 'Oki', 'sequence': 'additional'}, {'given': 'Yoshiharu', 'family': 'Nabekura', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200
10.1016/j.cbpa.2021.111077,https://doi.org/10.1016/j.cbpa.2021.111077,Sustained swimming exercise training decreases the individual variation in the metabolic phenotype of gilthead sea bream (Sparus aurata),journal-article,FALSE,12/1/21,2021,Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology,1095-6433,1095-6433,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-10-10T00:13:24.958725,2,"[{'given': 'Xiaoming', 'family': 'Yu', 'sequence': 'first'}, {'given': 'Rodrigo O.A.', 'family': 'Ozorio', 'sequence': 'additional'}, {'given': 'LeonardoJ.', 'family': 'Magnoni', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
10.1016/j.clnesp.2021.10.008,https://doi.org/10.1016/j.clnesp.2021.10.008,Mediterranean diet quality index is associated with better cardiorespiratory fitness and reduced systolic blood pressure in adults: A cross-sectional study,journal-article,FALSE,10/1/21,2021,Clinical Nutrition ESPEN,2405-4577,2405-4577,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-10-27T21:05:49.137808,2,"[{'given': 'Nastaran', 'family': 'Payandeh', 'sequence': 'first'}, {'ORCID': 'http://orcid.org/0000-0002-4499-4102', 'given': 'Hossein', 'family': 'Shahinfar', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'Alireza', 'family': 'Jafari', 'sequence': 'additional'}, {'given': 'Nadia', 'family': 'Babaei', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0002-9134-7178', 'given': 'Kurosh', 'family': 'Djafarian', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'Sakineh', 'family': 'Shab-Bidar', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
10.1016/j.clnu.2021.05.004,https://doi.org/10.1016/j.clnu.2021.05.004,Impact of slow versus rapid digesting carbohydrates on substrate oxidation in pre-pubertal children: A randomized crossover trial,journal-article,FALSE,6/1/21,2021,Clinical Nutrition,0261-5614,0261-5614,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],"[{'updated': '2022-05-24T00:50:45.174984', 'url': 'http://manuscript.elsevier.com/S0261561421002466/pdf/S0261561421002466.pdf', 'url_for_pdf': 'http://manuscript.elsevier.com/S0261561421002466/pdf/S0261561421002466.pdf', 'url_for_landing_page': 'https://doi.org/10.1016/j.clnu.2021.05.004', 'evidence': 'open (via crossref license, author manuscript)', 'license': 'elsevier-specific: oa user license', 'version': 'acceptedVersion', 'host_type': 'publisher', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2022-06-12'}]",2021-06-13T04:06:05.492090,2,"[{'ORCID': 'http://orcid.org/0000-0001-7976-6161', 'given': 'Zachary M.', 'family': 'Gillen', 'sequence': 'first', 'authenticated-orcid': False}, {'given': 'Vikkie A.', 'family': 'Mustad', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0002-1606-4514', 'given': 'Marni E.', 'family': 'Shoemaker', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-1952-3245', 'given': 'Brianna D.', 'family': 'Mckay', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0003-4218-7398', 'given': 'Todd J.', 'family': 'Leutzinger', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'Jose M.', 'family': 'Lopez-Pedrosa', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0003-2127-3190', 'given': 'Ricardo', 'family': 'Rueda', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-5270-9359', 'given': 'Joel T.', 'family': 'Cramer', 'sequence': 'additional', 'authenticated-orcid': False}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200
10.1016/j.resp.2021.103723,https://doi.org/10.1016/j.resp.2021.103723,Effect of acute altitude exposure on ventilatory thresholds in recreational athletes,journal-article,FALSE,11/1/21,2021,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-07-03T18:25:03.264386,2,"[{'ORCID': 'http://orcid.org/0000-0002-2546-5862', 'given': 'Dominik', 'family': 'Schüttler', 'sequence': 'first', 'authenticated-orcid': False}, {'given': 'Ludwig T.', 'family': 'Weckbach', 'sequence': 'additional'}, {'given': 'Wolfgang', 'family': 'Hamm', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0003-4951-104X', 'given': 'Florian', 'family': 'Maier', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-5813-3776', 'given': 'Sari', 'family': 'Kassem', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0003-1738-1295', 'given': 'Johannes', 'family': 'Schier', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-6009-960X', 'given': 'Korbinian', 'family': 'Lackermair', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'Stefan', 'family': 'Brunner', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
10.1016/j.resp.2021.103703,https://doi.org/10.1016/j.resp.2021.103703,Five repeated maximal efforts of apneas increase the time to exhaustion in subsequent high-intensity exercise,journal-article,FALSE,10/1/21,2021,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-06-07T03:31:02.581384,2,"[{'ORCID': 'http://orcid.org/0000-0002-8514-0605', 'given': 'Dimitrios I.', 'family': 'Bourdas', 'sequence': 'first', 'authenticated-orcid': False}, {'given': 'Nickos D.', 'family': 'Geladas', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
10.1016/j.resp.2021.103706,https://doi.org/10.1016/j.resp.2021.103706,Ventilatory adaptation during eccentric cycling in patients with severe COPD: Potential implications for exercise training,journal-article,FALSE,10/1/21,2021,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],"[{'updated': '2022-05-24T00:51:05.045380', 'url': 'http://manuscript.elsevier.com/S1569904821000914/pdf/S1569904821000914.pdf', 'url_for_pdf': 'http://manuscript.elsevier.com/S1569904821000914/pdf/S1569904821000914.pdf', 'url_for_landing_page': 'https://doi.org/10.1016/j.resp.2021.103706', 'evidence': 'open (via crossref license, author manuscript)', 'license': 'elsevier-specific: oa user license', 'version': 'acceptedVersion', 'host_type': 'publisher', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2022-06-08'}]",2021-06-11T15:23:25.280161,2,"[{'given': 'Olympe', 'family': 'Nahmias', 'sequence': 'first'}, {'given': 'Ophélie', 'family': 'Ritter', 'sequence': 'additional'}, {'given': 'Yoshimasa', 'family': 'Sagawa', 'sequence': 'additional'}, {'given': 'Pauline', 'family': 'Roux', 'sequence': 'additional'}, {'given': 'Bruno', 'family': 'Degano', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0002-9251-066X', 'given': 'Thibaud', 'family': 'Soumagne', 'sequence': 'additional', 'authenticated-orcid': False}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
10.1016/j.resp.2021.103691,https://doi.org/10.1016/j.resp.2021.103691,Effects of increased respiratory rate on cortical oxygenated hemoglobin during low-intensity exercise,journal-article,FALSE,9/1/21,2021,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-05-23T09:47:22.774498,2,"[{'given': 'Keiichi', 'family': 'Oyanagi', 'sequence': 'first'}, {'ORCID': 'http://orcid.org/0000-0003-4573-2267', 'given': 'Atsuhiro', 'family': 'Tsubaki', 'sequence': 'additional', 'authenticated-orcid': False}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
