doi,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date,doi_suffix
10.1177/0269215508095362,https://doi.org/10.1177/0269215508095362,Effects of aerobic or aerobic and resistance training on cardiorespiratory and skeletal muscle function in heart failure: a randomized controlled pilot trial,journal-article,False,3/1/09,2009.0,Clinical Rehabilitation,"0269-2155,1477-0873",0269-2155,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-14T12:25:05.845108,2,"[{'given': 'Sandra', 'family': 'Mandic', 'sequence': 'first', 'affiliation': [{'name': 'Faculty of Physical Education and Recreation, University of Alberta, Edmonton, Canada, , School of Physical Education, University of Otago, Dunedin, New Zealand'}]}, {'given': 'Wayne', 'family': 'Tymchak', 'sequence': 'additional', 'affiliation': [{'name': 'Faculty of Medicine, Division of Cardiology, University of Alberta, Edmonton, Canada'}]}, {'given': 'Daniel', 'family': 'Kim', 'sequence': 'additional', 'affiliation': [{'name': 'Faculty of Medicine, Division of Cardiology, University of Alberta, Edmonton, Canada'}]}, {'given': 'Bill', 'family': 'Daub', 'sequence': 'additional', 'affiliation': [{'name': 'Northern Alberta Cardiac Rehabilitation Program, Glenrose Hospital, Capital Health, Edmonton, Canada'}]}, {'given': 'H Arthur', 'family': 'Quinney', 'sequence': 'additional', 'affiliation': [{'name': 'School of Physical Education, University of Otago, Dunedin, New Zealand'}]}, {'given': 'Dylan', 'family': 'Taylor', 'sequence': 'additional', 'affiliation': [{'name': 'Faculty of Medicine, Division of Cardiology, University of Alberta, Edmonton'}]}, {'given': 'Suhaib', 'family': 'Al-Kurtass', 'sequence': 'additional', 'affiliation': [{'name': 'Faculty of Medicine, Division of Cardiology, University of Alberta, Edmonton'}]}, {'given': 'Mark J', 'family': 'Haykowsky', 'sequence': 'additional', 'affiliation': [{'name': 'Faculty of Medicine, Division of Cardiology and Faculty of Rehabilitation Medicine, University of Alberta, Edmonton, Canada'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,0269215508095362
10.1177/0003319708322388,https://doi.org/10.1177/0003319708322388,Benefits of Low-Intensity Pain-Free Treadmill Exercise on Functional Capacity of Individuals Presenting with Intermittent Claudication Due to Peripheral Arterial Disease,journal-article,False,9/25/08,2008.0,Angiology,"0003-3197,1940-1574",0003-3197,False,False,SAGE Publications,False,closed,False,,,[],[],2021-03-29T14:23:32.624560,2,"[{'given': 'Sharon', 'family': 'Barak', 'sequence': 'first', 'affiliation': [{'name': 'Veterans Affairs Rehabilitation Outcomes Research Center and Rehabilitation Science Doctoral Program, University of Florida, Gainesville, Florida'}]}, {'given': 'Christine Boyd', 'family': 'Stopka', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Health Education & Behavior, College of Health & Human Performance, University of Florida, Gainesville, Florida'}]}, {'given': 'Coleen Archer', 'family': 'Martinez', 'sequence': 'additional', 'affiliation': [{'name': 'League City, Texas'}]}, {'given': 'Eli', 'family': 'Carmeli', 'sequence': 'additional', 'affiliation': [{'name': 'Physical Therapy Department, The Stanley Steyer School of Health Professions, Sackler Faculty of Medicine, Tel Aviv University, Ramat Aviv, Israel.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,0003319708322388
10.1177/0269215508088990,https://doi.org/10.1177/0269215508088990,A comparative study of oxygen consumption for conventional and energy-storing prosthetic feet in transfemoral amputees,journal-article,False,10/1/08,2008.0,Clinical Rehabilitation,"0269-2155,1477-0873",0269-2155,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-15T21:04:15.259024,2,"[{'given': 'Lorraine E', 'family': 'Graham', 'sequence': 'first', 'affiliation': [{'name': 'Mobility and Specialised Rehabilitation Centre, Northern General Hospital, Sheffield, UK,'}]}, {'given': 'Dipak', 'family': 'Datta', 'sequence': 'additional', 'affiliation': [{'name': 'Mobility and Specialised Rehabilitation Centre, Northern General Hospital, Sheffield, UK'}]}, {'given': 'Ben', 'family': 'Heller', 'sequence': 'additional', 'affiliation': [{'name': 'Mobility and Specialised Rehabilitation Centre, Northern General Hospital, Sheffield, UK'}]}, {'given': 'John', 'family': 'Howitt', 'sequence': 'additional', 'affiliation': [{'name': 'Mobility and Specialised Rehabilitation Centre, Northern General Hospital, Sheffield, UK'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,0269215508088990
10.1177/1403494807085373,https://doi.org/10.1177/1403494807085373,Reliability and validity of self-reported physical activity in the Nord-Trøndelag Health Study — HUNT 1,journal-article,False,1/1/08,2008.0,Scandinavian Journal of Public Health,"1403-4948,1651-1905",1403-4948,False,False,SAGE Publications,False,closed,False,,,[],[],2022-02-21T01:51:56.468662,2,"[{'given': 'Nanna', 'family': 'Kurtze', 'sequence': 'first', 'affiliation': [{'name': 'HUNT Research Centre, Faculty of Medicine, Department of Public Health and General Practice, Norwegian University of Science and Technology, Trondheim, Norway,'}]}, {'given': 'Vegar', 'family': 'Rangul', 'sequence': 'additional', 'affiliation': [{'name': 'Faculty of Teaching, Engineering and Nursing, Nord-Trøndelag University College, Levanger, Norway'}]}, {'given': 'Bo-Egil', 'family': 'Hustvedt', 'sequence': 'additional', 'affiliation': [{'name': 'Institute of Basic Medical Sciences, Department of Nutrition, University of Oslo, Oslo, Norway'}]}, {'given': 'W Dana', 'family': 'Flanders', 'sequence': 'additional', 'affiliation': [{'name': 'Faculty of Medicine, Department of Public Health and General Practice, Norwegian University of Science and Technology, Trondheim, Norway'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,1403494807085373
10.1177/0363546508314413,https://doi.org/10.1177/0363546508314413,The Influence of Soccer-Specific Fatigue on Peak Isokinetic Torque Production of the Knee Flexors and Extensors,journal-article,False,3/6/08,2008.0,The American Journal of Sports Medicine,"0363-5465,1552-3365",0363-5465,False,False,SAGE Publications,False,closed,False,,,[],[],2021-06-12T20:55:05.311998,2,"[{'given': 'Matt', 'family': 'Greig', 'sequence': 'first', 'affiliation': [{'name': 'Medical and Exercise Science Department, The Football Association, Lilleshall, United Kingdom'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,0363546508314413
10.1177/0961203307085670,https://doi.org/10.1177/0961203307085670,Aerobic capacity correlates to self-assessed physical function but not to overall disease activity or organ damage in women with systemic lupus erythematosus with low-to-moderate disease activity and organ damage,journal-article,False,2/1/08,2008.0,Lupus,"0961-2033,1477-0962",0961-2033,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-18T04:25:55.369322,2,"[{'given': 'C.', 'family': 'Boström', 'sequence': 'first', 'affiliation': [{'name': 'Division of Physiotherapy, Department of Neurobiology, Care Sciences and Society, Karolinska Institutet, Huddinge, Sweden,'}]}, {'given': 'B.', 'family': 'Dupré', 'sequence': 'additional', 'affiliation': [{'name': 'Rheumatology unit, Karolinska University Hospital, Solna, Sweden'}]}, {'given': 'P.', 'family': 'Tengvar', 'sequence': 'additional', 'affiliation': [{'name': 'Rheumatology unit, Karolinska University Hospital, Solna, Sweden'}]}, {'given': 'E.', 'family': 'Jansson', 'sequence': 'additional', 'affiliation': [{'name': 'Division of Clinical Physiology, Department of Laboratory Medicine, Karolinska Institutet, at Karolinska University Hospital (Huddinge), Stockholm, Sweden'}]}, {'given': 'CH', 'family': 'Opava', 'sequence': 'additional', 'affiliation': [{'name': 'Division of Physiotherapy, Department of Neurobiology, Care Sciences and Society, Karolinska Institutet, Huddinge, Sweden, Rheumatology unit, Karolinska University Hospital, Solna, Sweden'}]}, {'given': 'IE', 'family': 'Lundberg', 'sequence': 'additional', 'affiliation': [{'name': 'Rheumatology unit, Department of Medicine, Karolinska Institutet, at Karolinska University Hospital (Solna), Stockholm, Sweden'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,0961203307085670
10.1177/1352458520974360,https://doi.org/10.1177/1352458520974360,Youth with multiple sclerosis have low levels of fitness,journal-article,False,11/27/20,2020.0,Multiple Sclerosis Journal,"1352-4585,1477-0970",1352-4585,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-20T03:04:37.311790,2,"[{'ORCID': 'http://orcid.org/0000-0003-0887-1380', 'given': 'Samantha', 'family': 'Stephens', 'sequence': 'first', 'affiliation': [{'name': 'Division of Neurology, Department of Neurosciences and Mental Health, The Hospital for Sick Children, Toronto, ON, Canada'}], 'authenticated-orcid': False}, {'given': 'Tara', 'family': 'Berenbaum', 'sequence': 'additional', 'affiliation': [{'name': 'Division of Neurology, Department of Neurosciences and Mental Health, The Hospital for Sick Children, Toronto, ON, Canada'}]}, {'ORCID': 'http://orcid.org/0000-0002-1774-4810', 'given': 'Marcia', 'family': 'Finlayson', 'sequence': 'additional', 'affiliation': [{'name': 'Faculty of Health Sciences, Queen’s University, Kingston, ON, Canada'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-5894-2290', 'given': 'Robert W', 'family': 'Motl', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Physical Therapy, The University of Alabama, Birmingham, AL, USA'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-5393-7417', 'given': 'E Ann', 'family': 'Yeh', 'sequence': 'additional', 'affiliation': [{'name': 'Pediatric MS and Neuroinflammatory Disorders Program, Division of Neurology, Hospital for Sick Children, Toronto, ON, Canada/Department of Pediatrics, University of Toronto, Division of Neuroscience and Mental Health, SickKids Research Institute, Toronto, ON, Canada'}], 'authenticated-orcid': False}]",,,,,,,,,,,,,,,,,,,,,,,,,,,1352458520974360
10.1177/0003319720925970,https://doi.org/10.1177/0003319720925970,Patients With Peripheral Arterial Disease With Exaggerated Pressor Response Have Greater Ambulatory Dysfunction Than Patients With Lower Pressor Response,journal-article,False,5/19/20,2020.0,Angiology,"0003-3197,1940-1574",0003-3197,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-15T03:32:34.898978,2,"[{'ORCID': 'http://orcid.org/0000-0002-6899-7957', 'given': 'Danielle Jin-Kwang', 'family': 'Kim', 'sequence': 'first', 'affiliation': [{'name': 'Penn State Heart and Vascular Institute, Penn State College of Medicine, Hershey, PA, USA'}], 'authenticated-orcid': False}, {'given': 'Polly S.', 'family': 'Montgomery', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Physical Medicine and Rehabilitation, Penn State College of Medicine, Hershey, PA, USA'}]}, {'given': 'Ming', 'family': 'Wang', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Public Health Sciences, Penn State College of Medicine, Hershey, PA, USA'}]}, {'given': 'Biyi', 'family': 'Shen', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Public Health Sciences, Penn State College of Medicine, Hershey, PA, USA'}]}, {'given': 'Marcos', 'family': 'Kuroki', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Surgery, Penn State College of Medicine, Hershey, PA, USA'}]}, {'ORCID': 'http://orcid.org/0000-0001-7721-5438', 'given': 'Andrew W.', 'family': 'Gardner', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Physical Medicine and Rehabilitation, Penn State College of Medicine, Hershey, PA, USA'}], 'authenticated-orcid': False}]",,,,,,,,,,,,,,,,,,,,,,,,,,,0003319720925970
10.1177/0031512520903912,https://doi.org/10.1177/0031512520903912,No Differences in Active Young Adults’ Affective Valence or Enjoyment Between Rowing and Cycling,journal-article,False,2/9/20,2020.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-16T22:03:58.555773,2,"[{'ORCID': 'http://orcid.org/0000-0003-0492-0173', 'given': 'Todd A.', 'family': 'Astorino', 'sequence': 'first', 'affiliation': [{'name': 'Department of Kinesiology, California State University—San Marcos, CA, USA'}], 'authenticated-orcid': False}, {'given': 'Chandler', 'family': 'Oriente', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, California State University—San Marcos, CA, USA'}]}, {'given': 'Jill', 'family': 'Peterson', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, California State University—San Marcos, CA, USA'}]}, {'given': 'Giannina', 'family': 'Alberto', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, California State University—San Marcos, CA, USA'}]}, {'given': 'Erica Elena', 'family': 'Castillo', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, California State University—San Marcos, CA, USA'}]}, {'given': 'Ulices', 'family': 'Vasquez-Soto', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, California State University—San Marcos, CA, USA'}]}, {'given': 'Esmerelda', 'family': 'Ibarra', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, California State University—San Marcos, CA, USA'}]}, {'given': 'Victoria', 'family': 'Guyse', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, California State University—San Marcos, CA, USA'}]}, {'given': 'Ivan', 'family': 'Castaneda-Garcia', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, California State University—San Marcos, CA, USA'}]}, {'given': 'Joel R.', 'family': 'Marroquin', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, California State University—San Marcos, CA, USA'}]}, {'given': 'Rachel', 'family': 'Dargis', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, California State University—San Marcos, CA, USA'}]}, {'given': 'Jacob', 'family': 'Thum', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, California State University—San Marcos, CA, USA'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,0031512520903912
10.1177/0391398818815492,https://doi.org/10.1177/0391398818815492,Development of exercise-related values in heart failure patients supported with a left ventricular assist device,journal-article,False,12/6/18,2018.0,The International Journal of Artificial Organs,"0391-3988,1724-6040",0391-3988,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-16T14:07:06.085021,2,"[{'given': 'Thomas', 'family': 'Schmidt', 'sequence': 'first', 'affiliation': [{'name': 'Schüchtermann-Klinik Bad Rothenfelde, Bad Rothenfelde, Germany'}, {'name': 'Institute of Cardiology and Sports Medicine, German Sport University Cologne, Cologne, Germany'}]}, {'given': 'Birna', 'family': 'Bjarnason-Wehrens', 'sequence': 'additional', 'affiliation': [{'name': 'Institute of Cardiology and Sports Medicine, German Sport University Cologne, Cologne, Germany'}]}, {'given': 'Stephanie', 'family': 'Mommertz', 'sequence': 'additional', 'affiliation': [{'name': 'Schüchtermann-Klinik Bad Rothenfelde, Bad Rothenfelde, Germany'}]}, {'given': 'Sebastian', 'family': 'Schulte-Eistrup', 'sequence': 'additional', 'affiliation': [{'name': 'Schüchtermann-Klinik Bad Rothenfelde, Bad Rothenfelde, Germany'}]}, {'given': 'Detlev', 'family': 'Willemsen', 'sequence': 'additional', 'affiliation': [{'name': 'Schüchtermann-Klinik Bad Rothenfelde, Bad Rothenfelde, Germany'}]}, {'given': 'Jürgen', 'family': 'Sindermann', 'sequence': 'additional', 'affiliation': [{'name': 'Schüchtermann-Klinik Bad Rothenfelde, Bad Rothenfelde, Germany'}]}, {'given': 'Hans-Georg', 'family': 'Predel', 'sequence': 'additional', 'affiliation': [{'name': 'Institute of Cardiology and Sports Medicine, German Sport University Cologne, Cologne, Germany'}]}, {'given': 'Nils', 'family': 'Reiss', 'sequence': 'additional', 'affiliation': [{'name': 'Schüchtermann-Klinik Bad Rothenfelde, Bad Rothenfelde, Germany'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,0391398818815492
10.1177/0003319718790876,https://doi.org/10.1177/0003319718790876,Greater Exercise Pressor Response Is Associated With Impaired Claudication Outcomes in Symptomatic Peripheral Artery Disease,journal-article,False,8/6/18,2018.0,Angiology,"0003-3197,1940-1574",0003-3197,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-13T12:13:21.702005,2,"[{'ORCID': 'http://orcid.org/0000-0001-7721-5438', 'given': 'Andrew W.', 'family': 'Gardner', 'sequence': 'first', 'affiliation': [{'name': 'Department of Physical Medicine and Rehabilitation, Penn State College of Medicine, Hershey, PA, USA'}], 'authenticated-orcid': False}, {'given': 'Polly S.', 'family': 'Montgomery', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Physical Medicine and Rehabilitation, Penn State College of Medicine, Hershey, PA, USA'}]}, {'given': 'Ming', 'family': 'Wang', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Public Health Sciences, Penn State College of Medicine, Hershey, PA, USA'}]}, {'given': 'Chixiang', 'family': 'Chen', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Public Health Sciences, Penn State College of Medicine, Hershey, PA, USA'}]}, {'given': 'Marcos', 'family': 'Kuroki', 'sequence': 'additional', 'affiliation': [{'name': 'Heart and Vascular Institute, Penn State College of Medicine, Hershey, PA, USA'}]}, {'given': 'Danielle Jin-Kwang', 'family': 'Kim', 'sequence': 'additional', 'affiliation': [{'name': 'Heart and Vascular Institute, Penn State College of Medicine, Hershey, PA, USA'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,0003319718790876
10.1177/1479164114565631,https://doi.org/10.1177/1479164114565631,Impact of diabetes and diastolic dysfunction on exercise capacity in normotensive patients without coronary artery disease,journal-article,False,2/9/15,2015.0,Diabetes and Vascular Disease Research,"1479-1641,1752-8984",1479-1641,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-17T17:52:48.836001,2,"[{'given': 'Ahmet', 'family': 'Gürdal', 'sequence': 'first', 'affiliation': [{'name': 'Department of Cardiology, Istanbul Faculty of Medicine, Istanbul University, Istanbul, Turkey'}]}, {'given': 'Erdem', 'family': 'Kasikcioglu', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sports Medicine, Istanbul Faculty of Medicine, Istanbul University, Istanbul, Turkey'}]}, {'given': 'Sertac', 'family': 'Yakal', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sports Medicine, Istanbul Faculty of Medicine, Istanbul University, Istanbul, Turkey'}]}, {'given': 'Zehra', 'family': 'Bugra', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Cardiology, Istanbul Faculty of Medicine, Istanbul University, Istanbul, Turkey'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,1479164114565631
10.2466/27.06.pms.118k19w7,https://doi.org/10.2466/27.06.pms.118k19w7,RPE-Derived Work Rates Can Be Accurately Produced without External Feedback or Reference to the RPE Scale,journal-article,False,4/1/14,2014.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-13T03:15:48.661678,2,"[{'given': 'Alexis R.', 'family': 'Mauger', 'sequence': 'first', 'affiliation': [{'name': 'Sports Therapy, Physical Activity and Health Research Group, School of Sport and Exercise Sciences, University of Kent, UK'}]}, {'given': 'Tabo', 'family': 'Huntley', 'sequence': 'additional', 'affiliation': [{'name': 'Institute for Sport and Physical Activity Research, Department of Sport and Exercise Sciences, University of Bedfordshire, UK'}]}, {'given': 'Iain M.', 'family': 'Fletcher', 'sequence': 'additional', 'affiliation': [{'name': 'Institute for Sport and Physical Activity Research, Department of Sport and Exercise Sciences, University of Bedfordshire, UK'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,27.06.pms.118k19w7
10.2466/06.25.29.pms.116.2.655-657,https://doi.org/10.2466/06.25.29.pms.116.2.655-657,"Predictive Importance of Anthropometric and Training Data in Recreational Male Ironman Triathletes and Marathon Runners: Comment on the Study by Gianoli, et al. (2012)",journal-article,False,4/1/13,2013.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-17T09:43:51.945046,2,"[{'given': 'Martin', 'family': 'Burtscher', 'sequence': 'first', 'affiliation': [{'name': 'Department of Sport Science, University of Innsbruck, Austria'}]}, {'given': 'Hannes', 'family': 'Gatterer', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sport Science, University of Innsbruck, Austria'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,06.25.29.pms.116.2.655-657
10.2466/06.15.29.pms.116.1.340-351,https://doi.org/10.2466/06.15.29.pms.116.1.340-351,"Rating of Perceived Exertion after 12 Weeks of High-Intensity, Intermittent Sprinting",journal-article,False,2/1/13,2013.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-16T10:04:24.258924,2,"[{'given': 'Mehrdad', 'family': 'Heydari', 'sequence': 'first', 'affiliation': [{'name': 'University of New South Wales, Australia'}]}, {'given': 'Stephen H.', 'family': 'Boutcher', 'sequence': 'additional', 'affiliation': [{'name': 'University of New South Wales, Australia'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,06.15.29.pms.116.1.340-351
10.1177/1352458512458605,https://doi.org/10.1177/1352458512458605,Training in MS: influence of two different endurance training protocols (aquatic versus overland) on cytokine and neurotrophin concentrations during three week randomized controlled trial,journal-article,False,8/30/12,2012.0,Multiple Sclerosis Journal,"1352-4585,1477-0970",1352-4585,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-16T03:50:31.356642,2,"[{'given': 'J', 'family': 'Bansi', 'sequence': 'first', 'affiliation': [{'name': 'Rehabilitation, Klinik-Valens, Switzerland'}]}, {'given': 'W', 'family': 'Bloch', 'sequence': 'additional', 'affiliation': [{'name': 'German Sport University Cologne, Institute of Cardiology and Sports Medicine, Germany'}]}, {'given': 'U', 'family': 'Gamper', 'sequence': 'additional', 'affiliation': [{'name': 'Rehabilitation, Klinik-Valens, Switzerland'}]}, {'given': 'J', 'family': 'Kesselring', 'sequence': 'additional', 'affiliation': [{'name': 'Rehabilitation, Klinik-Valens, Switzerland'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,1352458512458605
10.2466/05.25.pms.114.3.979-982,https://doi.org/10.2466/05.25.pms.114.3.979-982,Effects of Individual Aerobic Performance on Finish Time in Mountain Running,journal-article,False,6/1/12,2012.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-18T10:24:00.324093,2,"[{'given': 'Dieter', 'family': 'Heinrich', 'sequence': 'first', 'affiliation': [{'name': 'Department of Sport Science, University of Innsbruck, Austria'}]}, {'given': 'Johannes', 'family': 'Burtscher', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sport Science, University of Innsbruck, Austria'}]}, {'given': 'Martin', 'family': 'Burtscher', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sport Science, University of Innsbruck, Austria'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,05.25.pms.114.3.979-982
10.1177/0018720811436201,https://doi.org/10.1177/0018720811436201,Effectiveness of Suspension Seats in Maintaining Performance Following Military High-Speed Boat Transits,journal-article,False,2/29/12,2012.0,Human Factors: The Journal of the Human Factors and Ergonomics Society,"0018-7208,1547-8181",0018-7208,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-17T13:03:37.485649,2,"[{'given': 'Stephen D.', 'family': 'Myers', 'sequence': 'first', 'affiliation': [{'name': 'University of Chichester, Chichester, United Kingdom'}]}, {'given': 'Trevor D.', 'family': 'Dobbins', 'sequence': 'additional', 'affiliation': [{'name': 'STResearch, Chichester, United Kingdom'}]}, {'given': 'Stuart', 'family': 'King', 'sequence': 'additional', 'affiliation': [{'name': 'QinetiQ, Farnborough, United Kingdom'}]}, {'given': 'Benjamin', 'family': 'Hall', 'sequence': 'additional', 'affiliation': [{'name': 'University of Chichester, Chichester, United Kingdom'}]}, {'given': 'Sharon R.', 'family': 'Holmes', 'sequence': 'additional', 'affiliation': [{'name': 'U.K. Ministry of Defence, London, United Kingdom'}]}, {'given': 'Tom', 'family': 'Gunston', 'sequence': 'additional', 'affiliation': [{'name': 'V. J. Technology, SIG SCP, Southampton, United Kingdom'}]}, {'given': 'Rosemary', 'family': 'Dyson', 'sequence': 'additional', 'affiliation': [{'name': 'University of Chichester, Chichester, United Kingdom'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,0018720811436201
10.2466/05.06.pms.113.6.764-772,https://doi.org/10.2466/05.06.pms.113.6.764-772,Phase of Oral Contraceptive Cycle and Endurance Capacity of Rowers,journal-article,False,12/1/11,2011.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-18T02:45:12.349942,2,"[{'given': 'Sille', 'family': 'Vaiksaar', 'sequence': 'first'}, {'given': 'Jaak', 'family': 'Jürimäe', 'sequence': 'additional'}, {'given': 'Jarek', 'family': 'Mäestu', 'sequence': 'additional'}, {'given': 'Priit', 'family': 'Purge', 'sequence': 'additional'}, {'given': 'Svetlana', 'family': 'Kalytka', 'sequence': 'additional'}, {'given': 'Larissa', 'family': 'Shakhlina', 'sequence': 'additional'}, {'given': 'Toivo', 'family': 'Jürimäe', 'sequence': 'additional', 'affiliation': [{'name': 'Institute of Sport Pedagogy and Coaching Sciences, Centre of Behavioral, Social, and Health Sciences, University of Tartu'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,05.06.pms.113.6.764-772
10.2466/06.09.15.pms.113.5.575-588,https://doi.org/10.2466/06.09.15.pms.113.5.575-588,Effect of Body Mass Index on Affect at Intensities Spanning the Ventilatory Threshold,journal-article,False,10/1/11,2011.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-17T21:52:18.023557,2,"[{'given': 'Sergio G.', 'family': 'da Silva', 'sequence': 'first'}, {'given': 'Hassan M.', 'family': 'Elsangedy', 'sequence': 'additional'}, {'given': 'Kleverton', 'family': 'Krinski', 'sequence': 'additional'}, {'given': 'Wagner', 'family': 'de Campos', 'sequence': 'additional'}, {'given': 'Cosme F.', 'family': 'Buzzachera', 'sequence': 'additional', 'affiliation': [{'name': 'Rome University Institute of Motor Sciences, Italian University of Sport and Movement'}]}, {'given': 'Maressa P.', 'family': 'Krause', 'sequence': 'additional'}, {'given': 'Fredric L.', 'family': 'Goss', 'sequence': 'additional'}, {'given': 'Robert J.', 'family': 'Robertson', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,06.09.15.pms.113.5.575-588
