doi,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date,doi_redirect_SC,error
10.1097/phm.0000000000001874,https://doi.org/10.1097/phm.0000000000001874,Metabolic cost and performance of athletes with lower limb amputation and non-amputee matched controls during running,journal-article,False,9/2/21,2021.0,American Journal of Physical Medicine & Rehabilitation,0894-9115,0894-9115,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-09-06T21:01:07.694694,2,"[{'given': 'Gabriela', 'family': 'Fischer', 'sequence': 'first'}, {'given': 'Diego', 'family': 'Antunes', 'sequence': 'additional'}, {'given': 'Ana', 'family': 'Volpato', 'sequence': 'additional'}, {'given': 'Rodrigo Sudatti', 'family': 'Delevatti', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
"
10.1519/jsc.0000000000003920,https://doi.org/10.1519/jsc.0000000000003920,"Metabolic Profile of Reciprocal Supersets in Young, Recreationally Active Women and Men",journal-article,False,4/27/21,2021.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-04-30T21:04:49.824780,2,"[{'given': 'Rogelio A.', 'family': 'Realzola', 'sequence': 'first'}, {'given': 'Zachary A.', 'family': 'Mang', 'sequence': 'additional'}, {'given': 'Desmond J.', 'family': 'Millender', 'sequence': 'additional'}, {'given': 'Jason R.', 'family': 'Beam', 'sequence': 'additional'}, {'given': 'Bryanne N.', 'family': 'Bellovary', 'sequence': 'additional'}, {'given': 'Andrew D.', 'family': 'Wells', 'sequence': 'additional'}, {'given': 'Jonathan M.', 'family': 'Houck', 'sequence': 'additional'}, {'given': 'Len', 'family': 'Kravitz', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0000000000003933,https://doi.org/10.1519/jsc.0000000000003933,Acute Cardiopulmonary Response to Interval and Continuous Exercise in Older Adults,journal-article,False,12/16/20,2020.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-20T13:41:11.470993,2,"[{'given': 'Andrea M.', 'family': 'Linares', 'sequence': 'first'}, {'given': 'Nikola', 'family': 'Goncin', 'sequence': 'additional'}, {'given': 'Melanie', 'family': 'Stuckey', 'sequence': 'additional'}, {'given': 'Kirsten A.', 'family': 'Burgomaster', 'sequence': 'additional'}, {'given': 'Shilpa', 'family': 'Dogra', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0000000000003853,https://doi.org/10.1519/jsc.0000000000003853,Normative Values for Health-Related Physical Fitness in First-Year Police Officers,journal-article,False,10/1/20,2020.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-17T06:16:03.569354,2,"[{'given': 'Lovro', 'family': 'Štefan', 'sequence': 'first'}, {'given': 'Mario', 'family': 'Kasović', 'sequence': 'additional'}, {'given': 'Mario', 'family': 'Culej', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0000000000003780,https://doi.org/10.1519/jsc.0000000000003780,The Effect of Normobaric Hypoxia on Resistance Training Adaptations in Older Adults,journal-article,False,8/31/20,2020.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-19T14:35:37.498183,2,"[{'given': 'Giselle L.', 'family': 'Allsopp', 'sequence': 'first'}, {'given': 'Samantha M.', 'family': 'Hoffmann', 'sequence': 'additional'}, {'given': 'Simon A.', 'family': 'Feros', 'sequence': 'additional'}, {'given': 'Julie A.', 'family': 'Pasco', 'sequence': 'additional'}, {'given': 'Aaron P.', 'family': 'Russell', 'sequence': 'additional'}, {'given': 'Craig R.', 'family': 'Wright', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0000000000003619,https://doi.org/10.1519/jsc.0000000000003619,"Predicting Changes in Maximal Oxygen Uptake in Response to Polarized Training (Sprint Interval Training, High-Intensity Interval Training, and Endurance Training) in Mountain Bike Cyclists",journal-article,False,4/24/20,2020.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-17T19:43:03.956225,2,"[{'given': 'Rafał', 'family': 'Hebisz', 'sequence': 'first'}, {'given': 'Paulina', 'family': 'Hebisz', 'sequence': 'additional'}, {'given': 'Natalia', 'family': 'Danek', 'sequence': 'additional'}, {'given': 'Kamil', 'family': 'Michalik', 'sequence': 'additional'}, {'given': 'Marek', 'family': 'Zatoń', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0000000000003625,https://doi.org/10.1519/jsc.0000000000003625,Ischemic Preconditioning Attenuates Rating of Perceived Exertion But Does Not Improve Maximal Oxygen Consumption or Maximal Power Output,journal-article,False,4/24/20,2020.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-17T19:27:23.463864,2,"[{'given': 'Frank', 'family': 'ter Beek', 'sequence': 'first'}, {'given': 'Peter S.', 'family': 'Jokumsen', 'sequence': 'additional'}, {'given': 'Birgitte N.', 'family': 'Sloth', 'sequence': 'additional'}, {'given': 'Andrew J. T.', 'family': 'Stevenson', 'sequence': 'additional'}, {'given': 'Ryan G.', 'family': 'Larsen', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1249/mss.0000000000002864,https://doi.org/10.1249/mss.0000000000002864,Increased Mass-Specific Maximal Fat Oxidation Rate with Small versus Large Muscle Mass Exercise,journal-article,False,1/25/22,2022.0,Medicine & Science in Sports & Exercise,0195-9131,0195-9131,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2022-02-27T20:39:35.292281,2,"[{'given': 'Øyvind', 'family': 'Skattebo', 'sequence': 'first'}, {'given': 'Dafina', 'family': 'Peci', 'sequence': 'additional'}, {'given': 'Matthieu', 'family': 'Clauss', 'sequence': 'additional'}, {'given': 'Egil Ivar', 'family': 'Johansen', 'sequence': 'additional'}, {'given': 'Jørgen', 'family': 'Jensen', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1249/mss.0000000000002882,https://doi.org/10.1249/mss.0000000000002882,Exercise Intolerance in Facioscapulohumeral Muscular Dystrophy,journal-article,False,2/21/22,2022.0,Medicine & Science in Sports & Exercise,0195-9131,0195-9131,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2022-02-23T21:06:35.432838,2,"[{'given': 'Kathryn', 'family': 'Vera', 'sequence': 'first'}, {'given': 'Mary', 'family': 'McConville', 'sequence': 'additional'}, {'given': 'Aline', 'family': 'Glazos', 'sequence': 'additional'}, {'given': 'William', 'family': 'Stokes', 'sequence': 'additional'}, {'given': 'Michael', 'family': 'Kyba', 'sequence': 'additional'}, {'given': 'Manda', 'family': 'Keller-Ross', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1249/mss.0000000000002872,https://doi.org/10.1249/mss.0000000000002872,Improvements in Maximal Oxygen Uptake after Sprint Interval Training Coincide with Increases in Central Hemodynamic Factors,journal-article,False,2/9/22,2022.0,Medicine & Science in Sports & Exercise,0195-9131,0195-9131,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2022-02-09T21:02:55.625621,2,"[{'given': 'Mirko', 'family': 'Mandić', 'sequence': 'first'}, {'given': 'Björn', 'family': 'Hansson', 'sequence': 'additional'}, {'given': 'Alen', 'family': 'Lovrić', 'sequence': 'additional'}, {'given': 'Patrik', 'family': 'Sundblad', 'sequence': 'additional'}, {'given': 'Niels B.J.', 'family': 'Vollaard', 'sequence': 'additional'}, {'given': 'Tommy R.', 'family': 'Lundberg', 'sequence': 'additional'}, {'given': 'Thomas', 'family': 'Gustafsson', 'sequence': 'additional'}, {'given': 'Eric', 'family': 'Rullman', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0000000000003627,https://doi.org/10.1519/jsc.0000000000003627,Anaerobic Threshold Determination in Cycle Ergometer From Rating of Perceived Exertion,journal-article,False,5/13/20,2020.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-17T06:37:42.915532,2,"[{'given': 'Geovani Alves dos', 'family': 'Santos', 'sequence': 'first'}, {'given': 'Eduardo Seiji', 'family': 'Numata-Filho', 'sequence': 'additional'}, {'given': 'Thiago dos Santos', 'family': 'Rosa', 'sequence': 'additional'}, {'given': 'Rodrigo Vanerson', 'family': 'Passos Neves', 'sequence': 'additional'}, {'given': 'Herbert Gustavo', 'family': 'Simões', 'sequence': 'additional'}, {'given': 'Sérgio Rodrigues', 'family': 'Moreira', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0000000000003626,https://doi.org/10.1519/jsc.0000000000003626,Psychophysiological Responses During a Cycling Test to Exhaustion While Wearing the Elevation Training Mask,journal-article,False,4/29/20,2020.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-16T10:50:44.940009,2,"[{'given': 'María E.', 'family': 'López-Pérez', 'sequence': 'first'}, {'given': 'Salvador', 'family': 'Romero-Arenas', 'sequence': 'additional'}, {'given': 'David', 'family': 'Colomer-Poveda', 'sequence': 'additional'}, {'given': 'Martin', 'family': 'Keller', 'sequence': 'additional'}, {'given': 'Gonzalo', 'family': 'Márquez', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0000000000003623,https://doi.org/10.1519/jsc.0000000000003623,Influence of a 2-km Swim on the Cycling Power-Duration Relationship in Triathletes,journal-article,False,4/24/20,2020.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-17T19:18:06.905404,2,"[{'given': 'Jeffrey', 'family': 'Rothschild', 'sequence': 'first'}, {'given': 'Ailish C.', 'family': 'Sheard', 'sequence': 'additional'}, {'given': 'George H.', 'family': 'Crocker', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1097/jsm.0000000000000942,https://doi.org/10.1097/jsm.0000000000000942,Evaluating Arterial Blood Flow Limitation Using Muscle Oxygenation and Cycling Power,journal-article,False,5/7/21,2021.0,Clinical Journal of Sport Medicine,1050-642X,1050-642X,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-05-11T21:02:04.707995,2,"[{'given': 'Jem', 'family': 'Arnold', 'sequence': 'first'}, {'given': 'Assaf', 'family': 'Yogev', 'sequence': 'additional'}, {'given': 'Michael S.', 'family': 'Koehle', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1097/jom.0000000000002429,https://doi.org/10.1097/jom.0000000000002429,The Validity and Reliability of a Treadmill Test for Structural Firefighter Applicants,journal-article,False,11/5/21,2021.0,Journal of Occupational & Environmental Medicine,1076-2752,1076-2752,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-11-14T21:00:37.012622,2,"[{'given': 'Michael P.', 'family': 'Scarlett', 'sequence': 'first'}, {'given': 'Cameron M.', 'family': 'Ehnes', 'sequence': 'additional'}, {'given': 'Eric M.', 'family': 'Adams', 'sequence': 'additional'}, {'given': 'Randy W.', 'family': 'Dreger', 'sequence': 'additional'}, {'given': 'Stewart R.', 'family': 'Petersen', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1249/mss.0000000000002806,https://doi.org/10.1249/mss.0000000000002806,Fitness Level‐ and Sex-Related Differences in Macrovascular and Microvascular Responses during Reactive Hyperemia,journal-article,False,10/15/21,2021.0,Medicine & Science in Sports & Exercise,"1530-0315,0195-9131",0195-9131,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2022-02-23T09:16:22.673307,2,"[{'given': 'LETIZIA', 'family': 'RASICA', 'sequence': 'first'}, {'given': 'ERIN CALAINE', 'family': 'INGLIS', 'sequence': 'additional'}, {'given': 'DANILO', 'family': 'IANNETTA', 'sequence': 'additional'}, {'given': 'ROGERIO N.', 'family': 'SOARES', 'sequence': 'additional'}, {'given': 'JUAN M.', 'family': 'MURIAS', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0000000000003837,https://doi.org/10.1519/jsc.0000000000003837,Isokinetic Muscular Strength and Aerobic Physical Fitness in Recreational Long-Distance Runners,journal-article,False,6/8/21,2021.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-06-11T21:01:59.801580,2,"[{'given': 'Marilia S.', 'family': 'Andrade', 'sequence': 'first'}, {'given': 'Wallace A.', 'family': 'Silva', 'sequence': 'additional'}, {'given': 'Claudio A.B.', 'family': 'de Lira', 'sequence': 'additional'}, {'given': 'Naryana C.', 'family': 'Mascarin', 'sequence': 'additional'}, {'given': 'Rodrigo L.', 'family': 'Vancini', 'sequence': 'additional'}, {'given': 'Pantelis T.', 'family': 'Nikolaidis', 'sequence': 'additional'}, {'given': 'Beat', 'family': 'Knechtle', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1249/mss.0000000000002831,https://doi.org/10.1249/mss.0000000000002831,Methodological Reconciliation of CP and MLSS and Their Agreement with the Maximal Metabolic Steady State,journal-article,False,11/23/21,2021.0,Medicine & Science in Sports & Exercise,0195-9131,0195-9131,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-11-24T18:42:20.588586,2,"[{'given': 'Danilo', 'family': 'Iannetta', 'sequence': 'first'}, {'given': 'Christina P.', 'family': 'Ingram', 'sequence': 'additional'}, {'given': 'Daniel A.', 'family': 'Keir', 'sequence': 'additional'}, {'given': 'Juan M.', 'family': 'Murias', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0000000000003297,https://doi.org/10.1519/jsc.0000000000003297,"Effects of Energy Gel Ingestion on Blood Glucose, Lactate, and Performance Measures During Prolonged Cycling",journal-article,False,1/23/20,2020.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-18T02:16:19.631611,2,"[{'given': 'Karl F.', 'family': 'Kozlowski', 'sequence': 'first'}, {'given': 'April', 'family': 'Ferrentino-DePriest', 'sequence': 'additional'}, {'given': 'Frank', 'family': 'Cerny', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0000000000003280,https://doi.org/10.1519/jsc.0000000000003280,Acute Demands and Recovery From Common Interval Training Protocols,journal-article,False,7/24/19,2019.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-17T05:10:56.873570,2,"[{'given': 'David J.', 'family': 'Elmer', 'sequence': 'first'}, {'given': 'Elise N.', 'family': 'Barron', 'sequence': 'additional'}, {'given': 'Juan L.', 'family': 'Chavez', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0000000000003199,https://doi.org/10.1519/jsc.0000000000003199,Predicting Recreational Runners’ Marathon Performance Time During Their Training Preparation,journal-article,False,7/1/19,2019.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-17T05:52:47.941019,2,"[{'given': 'Jonathan', 'family': 'Esteve-Lanao', 'sequence': 'first'}, {'given': 'Sebastián', 'family': 'Del Rosso', 'sequence': 'additional'}, {'given': 'Eneko', 'family': 'Larumbe-Zabala', 'sequence': 'additional'}, {'given': 'Claudia', 'family': 'Cardona', 'sequence': 'additional'}, {'given': 'Alberto', 'family': 'Alcocer-Gamboa', 'sequence': 'additional'}, {'given': 'Daniel A.', 'family': 'Boullosa', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
