doi,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date,best_oa_location,first_oa_location
10.1590/s1980-65742021021520,https://doi.org/10.1590/s1980-65742021021520,Official matches and training sessions: physiological demands of elite junior badminton players,journal-article,False,2021-01-01,2021,Motriz: Revista de Educação Física,1980-6574,1415-9805,True,True,FapUNIFESP (SciELO),True,gold,False,"[{'updated': '2022-06-28T17:01:20.056180', 'url': 'https://www.scielo.br/j/motriz/a/fF9yy34ZWgJNLR6Bkd94cmb/?lang=en&format=pdf', 'url_for_pdf': 'https://www.scielo.br/j/motriz/a/fF9yy34ZWgJNLR6Bkd94cmb/?lang=en&format=pdf', 'url_for_landing_page': 'https://doi.org/10.1590/s1980-65742021021520', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2021-01-01'}]",[],2022-02-05T12:32:32.192829,2,"[{'ORCID': 'http://orcid.org/0000-0002-1604-1670', 'given': 'Karen Christie Gomes', 'family': 'Sales', 'sequence': 'first', 'affiliation': [{'name': 'Universidade Federal do Maranhão,  Brasil'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-0755-6138', 'given': 'Marcos Antônio Pereira', 'family': 'Santos', 'sequence': 'additional', 'affiliation': [{'name': 'Universidade Federal do Piauí,  Brasil'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-5336-3652', 'given': 'Fabio Yuzo', 'family': 'Nakamura', 'sequence': 'additional', 'affiliation': [{'name': 'Universidade Federal da Paraíba,  Brasil'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-1992-5199', 'given': 'Valmir Oliveira', 'family': 'Silvino', 'sequence': 'additional', 'affiliation': [{'name': 'Universidade Federal do Piauí,  Brasil'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0001-8212-5779', 'given': 'Alyson Felipe da Costa', 'family': 'Sena', 'sequence': 'additional', 'affiliation': [{'name': 'Universidade Federal do Maranhão,  Brasil'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-5251-0518', 'given': 'Sérgio Luís Galan', 'family': 'Ribeiro', 'sequence': 'additional', 'affiliation': [{'name': 'Universidade Federal do Piauí,  Brasil'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0001-7445-6156', 'given': 'Jefferson Fernando Coelho', 'family': 'Rodrigues Júnior', 'sequence': 'additional', 'affiliation': [{'name': 'Universidade Federal do Maranhão,  Brasil'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-4800-0128', 'given': 'Christian Emmanuel Torres', 'family': 'Cabido', 'sequence': 'additional', 'affiliation': [{'name': 'Universidade Federal do Maranhão,  Brasil'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0003-4057-7907', 'given': 'Thiago Teixeira', 'family': 'Mendes', 'sequence': 'additional', 'affiliation': [{'name': 'Universidade Federal do Maranhão,  Brasil'}], 'authenticated-orcid': False}]",2022-06-28T17:01:20.056180,https://www.scielo.br/j/motriz/a/fF9yy34ZWgJNLR6Bkd94cmb/?lang=en&format=pdf,https://www.scielo.br/j/motriz/a/fF9yy34ZWgJNLR6Bkd94cmb/?lang=en&format=pdf,https://doi.org/10.1590/s1980-65742021021520,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2021-01-01,2022-06-28T17:01:20.056180,https://www.scielo.br/j/motriz/a/fF9yy34ZWgJNLR6Bkd94cmb/?lang=en&format=pdf,https://www.scielo.br/j/motriz/a/fF9yy34ZWgJNLR6Bkd94cmb/?lang=en&format=pdf,https://doi.org/10.1590/s1980-65742021021520,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2021-01-01,,
10.1590/s1980-65742020000400089,https://doi.org/10.1590/s1980-65742020000400089,The intensities of various forms of physical activity in physical education programs offered by universities for female students,journal-article,False,2020-01-01,2020,Motriz: Revista de Educação Física,1980-6574,1415-9805,True,True,FapUNIFESP (SciELO),True,gold,True,"[{'updated': '2022-06-28T17:01:22.787608', 'url': 'http://www.scielo.br/pdf/motriz/v26n4/1980-6574-motriz-26-04-e008920.pdf', 'url_for_pdf': 'http://www.scielo.br/pdf/motriz/v26n4/1980-6574-motriz-26-04-e008920.pdf', 'url_for_landing_page': 'https://doi.org/10.1590/s1980-65742020000400089', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2020-01-01'}, {'updated': '2022-04-13T21:52:52.463677', 'url': 'https://pure.coventry.ac.uk/ws/files/39959743/Binder2.pdf', 'url_for_pdf': 'https://pure.coventry.ac.uk/ws/files/39959743/Binder2.pdf', 'url_for_landing_page': 'https://pureportal.coventry.ac.uk/en/publications/the-intensities-of-various-forms-of-physical-activity-in-physical-education-programs-offered-by-universities-for-female-students(78a69ead-e575-41be-8da0-96ce9f32f307).html', 'evidence': 'oa repository (via OAI-PMH doi match)', 'license': 'cc-by', 'version': 'submittedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': 'oai:pure.atira.dk:publications/78a69ead-e575-41be-8da0-96ce9f32f307', 'endpoint_id': 'b016e2424db52f0f336', 'repository_institution': 'Coventry University - Pure', 'oa_date': '2022-01-04'}]",[],2022-04-20T19:47:26.005647,2,"[{'ORCID': 'http://orcid.org/0000-0002-1492-252X', 'given': 'Robert', 'family': 'Podstawski', 'sequence': 'first', 'affiliation': [{'name': 'University of Warmia and Mazury in Olsztyn,  Poland'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-4636-0373', 'given': 'Marta A.', 'family': 'Żurawik', 'sequence': 'additional', 'affiliation': [{'name': 'Independent Researcher,  UK'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-6610-4617', 'given': 'Cain C. T.', 'family': 'Clark', 'sequence': 'additional', 'affiliation': [{'name': 'Coventry University,  United Kingdom'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0003-0213-2237', 'given': 'Ferenc', 'family': 'Ihasz', 'sequence': 'additional', 'affiliation': [{'name': 'Eötvös Lóránd University,  Hungary'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0003-2161-5971', 'given': 'Piotr', 'family': 'Żurek', 'sequence': 'additional', 'affiliation': [{'name': 'Poznan University of Physical Education,  Poland'}], 'authenticated-orcid': False}]",2022-06-28T17:01:22.787608,http://www.scielo.br/pdf/motriz/v26n4/1980-6574-motriz-26-04-e008920.pdf,http://www.scielo.br/pdf/motriz/v26n4/1980-6574-motriz-26-04-e008920.pdf,https://doi.org/10.1590/s1980-65742020000400089,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2020-01-01,2022-06-28T17:01:22.787608,http://www.scielo.br/pdf/motriz/v26n4/1980-6574-motriz-26-04-e008920.pdf,http://www.scielo.br/pdf/motriz/v26n4/1980-6574-motriz-26-04-e008920.pdf,https://doi.org/10.1590/s1980-65742020000400089,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2020-01-01,,
10.1111/sms.13377,https://doi.org/10.1111/sms.13377,Aging‐related changes in the relationship between the physical self‐concept and the physical fitness in elderly individuals,journal-article,False,2019-04-01,2019,Scandinavian Journal of Medicine & Science in Sports,"0905-7188,1600-0838",0905-7188,False,False,Wiley,True,hybrid,True,"[{'updated': '2022-06-28T17:01:25.426278', 'url': 'https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/sms.13377', 'url_for_pdf': 'https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/sms.13377', 'url_for_landing_page': 'https://doi.org/10.1111/sms.13377', 'evidence': 'open (via crossref license)', 'license': 'cc-by', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2019-04-29'}, {'updated': '2022-01-27T11:02:52.317035', 'url': 'https://europepmc.org/articles/pmc6850752?pdf=render', 'url_for_pdf': 'https://europepmc.org/articles/pmc6850752?pdf=render', 'url_for_landing_page': 'https://europepmc.org/articles/pmc6850752', 'evidence': 'oa repository (via OAI-PMH doi match)', 'license': 'cc-by', 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': 'oai:europepmc.org:7uqKDbPuLBKqSZYWRfdj', 'endpoint_id': 'b5e840539009389b1a6', 'repository_institution': 'PubMed Central - Europe PMC', 'oa_date': None}, {'updated': '2022-06-28T17:01:25.426399', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6850752', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6850752', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2021-11-26T05:50:12.644183,2,"[{'ORCID': 'http://orcid.org/0000-0002-3078-5326', 'given': 'Günter', 'family': 'Amesberger', 'sequence': 'first', 'affiliation': [{'name': 'Department of Sport Science and Kinesiology University of Salzburg  Hallein Austria'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0003-2736-2004', 'given': 'Thomas', 'family': 'Finkenzeller', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sport Science and Kinesiology University of Salzburg  Hallein Austria'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0003-3857-2584', 'given': 'Erich', 'family': 'Müller', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sport Science and Kinesiology University of Salzburg  Hallein Austria'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-6524-1724', 'given': 'Sabine', 'family': 'Würth', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sport Science and Kinesiology University of Salzburg  Hallein Austria'}], 'authenticated-orcid': False}]",2022-06-28T17:01:25.426278,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/sms.13377,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/sms.13377,https://doi.org/10.1111/sms.13377,open (via crossref license),cc-by,publishedVersion,publisher,True,,,,2019-04-29,2022-06-28T17:01:25.426278,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/sms.13377,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/sms.13377,https://doi.org/10.1111/sms.13377,open (via crossref license),cc-by,publishedVersion,publisher,True,,,,2019-04-29,,
10.1111/sms.12612,https://doi.org/10.1111/sms.12612,Mitochondrial coupling and capacity of oxidative phosphorylation in skeletal muscle of Inuit and Caucasians in the arctic winter,journal-article,False,2015-11-19,2015,Scandinavian Journal of Medicine & Science in Sports,0905-7188,0905-7188,False,False,Wiley,True,bronze,True,"[{'updated': '2020-01-02T04:50:27.603302', 'url': 'https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/sms.12612', 'url_for_pdf': 'https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/sms.12612', 'url_for_landing_page': 'https://doi.org/10.1111/sms.12612', 'evidence': 'open (via free article)', 'license': None, 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}, {'updated': '2022-06-07T12:06:38.907707', 'url': 'https://cris.maastrichtuniversity.nl/ws/files/73055894/schrauwen_2015_mitochondrial_coupling_and_capacity.pdf', 'url_for_pdf': 'https://cris.maastrichtuniversity.nl/ws/files/73055894/schrauwen_2015_mitochondrial_coupling_and_capacity.pdf', 'url_for_landing_page': 'https://cris.maastrichtuniversity.nl/ws/files/73055894/schrauwen_2015_mitochondrial_coupling_and_capacity.pdf', 'evidence': 'oa repository (via OAI-PMH doi match)', 'license': None, 'version': 'submittedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': 'oai:cris.maastrichtuniversity.nl:publications/e3fd53dd-f678-42b4-bf0f-c1583eed863d', 'endpoint_id': 'rrybpy6yejulhft48msv', 'repository_institution': 'Maastricht University - Research Publications', 'oa_date': '2021-09-29'}]",[],2022-06-08T13:24:18.413241,2,"[{'given': 'E.', 'family': 'Gnaiger', 'sequence': 'first', 'affiliation': [{'name': 'Department of Visceral, Transplant and Thoracic Surgery; D. Swarovski Research Laboratory; Medical University of Innsbruck; Innsbruck Austria'}]}, {'given': 'R.', 'family': 'Boushel', 'sequence': 'additional', 'affiliation': [{'name': 'The Copenhagen Muscle Research Centre; Copenhagen Denmark'}, {'name': 'School of Kinesiology; University of British Columbia; Vancouver BC Canada'}]}, {'given': 'H.', 'family': 'Søndergaard', 'sequence': 'additional', 'affiliation': [{'name': 'The Copenhagen Muscle Research Centre; Copenhagen Denmark'}]}, {'given': 'T.', 'family': 'Munch-Andersen', 'sequence': 'additional', 'affiliation': [{'name': 'The Copenhagen Muscle Research Centre; Copenhagen Denmark'}]}, {'given': 'R.', 'family': 'Damsgaard', 'sequence': 'additional', 'affiliation': [{'name': 'The Copenhagen Muscle Research Centre; Copenhagen Denmark'}]}, {'given': 'C.', 'family': 'Hagen', 'sequence': 'additional', 'affiliation': [{'name': 'National Serum Institute; Copenhagen Denmark'}]}, {'given': 'C.', 'family': 'Díez-Sánchez', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Biochemistry and Molecular and Cell Biology; University of Zaragoza; Zaragoza Spain'}]}, {'given': 'I.', 'family': 'Ara', 'sequence': 'additional', 'affiliation': [{'name': 'GENUD Toledo Research Group; University of Castilla-La Mancha; Toledo Spain'}]}, {'given': 'C.', 'family': 'Wright-Paradis', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Exercise Science; Concordia University; Montreal QC Canada'}]}, {'given': 'P.', 'family': 'Schrauwen', 'sequence': 'additional', 'affiliation': [{'name': 'NUTRIM - School for Nutrition, Toxicology and Metabolism; Department of Human Biology; Maastricht University Medical Center; Maastricht The Netherlands'}]}, {'given': 'M.', 'family': 'Hesselink', 'sequence': 'additional', 'affiliation': [{'name': 'NUTRIM - School for Nutrition, Toxicology and Metabolism; Department of Human Biology; Maastricht University Medical Center; Maastricht The Netherlands'}]}, {'given': 'J. A. L.', 'family': 'Calbet', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Physical Education; Research Institute of Biomedical and Health Sciences (IUIBS); University of Las Palmas de Gran Canaria; Las Palmas Spain'}]}, {'given': 'M.', 'family': 'Christiansen', 'sequence': 'additional', 'affiliation': [{'name': 'National Serum Institute; Copenhagen Denmark'}]}, {'given': 'J. W.', 'family': 'Helge', 'sequence': 'additional', 'affiliation': [{'name': 'The Copenhagen Muscle Research Centre; Copenhagen Denmark'}, {'name': 'X-Lab; Department of Biomedical Sciences; University of Copenhagen; Copenhagen Denmark'}]}, {'given': 'B.', 'family': 'Saltin', 'sequence': 'additional', 'affiliation': [{'name': 'The Copenhagen Muscle Research Centre; Copenhagen Denmark'}]}]",2020-01-02T04:50:27.603302,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/sms.12612,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/sms.12612,https://doi.org/10.1111/sms.12612,open (via free article),,publishedVersion,publisher,True,,,,,2022-06-07T12:06:38.907707,https://cris.maastrichtuniversity.nl/ws/files/73055894/schrauwen_2015_mitochondrial_coupling_and_capacity.pdf,https://cris.maastrichtuniversity.nl/ws/files/73055894/schrauwen_2015_mitochondrial_coupling_and_capacity.pdf,https://cris.maastrichtuniversity.nl/ws/files/73055894/schrauwen_2015_mitochondrial_coupling_and_capacity.pdf,oa repository (via OAI-PMH doi match),,submittedVersion,repository,False,oai:cris.maastrichtuniversity.nl:publications/e3fd53dd-f678-42b4-bf0f-c1583eed863d,rrybpy6yejulhft48msv,Maastricht University - Research Publications,2021-09-29,,
10.1111/sms.12475,https://doi.org/10.1111/sms.12475,Alpine Skiing With total knee ArthroPlasty (ASWAP): effects on strength and cardiorespiratory fitness,journal-article,False,2015-06-17,2015,Scandinavian Journal of Medicine & Science in Sports,0905-7188,0905-7188,False,False,Wiley,False,closed,False,[],[],2021-01-14T01:00:04.340890,2,"[{'given': 'B.', 'family': 'Pötzelsberger', 'sequence': 'first', 'affiliation': [{'name': 'Department of Sport Science and Kinesiology; University of Salzburg; Salzburg Austria'}]}, {'given': 'T.', 'family': 'Stöggl', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sport Science and Kinesiology; University of Salzburg; Salzburg Austria'}, {'name': 'Swedish Winter Sports Research Centre; Department of Health Sciences; Mid Sweden University; Östersund Sweden'}]}, {'given': 'S. J.', 'family': 'Lindinger', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sport Science and Kinesiology; University of Salzburg; Salzburg Austria'}]}, {'given': 'J.', 'family': 'Dirnberger', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sport Science and Kinesiology; University of Salzburg; Salzburg Austria'}]}, {'given': 'M.', 'family': 'Stadlmann', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sport Science and Kinesiology; University of Salzburg; Salzburg Austria'}]}, {'given': 'M.', 'family': 'Buchecker', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sport Science and Kinesiology; University of Salzburg; Salzburg Austria'}]}, {'given': 'T.', 'family': 'Hofstaedter', 'sequence': 'additional', 'affiliation': [{'name': 'Paracelsus Medical University Salzburg; Orthopaedic Clinic; Salzburg Austria'}]}, {'given': 'K.', 'family': 'Gordon', 'sequence': 'additional', 'affiliation': [{'name': 'Paracelsus Medical University Salzburg; Orthopaedic Clinic; Salzburg Austria'}]}, {'given': 'E.', 'family': 'Müller', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sport Science and Kinesiology; University of Salzburg; Salzburg Austria'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1113/jphysiol.2010.204487,https://doi.org/10.1113/jphysiol.2010.204487,Human skeletal muscle glycogen utilization in exhaustive exercise: role of subcellular localization and fibre type,journal-article,False,2011-06-01,2011,The Journal of Physiology,0022-3751,0022-3751,False,False,Wiley,True,green,True,"[{'updated': '2022-06-28T17:01:34.284698', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3112561', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3112561', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2021-01-15T10:17:12.699145,2,"[{'given': 'Joachim', 'family': 'Nielsen', 'sequence': 'first'}, {'given': 'Hans-Christer', 'family': 'Holmberg', 'sequence': 'additional'}, {'given': 'Henrik D.', 'family': 'Schrøder', 'sequence': 'additional'}, {'given': 'Bengt', 'family': 'Saltin', 'sequence': 'additional'}, {'given': 'Niels', 'family': 'Ørtenblad', 'sequence': 'additional'}]",2022-06-28T17:01:34.284698,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3112561,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3112561,oa repository (via pmcid lookup),,publishedVersion,repository,True,,,,,2022-06-28T17:01:34.284698,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3112561,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3112561,oa repository (via pmcid lookup),,publishedVersion,repository,True,,,,,,
10.1097/gme.0b013e31819c0924,https://doi.org/10.1097/gme.0b013e31819c0924,"Changes in level of V˙O2max, blood lipids, and waist circumference in the response to moderate endurance training as a function of ovarian aging",journal-article,False,2009-09-01,2009,Menopause,1072-3714,1072-3714,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,[],[],2021-01-19T04:21:11.611564,2,"[{'given': 'Wojciech', 'family': 'Hagner', 'sequence': 'first'}, {'given': 'Magdalena', 'family': 'Hagner-Derengowska', 'sequence': 'additional'}, {'given': 'Magdalena', 'family': 'Wiacek', 'sequence': 'additional'}, {'given': 'Igor Z.', 'family': 'Zubrzycki', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1519/jsc.0b013e3181aa1d9f,https://doi.org/10.1519/jsc.0b013e3181aa1d9f,Comparison of Physical Characteristics and Performance Among Elite Snowboarders,journal-article,False,2009-08-01,2009,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,[],[],2021-01-18T19:31:36.777811,2,"[{'given': 'Hans-Peter', 'family': 'Platzer', 'sequence': 'first'}, {'given': 'Christian', 'family': 'Raschner', 'sequence': 'additional'}, {'given': 'Carson', 'family': 'Patterson', 'sequence': 'additional'}, {'given': 'Sandra', 'family': 'Lembert', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/s10517-009-0509-z,https://doi.org/10.1007/s10517-009-0509-z,Short-Term Highly Intense Physiological Stress Causes an Increase in the Expression of Heat Shock Protein in Human Leukocytes,journal-article,False,2009-03-01,2009,Bulletin of Experimental Biology and Medicine,"0007-4888,1573-8221",0007-4888,False,False,Springer Science and Business Media LLC,False,closed,False,[],[],2021-01-17T18:34:04.934191,2,"[{'given': 'D. A.', 'family': 'Sakharov', 'sequence': 'first'}, {'given': 'A. V.', 'family': 'Stepanov', 'sequence': 'additional'}, {'given': 'M. Yu.', 'family': 'Shkurnikov', 'sequence': 'additional'}, {'given': 'A. G.', 'family': 'Tonevitskii', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1111/j.1365-201x.2005.01475.x,https://doi.org/10.1111/j.1365-201x.2005.01475.x,Exhaled nitric oxide during normoxic and hypoxic exercise in endurance athletes,journal-article,False,2005-10-01,2005,Acta Physiologica Scandinavica,"0001-6772,1365-201X",0001-6772,False,False,Wiley,False,closed,False,[],[],2021-01-18T12:54:41.671734,2,"[{'given': 'S.', 'family': 'Verges', 'sequence': 'first'}, {'given': 'P.', 'family': 'Flore', 'sequence': 'additional'}, {'given': 'A.', 'family': 'Favre-Juvin', 'sequence': 'additional'}, {'given': 'P.', 'family': 'Levy', 'sequence': 'additional'}, {'given': 'B.', 'family': 'Wuyam', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1249/00005768-199509000-00015,https://doi.org/10.1249/00005768-199509000-00015,Evaluation of the Cosmed K2 telemetry system during exercise at moderate altitude,journal-article,False,1995-09-01,1995,Medicine & Science in Sports & Exercise,0195-9131,0195-9131,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,[],[],2021-01-18T02:33:32.656362,2,"[{'given': 'ANDR??-XAVIER', 'family': 'BIGARD', 'sequence': 'first'}, {'given': 'CHARLES-YANNICK', 'family': 'GUEZENNEC', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1111/j.1748-1716.1992.tb09421.x,https://doi.org/10.1111/j.1748-1716.1992.tb09421.x,Training effects on concentrations of immunoreactive superoxide dismutase iso-enzymes in human plasma,journal-article,False,1992-10-01,1992,Acta Physiologica Scandinavica,"0001-6772,1365-201X",0001-6772,False,False,Wiley,False,closed,False,[],[],2021-01-12T21:59:26.812066,2,"[{'given': 'H.', 'family': 'OHNO', 'sequence': 'first'}, {'given': 'H.', 'family': 'YAMASHITA', 'sequence': 'additional'}, {'given': 'T.', 'family': 'OOKAWARA', 'sequence': 'additional'}, {'given': 'D.', 'family': 'SAITOH', 'sequence': 'additional'}, {'given': 'K.', 'family': 'WAKABAYASHI', 'sequence': 'additional'}, {'given': 'N.', 'family': 'TANIGUCHI', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/00140138908966926,https://doi.org/10.1080/00140138908966926,Aerobic metabolic requirements of simulated cross-country skiing,journal-article,False,1989-12-01,1989,Ergonomics,"0014-0139,1366-5847",0014-0139,False,False,Informa UK Limited,False,closed,False,[],[],2021-01-18T04:28:46.813204,2,"[{'given': 'FREDRIC L.', 'family': 'GOSS', 'sequence': 'first'}, {'given': 'ROBERT J.', 'family': 'ROBERTSON', 'sequence': 'additional'}, {'given': 'ROBERT J.', 'family': 'SPINA', 'sequence': 'additional'}, {'given': 'THOMAS E.', 'family': 'AUBLE', 'sequence': 'additional'}, {'given': 'DEBRA A.', 'family': 'CASSINELLI', 'sequence': 'additional'}, {'given': 'RICHARD M.', 'family': 'SILBERMAN', 'sequence': 'additional'}, {'given': 'ROBERT W.', 'family': 'GALBREATH', 'sequence': 'additional'}, {'given': 'ELLEN L.', 'family': 'GLICKMAN', 'sequence': 'additional'}, {'given': 'KENNETH F.', 'family': 'METZ', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/0002-8703(89)90803-x,https://doi.org/10.1016/0002-8703(89)90803-x,Oxygen uptake and heart rate during cross-country skiing and track walking after myocardial infarction,journal-article,False,1989-02-01,1989,American Heart Journal,0002-8703,0002-8703,False,False,Elsevier BV,False,closed,False,[],[],2021-01-19T15:04:40.447337,2,"[{'given': 'Neil B', 'family': 'Oldridge', 'sequence': 'first'}, {'given': 'Colleen', 'family': 'Connolly', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
