doi,CR_status_code,publisher_status_code,error,doi_suffix,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date
10.1111/anae.12329,200,500.0,,anae.12329,https://doi.org/10.1111/anae.12329,The association of the distance walked in 6 min with pre-operative peak oxygen consumption and complications 1 month after colorectal resection,journal-article,False,6/21/13,2013.0,Anaesthesia,0003-2409,0003-2409,False,False,Wiley,False,closed,False,,,[],[],2021-05-27T22:49:35.075219,2,"[{'given': 'L.', 'family': 'Lee', 'sequence': 'first', 'affiliation': [{'name': 'Steinberg-Bernstein Centre for Minimally-Invasive Surgery and Innovation; Department of Surgery; McGill University Health Centre; Montreal; Quebec; Canada'}]}, {'given': 'K.', 'family': 'Schwartzman', 'sequence': 'additional', 'affiliation': [{'name': 'Respiratory Epidemiology and Clinical Research Unit, and Respiratory Division; McGill University; Montreal; Quebec; Canada'}]}, {'given': 'F.', 'family': 'Carli', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Anaesthesia; McGill University Health Centre; Montreal; Quebec; Canada'}]}, {'given': 'G. S.', 'family': 'Zavorsky', 'sequence': 'additional', 'affiliation': [{'name': 'Human Physiology Laboratory; Marywood University; Scranton; Pennsylvania; USA'}]}, {'given': 'C.', 'family': 'Li', 'sequence': 'additional', 'affiliation': [{'name': 'Steinberg-Bernstein Centre for Minimally-Invasive Surgery and Innovation; Department of Surgery; McGill University Health Centre; Montreal; Quebec; Canada'}]}, {'given': 'P.', 'family': 'Charlebois', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Surgery; McGill University Health Centre; Montreal; Quebec; Canada'}]}, {'given': 'B.', 'family': 'Stein', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Surgery; McGill University Health Centre; Montreal; Quebec; Canada'}]}, {'given': 'A. S.', 'family': 'Liberman', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Surgery; McGill University Health Centre; Montreal; Quebec; Canada'}]}, {'given': 'G. M.', 'family': 'Fried', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Surgery; McGill University Health Centre; Montreal; Quebec; Canada'}]}, {'given': 'L. S.', 'family': 'Feldman', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Surgery; McGill University Health Centre; Montreal; Quebec; Canada'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1111/cpf.12043,200,500.0,,cpf.12043,https://doi.org/10.1111/cpf.12043,Forearm-finger skin temperature gradient as an index of cutaneous perfusion during steady-state exercise,journal-article,False,4/22/13,2013.0,Clinical Physiology and Functional Imaging,1475-0961,1475-0961,False,False,Wiley,False,closed,False,,,[],[],2021-01-16T04:50:18.824081,2,"[{'given': 'Michail E.', 'family': 'Keramidas', 'sequence': 'first', 'affiliation': [{'name': 'Department of Environmental Physiology; School of Technology and Health; Royal Institute of Technology; Stockholm; Sweden'}]}, {'given': 'Nickos D.', 'family': 'Geladas', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sport Medicine and Biology of Physical Activity; Faculty of Physical Education and Sport Science; National and Kapodistrian University of Athens; Daphne; Greece'}]}, {'given': 'Igor B.', 'family': 'Mekjavic', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Automation, Biocybernetics and Robotics; Jozef Stefan Institute; Ljubljana; Slovenia'}]}, {'given': 'Stylianos N.', 'family': 'Kounalakis', 'sequence': 'additional', 'affiliation': [{'name': 'Human Performance-Rehabilitation Laboratory; Faculty of Physical and Cultural Education; Evelpidon Hellenic Military University; Vari; Greece'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1111/cpf.12030,200,500.0,,cpf.12030,https://doi.org/10.1111/cpf.12030,The associations between peak O2consumption and leptin in 10- to 12-year-old boys,journal-article,False,4/3/13,2013.0,Clinical Physiology and Functional Imaging,1475-0961,1475-0961,False,False,Wiley,False,closed,False,,,[],[],2021-01-16T09:49:36.211173,2,"[{'given': 'Antonio', 'family': 'Cicchella', 'sequence': 'first', 'affiliation': [{'name': 'Department of Sciences for Quality of Life; University of Bologna; Rimini; Italy'}]}, {'given': 'Claudio', 'family': 'Stefanelli', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sciences for Quality of Life; University of Bologna; Rimini; Italy'}]}, {'given': 'Priit', 'family': 'Purge', 'sequence': 'additional', 'affiliation': [{'name': 'Faculty of Exercise and Sport Sciences; University of Tartu; Tartu; Estonia'}]}, {'given': 'Evelin', 'family': 'Lätt', 'sequence': 'additional', 'affiliation': [{'name': 'Faculty of Exercise and Sport Sciences; University of Tartu; Tartu; Estonia'}]}, {'given': 'Meeli', 'family': 'Saar', 'sequence': 'additional', 'affiliation': [{'name': 'Faculty of Exercise and Sport Sciences; University of Tartu; Tartu; Estonia'}]}, {'given': 'Toivo', 'family': 'Jürimäe', 'sequence': 'additional', 'affiliation': [{'name': 'Faculty of Exercise and Sport Sciences; University of Tartu; Tartu; Estonia'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1111/sms.12081,200,500.0,,sms.12081,https://doi.org/10.1111/sms.12081,Phosphocreatine resynthesis during recovery in different muscles of the exercising leg by31P-MRS,journal-article,False,5/13/13,2013.0,Scandinavian Journal of Medicine & Science in Sports,0905-7188,0905-7188,False,False,Wiley,False,closed,False,,,[],[],2021-01-17T14:43:26.209591,2,"[{'given': 'T.', 'family': 'Yoshida', 'sequence': 'first', 'affiliation': [{'name': 'Department of Regulatory Physiology; Graduate School of Medicine; Osaka University; Osaka; Japan'}]}, {'given': 'D.', 'family': 'Abe', 'sequence': 'additional', 'affiliation': [{'name': 'Biodynamics Laboratory; Center for Health and Sports Sciences; Kyushu Sangyo University; Fukuoka; Japan'}]}, {'given': 'Y.', 'family': 'Fukuoka', 'sequence': 'additional', 'affiliation': [{'name': 'Faculty of Health and Sports Science; Doshisha University; Kyotanabe; Japan'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1002/14651858.cd009607.pub2,200,,list index out of range,14651858.cd009607.pub2,https://doi.org/10.1002/14651858.cd009607.pub2,Swimming training for asthma in children and adolescents aged 18 years and under,journal-article,False,4/30/13,2013.0,Cochrane Database of Systematic Reviews,1465-1858,1464-780X,False,False,Wiley,False,closed,False,,,[],[],2021-01-16T10:06:02.309564,2,"[{'given': 'Sean', 'family': 'Beggs', 'sequence': 'first', 'affiliation': [{'name': 'Royal Hobart Hospital; Department of Paediatrics; 48 Liverpool Street Hobart Tasmania Australia 7000'}]}, {'given': 'Yi Chao', 'family': 'Foong', 'sequence': 'additional', 'affiliation': [{'name': 'University of Tasmania; School of Medicine; Hobart Tasmania Australia 7000'}]}, {'given': 'Hong Cecilia T', 'family': 'Le', 'sequence': 'additional', 'affiliation': [{'name': 'University of Tasmania; School of Medicine; Hobart Tasmania Australia 7000'}]}, {'given': 'Danial', 'family': 'Noor', 'sequence': 'additional', 'affiliation': [{'name': 'University of Tasmania; School of Medicine; Hobart Tasmania Australia 7000'}]}, {'given': 'Richard', 'family': 'Wood-Baker', 'sequence': 'additional', 'affiliation': [{'name': 'University of Tasmania; Tasmanian School of Medicine; Private Bag 34 Hobart Tasmania Australia 7001'}]}, {'given': 'Julia AE', 'family': 'Walters', 'sequence': 'additional', 'affiliation': [{'name': 'University of Tasmania; School of Medicine; Hobart Tasmania Australia 7000'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1111/resp.12100,200,500.0,,resp.12100,https://doi.org/10.1111/resp.12100,"Respiratory muscle training extends exercise tolerance without concomitant change to peak oxygen uptake: Physiological, performance and perceptual responses derived from the same incremental exercise test",journal-article,False,7/25/13,2013.0,Respirology,1323-7799,1323-7799,False,False,Wiley,False,closed,False,,,[],[],2021-01-17T11:24:22.195997,2,"[{'given': 'A. M.', 'family': 'Edwards', 'sequence': 'first', 'affiliation': [{'name': 'Institute of Sport and Exercise Science; James Cook University; Cairns; Queensland; Australia'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1002/mus.23846,200,500.0,,mus.23846,https://doi.org/10.1002/mus.23846,Creatine kinase response to high-intensity aerobic exercise in adult-onset muscular dystrophy,journal-article,False,4/21/13,2013.0,Muscle & Nerve,0148-639X,0148-639X,False,False,Wiley,False,closed,False,,,[],[],2021-01-14T14:33:09.103707,2,"[{'given': 'Søren P.', 'family': 'Andersen', 'sequence': 'first', 'affiliation': [{'name': 'Neuromuscular Research Unit, Department of Neurology, Rigshospitalet; University of Copenhagen; Blegdamsvej 9, DK-2100 Copenhagen Denmark'}]}, {'given': 'Marie-Louise', 'family': 'Sveen', 'sequence': 'additional', 'affiliation': [{'name': 'Neuromuscular Research Unit, Department of Neurology, Rigshospitalet; University of Copenhagen; Blegdamsvej 9, DK-2100 Copenhagen Denmark'}]}, {'given': 'Regitze S.', 'family': 'Hansen', 'sequence': 'additional', 'affiliation': [{'name': 'Neuromuscular Research Unit, Department of Neurology, Rigshospitalet; University of Copenhagen; Blegdamsvej 9, DK-2100 Copenhagen Denmark'}]}, {'given': 'Karen L.', 'family': 'Madsen', 'sequence': 'additional', 'affiliation': [{'name': 'Neuromuscular Research Unit, Department of Neurology, Rigshospitalet; University of Copenhagen; Blegdamsvej 9, DK-2100 Copenhagen Denmark'}]}, {'given': 'Jonas B.', 'family': 'Hansen', 'sequence': 'additional', 'affiliation': [{'name': 'Neuromuscular Research Unit, Department of Neurology, Rigshospitalet; University of Copenhagen; Blegdamsvej 9, DK-2100 Copenhagen Denmark'}]}, {'given': 'Mads', 'family': 'Madsen', 'sequence': 'additional', 'affiliation': [{'name': 'Neuromuscular Research Unit, Department of Neurology, Rigshospitalet; University of Copenhagen; Blegdamsvej 9, DK-2100 Copenhagen Denmark'}]}, {'given': 'John', 'family': 'Vissing', 'sequence': 'additional', 'affiliation': [{'name': 'Neuromuscular Research Unit, Department of Neurology, Rigshospitalet; University of Copenhagen; Blegdamsvej 9, DK-2100 Copenhagen Denmark'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1111/sms.12067,200,500.0,,sms.12067,https://doi.org/10.1111/sms.12067,Peak oxygen uptake and regional oxygenation in response to a 10-day confinement to normobaric hypoxia,journal-article,False,3/15/13,2013.0,Scandinavian Journal of Medicine & Science in Sports,0905-7188,0905-7188,False,False,Wiley,False,closed,False,,,[],[],2021-01-19T14:56:50.267350,2,"[{'given': 'S. N.', 'family': 'Kounalakis', 'sequence': 'first', 'affiliation': [{'name': 'Department of Automation, Biocybernetics and Robotics; Jozef Stefan Institute; Ljubljana; Slovenia'}]}, {'given': 'M. E.', 'family': 'Keramidas', 'sequence': 'additional'}, {'given': 'O.', 'family': 'Eiken', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Environmental Physiology; School of Technology and Health; Royal Institute of Technology; Stockholm; Sweden'}]}, {'given': 'P.', 'family': 'Jaki Mekjavic', 'sequence': 'additional', 'affiliation': [{'name': 'Eye Hospital; University Clinical Centre Ljubljana; Ljubljana; Slovenia'}]}, {'given': 'I. B.', 'family': 'Mekjavic', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Automation, Biocybernetics and Robotics; Jozef Stefan Institute; Ljubljana; Slovenia'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1111/apha.12095,200,500.0,,apha.12095,https://doi.org/10.1111/apha.12095,Transient impairments in single muscle fibre contractile function after prolonged cycling in elite endurance athletes,journal-article,False,4/6/13,2013.0,Acta Physiologica,1748-1708,1748-1708,False,False,Wiley,False,closed,False,,,[],[],2021-01-17T14:00:54.968594,2,"[{'given': 'L. G.', 'family': 'Hvid', 'sequence': 'first', 'affiliation': [{'name': 'Institute of Sports Science and Clinical Biomechanics, SDU Muscle Research Cluster (SMRC); Institute of Sports Science and Clinical Biomechanics; University of Southern Denmark; Odense; Denmark'}]}, {'given': 'K.', 'family': 'Gejl', 'sequence': 'additional', 'affiliation': [{'name': 'Institute of Sports Science and Clinical Biomechanics, SDU Muscle Research Cluster (SMRC); Institute of Sports Science and Clinical Biomechanics; University of Southern Denmark; Odense; Denmark'}]}, {'given': 'R. D.', 'family': 'Bech', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Orthopaedic Surgery; Odense University Hospital; Odense; Denmark'}]}, {'given': 'T.', 'family': 'Nygaard', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Orthopaedic Surgery; Rigshospitalet; University of Copenhagen; Copenhagen; Denmark'}]}, {'given': 'K.', 'family': 'Jensen', 'sequence': 'additional', 'affiliation': [{'name': 'Institute of Sports Science and Clinical Biomechanics, SDU Muscle Research Cluster (SMRC); Institute of Sports Science and Clinical Biomechanics; University of Southern Denmark; Odense; Denmark'}]}, {'given': 'U.', 'family': 'Frandsen', 'sequence': 'additional', 'affiliation': [{'name': 'Institute of Sports Science and Clinical Biomechanics, SDU Muscle Research Cluster (SMRC); Institute of Sports Science and Clinical Biomechanics; University of Southern Denmark; Odense; Denmark'}]}, {'given': 'N.', 'family': 'Ørtenblad', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1002/mus.23606,200,500.0,,mus.23606,https://doi.org/10.1002/mus.23606,Neuromuscular and metabolic comparisons between ramp and step incremental cycle ergometer tests,journal-article,False,3/7/13,2013.0,Muscle & Nerve,0148-639X,0148-639X,False,False,Wiley,False,closed,False,,,[],[],2021-01-14T02:15:43.638795,2,"[{'given': 'Jorge M.', 'family': 'Zuniga', 'sequence': 'first', 'affiliation': [{'name': 'Department of Exercise Science; Creighton University; 2500 California Plaza; Omaha; Nebraska 68178; USA'}]}, {'given': 'Terry J.', 'family': 'Housh', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Nutrition and Health Sciences; Human Performance Laboratory; University of Nebraska-Lincoln; Lincoln; Nebraska 68583'}]}, {'given': 'Clayton L.', 'family': 'Camic', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Health and Physical Education; University of Wisconsin-Platteville; Platteville; Wisconsin 53818'}]}, {'given': 'Haley C.', 'family': 'Bergstrom', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Nutrition and Health Sciences; Human Performance Laboratory; University of Nebraska-Lincoln; Lincoln; Nebraska 68583'}]}, {'given': 'Daniel A.', 'family': 'Traylor', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Nutrition and Health Sciences; Human Performance Laboratory; University of Nebraska-Lincoln; Lincoln; Nebraska 68583'}]}, {'given': 'Richard J.', 'family': 'Schmidt', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Nutrition and Health Sciences; Human Performance Laboratory; University of Nebraska-Lincoln; Lincoln; Nebraska 68583'}]}, {'given': 'Glen O.', 'family': 'Johnson', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Nutrition and Health Sciences; Human Performance Laboratory; University of Nebraska-Lincoln; Lincoln; Nebraska 68583'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1111/sms.12057,200,500.0,,sms.12057,https://doi.org/10.1111/sms.12057,Effect of slope and footwear on running economy and kinematics,journal-article,False,2/26/13,2013.0,Scandinavian Journal of Medicine & Science in Sports,0905-7188,0905-7188,False,False,Wiley,False,closed,False,,,[],[],2021-01-13T22:50:34.015059,2,"[{'given': 'T.', 'family': 'Lussiana', 'sequence': 'first', 'affiliation': [{'name': 'Research Unit EA4660; Culture Sport Health Society and Exercise Performance Health Innovation Platform; Franche-Comté University; Besançon; France'}]}, {'given': 'N.', 'family': 'Fabre', 'sequence': 'additional', 'affiliation': [{'name': 'Swedish Winter Sports Research Centre; Department of Health Sciences; Mid Sweden University; Östersund; Sweden'}]}, {'given': 'K.', 'family': 'Hébert-Losier', 'sequence': 'additional', 'affiliation': [{'name': 'Swedish Winter Sports Research Centre; Department of Health Sciences; Mid Sweden University; Östersund; Sweden'}]}, {'given': 'L.', 'family': 'Mourot', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1002/jez.1780,200,500.0,,jez.1780,https://doi.org/10.1002/jez.1780,Swimming Capability and Swimming Behavior of JuvenileAcipenser schrenckii,journal-article,False,1/28/13,2013.0,Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,1932-5223,1932-5223,False,False,Wiley,False,closed,False,,,[],[],2021-01-16T13:20:38.076960,2,"[{'given': 'Lu', 'family': 'Cai', 'sequence': 'first', 'affiliation': [{'name': 'Engineering Research Center of Eco-environment in Three Gorges Reservoir Region; Ministry of Education, China Three Gorges University; Yichang; PR China'}]}, {'given': 'Rachel', 'family': 'Taupier', 'sequence': 'additional', 'affiliation': [{'name': 'School of Natural Sciences and Mathematics; Ferrum College; Ferrum, Virginia'}]}, {'given': 'David', 'family': 'Johnson', 'sequence': 'additional', 'affiliation': [{'name': 'School of Natural Sciences and Mathematics; Ferrum College; Ferrum, Virginia'}]}, {'given': 'Zhiying', 'family': 'Tu', 'sequence': 'additional', 'affiliation': [{'name': 'Engineering Research Center of Eco-environment in Three Gorges Reservoir Region; Ministry of Education, China Three Gorges University; Yichang; PR China'}]}, {'given': 'Guoyong', 'family': 'Liu', 'sequence': 'additional', 'affiliation': [{'name': 'Engineering Research Center of Eco-environment in Three Gorges Reservoir Region; Ministry of Education, China Three Gorges University; Yichang; PR China'}]}, {'given': 'Yingping', 'family': 'Huang', 'sequence': 'additional', 'affiliation': [{'name': 'Engineering Research Center of Eco-environment in Three Gorges Reservoir Region; Ministry of Education, China Three Gorges University; Yichang; PR China'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1111/edt.12026,200,500.0,,edt.12026,https://doi.org/10.1111/edt.12026,Influence of mouthguards on the physical performance of soccer players,journal-article,False,1/10/13,2013.0,Dental Traumatology,1600-4469,1600-4469,False,False,Wiley,False,closed,False,,,[],[],2021-01-17T20:20:18.234178,2,"[{'given': 'Adriana Franco Vieira Rodrigues', 'family': 'Queiróz', 'sequence': 'first', 'affiliation': [{'name': 'São Leopoldo Mandic School of Dentistry and Research Center; Campinas Brazil'}]}, {'given': 'Rui Barbosa', 'family': 'de Brito Jr', 'sequence': 'additional', 'affiliation': [{'name': 'São Leopoldo Mandic School of Dentistry and Research Center; Campinas Brazil'}]}, {'given': 'Juliana Cama', 'family': 'Ramacciato', 'sequence': 'additional', 'affiliation': [{'name': 'São Leopoldo Mandic School of Dentistry and Research Center; Campinas Brazil'}]}, {'given': 'Rogério Heládio Lopes', 'family': 'Motta', 'sequence': 'additional', 'affiliation': [{'name': 'São Leopoldo Mandic School of Dentistry and Research Center; Campinas Brazil'}]}, {'given': 'Flávia Martão', 'family': 'Flório', 'sequence': 'additional', 'affiliation': [{'name': 'São Leopoldo Mandic School of Dentistry and Research Center; Campinas Brazil'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1113/expphysiol.2012.069443,200,500.0,,expphysiol.2012.069443,https://doi.org/10.1113/expphysiol.2012.069443,Training-induced acceleration of O2uptake on-kinetics precedes muscle mitochondrial biogenesis in humans,journal-article,False,1/16/13,2013.0,Experimental Physiology,0958-0670,0958-0670,False,False,Wiley,False,closed,False,,,[],[],2021-01-12T22:40:38.037914,2,"[{'given': 'Jerzy A.', 'family': 'Zoladz', 'sequence': 'first'}, {'given': 'Bruno', 'family': 'Grassi', 'sequence': 'additional'}, {'given': 'Joanna', 'family': 'Majerczak', 'sequence': 'additional'}, {'given': 'Zbigniew', 'family': 'Szkutnik', 'sequence': 'additional'}, {'given': 'Michał', 'family': 'Korostyński', 'sequence': 'additional'}, {'given': 'Janusz', 'family': 'Karasiński', 'sequence': 'additional'}, {'given': 'Wincenty', 'family': 'Kilarski', 'sequence': 'additional'}, {'given': 'Bernard', 'family': 'Korzeniewski', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1002/ppul.22730,200,500.0,,ppul.22730,https://doi.org/10.1002/ppul.22730,Reduced exercise capacity in Greek children with mild to moderate obstructive sleep apnea syndrome,journal-article,False,11/28/12,2012.0,Pediatric Pulmonology,8755-6863,1099-0496,False,False,Wiley,False,closed,False,,,[],[],2021-01-16T10:10:11.225678,2,"[{'given': 'Labrini', 'family': 'Damianidou', 'sequence': 'first', 'affiliation': [{'name': '2nd Pediatric Department; School of Medicine; Aristotle University of Thessaloniki; AHEPA Hospital Thessaloniki Greece'}]}, {'given': 'Maria', 'family': 'Eboriadou', 'sequence': 'additional', 'affiliation': [{'name': '4th Pediatric Department; School of Medicine; Aristotle University of Thessaloniki; Papageorgiou Hospital Thessaloniki Greece'}]}, {'given': 'Andreas', 'family': 'Giannopoulos', 'sequence': 'additional', 'affiliation': [{'name': '2nd Pediatric Department; School of Medicine; Aristotle University of Thessaloniki; AHEPA Hospital Thessaloniki Greece'}]}, {'given': 'Katerina', 'family': 'Haidopoulou', 'sequence': 'additional', 'affiliation': [{'name': '4th Pediatric Department; School of Medicine; Aristotle University of Thessaloniki; Papageorgiou Hospital Thessaloniki Greece'}]}, {'given': 'Konstantinos', 'family': 'Markou', 'sequence': 'additional', 'affiliation': [{'name': '1st Department of Otorhinolaryngology Head and Neck Surgery; School of Medicine; Aristotle University of Thessaloniki; AHEPA Hospital Thessaloniki Greece'}]}, {'given': 'Irini', 'family': 'Tzimou', 'sequence': 'additional', 'affiliation': [{'name': '2nd Pediatric Department; School of Medicine; Aristotle University of Thessaloniki; AHEPA Hospital Thessaloniki Greece'}]}, {'given': 'Fotis', 'family': 'Kirvasilis', 'sequence': 'additional', 'affiliation': [{'name': '3rd Pediatric Department; School of Medicine; Aristotle University of Thessaloniki; Ippokratio Hospital Thessaloniki Greece'}]}, {'given': 'Kalliopi', 'family': 'Kontouli', 'sequence': 'additional', 'affiliation': [{'name': '3rd Pediatric Department; School of Medicine; Aristotle University of Thessaloniki; Ippokratio Hospital Thessaloniki Greece'}]}, {'given': 'Ioannis', 'family': 'Tsanakas', 'sequence': 'additional', 'affiliation': [{'name': '3rd Pediatric Department; School of Medicine; Aristotle University of Thessaloniki; Ippokratio Hospital Thessaloniki Greece'}]}, {'given': 'Fani', 'family': 'Athanassiadou', 'sequence': 'additional', 'affiliation': [{'name': '2nd Pediatric Department; School of Medicine; Aristotle University of Thessaloniki; AHEPA Hospital Thessaloniki Greece'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1111/sms.12004,200,500.0,,sms.12004,https://doi.org/10.1111/sms.12004,Biomechanical determinants of oxygen extraction during cross-country skiing,journal-article,False,10/8/12,2012.0,Scandinavian Journal of Medicine & Science in Sports,0905-7188,0905-7188,False,False,Wiley,False,closed,False,,,[],[],2021-01-15T02:15:26.945533,2,"[{'given': 'T.', 'family': 'Stöggl', 'sequence': 'first'}, {'given': 'G.', 'family': 'Björklund', 'sequence': 'additional', 'affiliation': [{'name': 'Swedish Winter Sports Research Centre; Department of Health Sciences; Mid-Sweden University; Östersund; Sweden'}]}, {'given': 'H.-C.', 'family': 'Holmberg', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1111/sms.12005,200,500.0,,sms.12005,https://doi.org/10.1111/sms.12005,Influence of nitrate supplementation on VO2kinetics and endurance of elite cyclists,journal-article,False,10/1/12,2012.0,Scandinavian Journal of Medicine & Science in Sports,0905-7188,0905-7188,False,False,Wiley,False,closed,False,,,[],[],2021-01-17T06:28:17.262333,2,"[{'given': 'P. M.', 'family': 'Christensen', 'sequence': 'first'}, {'given': 'M.', 'family': 'Nyberg', 'sequence': 'additional', 'affiliation': [{'name': 'Copenhagen Muscle Research Centre; Department of Exercise and Sport Sciences; Section of Human Physiology; University of Copenhagen; Copenhagen; Denmark'}]}, {'given': 'J.', 'family': 'Bangsbo', 'sequence': 'additional', 'affiliation': [{'name': 'Copenhagen Muscle Research Centre; Department of Exercise and Sport Sciences; Section of Human Physiology; University of Copenhagen; Copenhagen; Denmark'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1002/ppul.22646,200,500.0,,ppul.22646,https://doi.org/10.1002/ppul.22646,Exercise testing in children: Comparison in ventilatory thresholds changes with interval-training,journal-article,False,9/19/12,2012.0,Pediatric Pulmonology,8755-6863,1099-0496,False,False,Wiley,False,closed,False,,,[],[],2021-07-07T22:33:38.923135,2,"[{'given': 'Patrick', 'family': 'Mucci', 'sequence': 'first'}, {'given': 'Georges', 'family': 'Baquet', 'sequence': 'additional'}, {'given': 'Cédric', 'family': 'Nourry', 'sequence': 'additional'}, {'given': 'Fabien', 'family': 'Deruelle', 'sequence': 'additional'}, {'given': 'Serge', 'family': 'Berthoin', 'sequence': 'additional'}, {'given': 'Claudine', 'family': 'Fabre', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1113/expphysiol.2012.067967,200,500.0,,expphysiol.2012.067967,https://doi.org/10.1113/expphysiol.2012.067967,Intense intermittent exercise provides weak stimulus for vascular endothelial growth factor secretion and capillary growth in skeletal muscle,journal-article,False,12/6/12,2012.0,Experimental Physiology,0958-0670,0958-0670,False,False,Wiley,False,closed,False,,,[],[],2021-01-16T19:34:28.226234,2,"[{'given': 'B.', 'family': 'Hoier', 'sequence': 'first'}, {'given': 'M.', 'family': 'Passos', 'sequence': 'additional'}, {'given': 'J.', 'family': 'Bangsbo', 'sequence': 'additional'}, {'given': 'Y.', 'family': 'Hellsten', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1111/j.2042-3306.2012.00627.x,200,500.0,,j.2042-3306.2012.00627.x,https://doi.org/10.1111/j.2042-3306.2012.00627.x,The effect of palatal dysfunction on measures of ventilation and gas exchange in Thoroughbred racehorses during high intensity exercise,journal-article,False,9/4/12,2012.0,Equine Veterinary Journal,0425-1644,0425-1644,False,False,Wiley,False,closed,False,,,[],[],2021-01-14T11:13:39.891963,2,"[{'given': 'K.', 'family': 'Allen', 'sequence': 'first'}, {'given': 'S.', 'family': 'Franklin', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1111/j.1600-0838.2012.01448.x,200,500.0,,j.1600-0838.2012.01448.x,https://doi.org/10.1111/j.1600-0838.2012.01448.x,Exercise efficiency of low power output cycling,journal-article,False,3/29/12,2012.0,Scandinavian Journal of Medicine & Science in Sports,0905-7188,0905-7188,False,False,Wiley,False,closed,False,,,[],[],2021-01-19T14:47:38.650270,2,"[{'given': 'M.', 'family': 'Reger', 'sequence': 'first', 'affiliation': [{'name': 'Department of Integrative Physiology; University of Colorado at Boulder; Boulder Colorado USA'}]}, {'given': 'J. E.', 'family': 'Peterman', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Integrative Physiology; University of Colorado at Boulder; Boulder Colorado USA'}]}, {'given': 'R.', 'family': 'Kram', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Integrative Physiology; University of Colorado at Boulder; Boulder Colorado USA'}]}, {'given': 'W. C.', 'family': 'Byrnes', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Integrative Physiology; University of Colorado at Boulder; Boulder Colorado USA'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
