doi_suffix,doi,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date
000012750,10.1159/000012750,https://doi.org/10.1159/000012750,Does Prolonged Exercise Alter Diet-Induced Thermogenesis?,journal-article,False,1/20/99,1999.0,Annals of Nutrition and Metabolism,"0250-6807,1421-9697",0250-6807,False,False,S. Karger AG,False,closed,False,,,[],[],2021-01-17T02:16:33.794038,2,"[{'given': 'Masaharu', 'family': 'Ohnaka'}, {'given': 'Masako', 'family': 'Iwamoto'}, {'given': 'Sadaichi', 'family': 'Sakamoto'}, {'given': 'Yasuharu', 'family': 'Niwa'}, {'given': 'Hideki', 'family': 'Matoba'}, {'given': 'Kimiko', 'family': 'Nakayasu'}, {'given': 'Yutaka', 'family': 'Nakaya'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
jc.83.5.1529,10.1210/jc.83.5.1529,https://doi.org/10.1210/jc.83.5.1529,Energy Requirements and Physical Activity of Older Free-Living African-Americans: A Doubly Labeled Water Study,journal-article,False,5/1/98,1998.0,Journal of Clinical Endocrinology & Metabolism,0021-972X,0021-972X,False,False,The Endocrine Society,False,closed,False,,,[],[],2021-01-15T11:07:38.553997,2,"[{'given': 'R. D.', 'family': 'Starling', 'sequence': 'first'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
diabetes.47.11.1763,10.2337/diabetes.47.11.1763,https://doi.org/10.2337/diabetes.47.11.1763,"Glucose production, utilization, and cycling in response to moderate exercise in obese subjects with type 2 diabetes and mild hyperglycemia",journal-article,False,11/1/98,1998.0,Diabetes,"0012-1797,1939-327X",0012-1797,False,False,American Diabetes Association,False,closed,False,,,[],[],2021-01-15T11:17:55.965503,2,"[{'given': 'A.', 'family': 'Giacca', 'sequence': 'first'}, {'given': 'Y.', 'family': 'Groenewoud', 'sequence': 'additional'}, {'given': 'E.', 'family': 'Tsui', 'sequence': 'additional'}, {'given': 'P.', 'family': 'McClean', 'sequence': 'additional'}, {'given': 'B.', 'family': 'Zinman', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
j092v04n02_04,10.1300/j092v04n02_04,https://doi.org/10.1300/j092v04n02_04,The Physiological Response to Exercise in Chronic Fatigue Syndrome,journal-article,False,1/1/98,1998.0,Journal of Chronic Fatigue Syndrome,"1057-3321,1547-0660",1057-3321,False,False,The Haworth Press,False,closed,False,,,[],[],2021-01-18T14:36:45.790867,2,"[{'given': 'David', 'family': 'Rowbottom', 'sequence': 'first'}, {'given': 'David', 'family': 'Keast', 'sequence': 'additional'}, {'given': 'Zhukov', 'family': 'Pervan', 'sequence': 'additional'}, {'given': 'Alan', 'family': 'Morton', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ajrccm.157.4.9705023,10.1164/ajrccm.157.4.9705023,https://doi.org/10.1164/ajrccm.157.4.9705023,Determinants of Aerobic and Anaerobic Exercise Performance in Cystic Fibrosis,journal-article,False,4/1/98,1998.0,American Journal of Respiratory and Critical Care Medicine,"1073-449X,1535-4970",1073-449X,False,False,American Thoracic Society,False,closed,False,,,[],[],2021-01-16T04:18:02.894926,2,"[{'given': 'ASHISH\u2002R.', 'family': 'SHAH', 'sequence': 'first'}, {'given': 'DAVID', 'family': 'GOZAL', 'sequence': 'additional'}, {'given': 'THOMAS\u2002G.', 'family': 'KEENS', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
cs0940485,10.1042/cs0940485,https://doi.org/10.1042/cs0940485,Abnormal Transoesophageal Doppler Coronary Flow Reserve in Patients with Dilated Cardiomyopathy: Relationship to Exercise Capacity,journal-article,False,5/1/98,1998.0,Clinical Science,"0143-5221,1470-8736",0143-5221,False,False,Portland Press Ltd.,False,closed,False,,,[],[],2021-04-25T12:29:36.699499,2,"[{'given': 'Z.', 'family': 'Chati', 'sequence': 'first', 'affiliation': [{'name': ""Department of Cardiology, Hôpital Jeanne d'Arc, B.P. 303 54201, Nancy, France""}, {'name': ""Centre d'Investigation Clinique (CIC) INSERM-CHU, Hôpital Jeanne d'Arc, B.P. 303 54201, Nancy, France""}]}, {'given': 'J. F.', 'family': 'Bruntz', 'sequence': 'additional', 'affiliation': [{'name': ""Department of Cardiology, Hôpital Jeanne d'Arc, B.P. 303 54201, Nancy, France""}, {'name': ""Centre d'Investigation Clinique (CIC) INSERM-CHU, Hôpital Jeanne d'Arc, B.P. 303 54201, Nancy, France""}]}, {'given': 'G.', 'family': 'Ethévenot', 'sequence': 'additional', 'affiliation': [{'name': ""Department of Cardiology, Hôpital Jeanne d'Arc, B.P. 303 54201, Nancy, France""}, {'name': ""Centre d'Investigation Clinique (CIC) INSERM-CHU, Hôpital Jeanne d'Arc, B.P. 303 54201, Nancy, France""}]}, {'given': 'E.', 'family': 'Aliot', 'sequence': 'additional', 'affiliation': [{'name': ""Department of Cardiology, Hôpital Jeanne d'Arc, B.P. 303 54201, Nancy, France""}, {'name': ""Centre d'Investigation Clinique (CIC) INSERM-CHU, Hôpital Jeanne d'Arc, B.P. 303 54201, Nancy, France""}]}, {'given': 'F.', 'family': 'Zannad', 'sequence': 'additional', 'affiliation': [{'name': ""Department of Cardiology, Hôpital Jeanne d'Arc, B.P. 303 54201, Nancy, France""}, {'name': ""Centre d'Investigation Clinique (CIC) INSERM-CHU, Hôpital Jeanne d'Arc, B.P. 303 54201, Nancy, France""}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ajrccm.157.3.9703055,10.1164/ajrccm.157.3.9703055,https://doi.org/10.1164/ajrccm.157.3.9703055,Comparison of Discriminative Properties among Disease-specific Questionnaires for Measuring Health-related Quality of Life in Patients with Chronic Obstructive Pulmonary Disease,journal-article,False,3/1/98,1998.0,American Journal of Respiratory and Critical Care Medicine,"1073-449X,1535-4970",1073-449X,False,False,American Thoracic Society,False,closed,False,,,[],[],2021-01-17T22:50:50.317035,2,"[{'given': 'TAKASHI', 'family': 'HAJIRO', 'sequence': 'first'}, {'given': 'KOICHI', 'family': 'NISHIMURA', 'sequence': 'additional'}, {'given': 'MITSUHIRO', 'family': 'TSUKINO', 'sequence': 'additional'}, {'given': 'AKIHIKO', 'family': 'IKEDA', 'sequence': 'additional'}, {'given': 'HIROSHI', 'family': 'KOYAMA', 'sequence': 'additional'}, {'given': 'TAKATERU', 'family': 'IZUMI', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ajrccm.157.1.9611092,10.1164/ajrccm.157.1.9611092,https://doi.org/10.1164/ajrccm.157.1.9611092,Breathing by Double-Lung Recipients during Exercise,journal-article,False,1/1/98,1998.0,American Journal of Respiratory and Critical Care Medicine,"1073-449X,1535-4970",1073-449X,False,False,American Thoracic Society,False,closed,False,,,[],[],2021-01-14T02:14:07.868486,2,"[{'given': 'RICCARDO', 'family': 'PELLEGRINO', 'sequence': 'first'}, {'given': 'JOSEPH\u2002R.', 'family': 'RODARTE', 'sequence': 'additional'}, {'given': 'ADAANI\u2002E.', 'family': 'FROST', 'sequence': 'additional'}, {'given': 'MICHAEL\u2002B.', 'family': 'REID', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ajrccm.157.5.9708007,10.1164/ajrccm.157.5.9708007,https://doi.org/10.1164/ajrccm.157.5.9708007,Fixed Maximal Stroke Index in Patients after Pneumonectomy,journal-article,False,5/1/98,1998.0,American Journal of Respiratory and Critical Care Medicine,"1073-449X,1535-4970",1073-449X,False,False,American Thoracic Society,False,closed,False,,,[],[],2021-01-15T11:27:32.438724,2,"[{'given': 'OMAR\u2002M.', 'family': 'HIJAZI', 'sequence': 'first'}, {'given': 'MURUGAPPAN', 'family': 'RAMANATHAN', 'sequence': 'additional'}, {'given': 'AARON\u2002S.', 'family': 'ESTRERA', 'sequence': 'additional'}, {'given': 'RONALD\u2002M.', 'family': 'PESHOCK', 'sequence': 'additional'}, {'given': 'CONNIE\u2002C.\u2002W.', 'family': 'HSIA', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ajrccm.157.5.9708010,10.1164/ajrccm.157.5.9708010,https://doi.org/10.1164/ajrccm.157.5.9708010,General Exercise Training Improves Ventilatory and Peripheral Muscle Strength and Endurance in Chronic Airflow Limitation,journal-article,False,5/1/98,1998.0,American Journal of Respiratory and Critical Care Medicine,"1073-449X,1535-4970",1073-449X,False,False,American Thoracic Society,False,closed,False,,,[],[],2021-01-16T08:26:46.696446,2,"[{'given': 'DENIS\u2002E.', 'family': ""O'DONNELL"", 'sequence': 'first'}, {'given': 'MAUREEN', 'family': 'McGUIRE', 'sequence': 'additional'}, {'given': 'LORELEI', 'family': 'SAMIS', 'sequence': 'additional'}, {'given': 'KATHERINE\u2002A.', 'family': 'WEBB', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ajrccm.158.5.9702086,10.1164/ajrccm.158.5.9702086,https://doi.org/10.1164/ajrccm.158.5.9702086,Ventilatory Mechanics and Gas Exchange during Exercise before and after Lung Volume Reduction Surgery,journal-article,False,11/1/98,1998.0,American Journal of Respiratory and Critical Care Medicine,"1073-449X,1535-4970",1073-449X,False,False,American Thoracic Society,False,closed,False,,,[],[],2021-01-18T11:27:53.222245,2,"[{'given': 'EDDA\u2002M.', 'family': 'TSCHERNKO', 'sequence': 'first'}, {'given': 'EVA\u2002M.', 'family': 'GRUBER', 'sequence': 'additional'}, {'given': 'PETER', 'family': 'JAKSCH', 'sequence': 'additional'}, {'given': 'OLIVER', 'family': 'JANDRASITS', 'sequence': 'additional'}, {'given': 'URSULA', 'family': 'JANTSCH', 'sequence': 'additional'}, {'given': 'THOMAS', 'family': 'BRACK', 'sequence': 'additional'}, {'given': 'HEINZ', 'family': 'LAHRMANN', 'sequence': 'additional'}, {'given': 'WALTER', 'family': 'KLEPETKO', 'sequence': 'additional'}, {'given': 'THEODOR', 'family': 'WANKE', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
jc.82.10.3208,10.1210/jc.82.10.3208,https://doi.org/10.1210/jc.82.10.3208,Regular Exercise and the Age-Related Decline in Resting Metabolic Rate in Women,journal-article,False,10/1/97,1997.0,Journal of Clinical Endocrinology & Metabolism,0021-972X,0021-972X,False,False,The Endocrine Society,False,closed,False,,,[],[],2021-01-15T11:09:22.825469,2,"[{'given': 'R. E.', 'family': 'Van Pelt', 'sequence': 'first'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
jjphysiol.47.465,10.2170/jjphysiol.47.465,https://doi.org/10.2170/jjphysiol.47.465,Comparison of Exhaled Nitric Qxide and Cardiocrespiratory Indices between Nasal and Oral Breathing during Submaximal Exercise in Humans.,journal-article,False,1/1/97,1997.0,The Japanese Journal of Physiology,0021-521X,0021-521X,False,False,Physiological Society of Japan,False,closed,False,,,[],[],2021-01-18T12:49:43.557138,2,"[{'given': 'Yoshifumi', 'family': 'YASUDA', 'sequence': 'first'}, {'given': 'Tomonori', 'family': 'ITOH', 'sequence': 'additional'}, {'given': 'Miharu', 'family': 'MIYAMURA', 'sequence': 'additional'}, {'given': 'Hitoo', 'family': 'NISHINO', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.605423,10.1109/10.605423,https://doi.org/10.1109/10.605423,Multivariate analysis of muscular fatigue during bicycle ergometer exercise,journal-article,False,1/1/97,1997.0,IEEE Transactions on Biomedical Engineering,0018-9294,0018-9294,False,False,Institute of Electrical and Electronics Engineers (IEEE),False,closed,False,,,[],[],2021-01-16T06:26:06.005641,2,"[{'given': 'T.', 'family': 'Kiryu', 'sequence': 'first'}, {'given': 'K.', 'family': 'Takahashi', 'sequence': 'additional'}, {'given': 'K.', 'family': 'Ogawa', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ijsn.7.4.298,10.1123/ijsn.7.4.298,https://doi.org/10.1123/ijsn.7.4.298,Effects of a Low-Dose Amino Acid Supplement on Adaptations to Cycling Training in Untrained Individuals,journal-article,False,12/1/97,1997.0,International Journal of Sport Nutrition,1050-1606,1050-1606,False,False,Human Kinetics,False,closed,False,,,[],[],2021-01-17T21:19:03.151052,2,"[{'given': 'Matthew D.', 'family': 'Vukovich', 'sequence': 'first'}, {'given': 'Rick L.', 'family': 'Sharp', 'sequence': 'additional'}, {'given': 'Lyle D.', 'family': 'Kesl', 'sequence': 'additional'}, {'given': 'Dana L.', 'family': 'Schaulis', 'sequence': 'additional'}, {'given': 'Douglas S.', 'family': 'King', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
jospt.1997.25.5.302,10.2519/jospt.1997.25.5.302,https://doi.org/10.2519/jospt.1997.25.5.302,Cardiorespiratory and Metabolic Responses During Forward and Backward Walking,journal-article,False,5/1/97,1997.0,Journal of Orthopaedic & Sports Physical Therapy,"0190-6011,1938-1344",0190-6011,False,False,Journal of Orthopaedic & Sports Physical Therapy (JOSPT),False,closed,False,,,[],[],2021-01-14T11:59:14.496027,2,"[{'given': 'Edward C.', 'family': 'Chaloupka', 'sequence': 'first'}, {'given': 'Jie', 'family': 'Kang', 'sequence': 'additional'}, {'given': 'M. Alysia', 'family': 'Mastrangelo', 'sequence': 'additional'}, {'given': 'M. Scott', 'family': 'Donnelly', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ijsn.7.4.261,10.1123/ijsn.7.4.261,https://doi.org/10.1123/ijsn.7.4.261,"Carbohydrate Drinks Delay Fatigue during Intermittent, High-Intensity Cycling in Active Men and Women",journal-article,False,12/1/97,1997.0,International Journal of Sport Nutrition,1050-1606,1050-1606,False,False,Human Kinetics,False,closed,False,,,[],[],2021-01-18T12:51:17.120021,2,"[{'given': 'J. Mark', 'family': 'Davis', 'sequence': 'first'}, {'given': 'David A.', 'family': 'Jackson', 'sequence': 'additional'}, {'given': 'Melanie S.', 'family': 'Broadwell', 'sequence': 'additional'}, {'given': 'Joy L.', 'family': 'Queary', 'sequence': 'additional'}, {'given': 'Charlie L.', 'family': 'Lambert', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ijsn.7.4.274,10.1123/ijsn.7.4.274,https://doi.org/10.1123/ijsn.7.4.274,Effect of Carbohydrate Substrate Availability on Ratings of Perceived Exertion during Prolonged Running,journal-article,False,12/1/97,1997.0,International Journal of Sport Nutrition,1050-1606,1050-1606,False,False,Human Kinetics,False,closed,False,,,[],[],2021-01-15T22:13:44.972368,2,"[{'given': 'Alan', 'family': 'Utter', 'sequence': 'first'}, {'given': 'Jie', 'family': 'Kang', 'sequence': 'additional'}, {'given': 'David', 'family': 'Nieman', 'sequence': 'additional'}, {'given': 'Bev', 'family': 'Warren', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
jospt.1997.26.2.69,10.2519/jospt.1997.26.2.69,https://doi.org/10.2519/jospt.1997.26.2.69,Economy of Mobility in Older Adults,journal-article,False,8/1/97,1997.0,Journal of Orthopaedic & Sports Physical Therapy,"0190-6011,1938-1344",0190-6011,False,False,Journal of Orthopaedic & Sports Physical Therapy (JOSPT),False,closed,False,,,[],[],2021-01-16T22:17:15.834907,2,"[{'given': 'Michael J.', 'family': 'Davies', 'sequence': 'first'}, {'given': 'Gail P.', 'family': 'Dalsky', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
jospt.1997.25.2.113,10.2519/jospt.1997.25.2.113,https://doi.org/10.2519/jospt.1997.25.2.113,"Oxygen Consumption, Heart Rate, and Rating of Perceived Exertion in Young Adult Women During Backward Walking at Different Speeds",journal-article,False,2/1/97,1997.0,Journal of Orthopaedic & Sports Physical Therapy,"0190-6011,1938-1344",0190-6011,False,False,Journal of Orthopaedic & Sports Physical Therapy (JOSPT),False,closed,False,,,[],[],2021-01-14T13:00:57.193774,2,"[{'given': 'Erica', 'family': 'Clarkson', 'sequence': 'first'}, {'given': 'Shelley', 'family': 'Cameron', 'sequence': 'additional'}, {'given': 'Patricia', 'family': 'Osmon', 'sequence': 'additional'}, {'given': 'Christi', 'family': 'McGraw', 'sequence': 'additional'}, {'given': 'Michael', 'family': 'Smutok', 'sequence': 'additional'}, {'given': 'Deborah', 'family': 'Stetts', 'sequence': 'additional'}, {'given': 'Frank', 'family': 'Underwood', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
acm.1997.3.291,10.1089/acm.1997.3.291,https://doi.org/10.1089/acm.1997.3.291,Influence of Intensive Yoga Training on Physiological Changes in 6 Adult Women: A Case Report,journal-article,False,9/1/97,1997.0,The Journal of Alternative and Complementary Medicine,"1075-5535,1557-7708",1075-5535,False,False,Mary Ann Liebert Inc,False,closed,False,,,[],[],2021-01-19T03:33:15.115583,2,"[{'given': 'P.S.', 'family': 'Raju', 'sequence': 'first', 'affiliation': [{'name': 'Department of Work-Physiology, Govt. Vemana Yoga Research Institute, Ameerpet, Hyderabad-500016, India.'}]}, {'given': 'K.V.V.', 'family': 'Prasad', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Work-Physiology, Govt. Vemana Yoga Research Institute, Ameerpet, Hyderabad-500016, India.'}]}, {'given': 'Ramana Y.', 'family': 'Venkata', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Physiology, National Institute of Nutrition, Indian Council for Medical Research, Hyderabad-500 007, India.'}]}, {'given': 'K.J.R.', 'family': 'Murthy', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Work-Physiology, Govt. Vemana Yoga Research Institute, Ameerpet, Hyderabad-500016, India.'}]}, {'given': 'M.V.', 'family': 'Reddy', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Work-Physiology, Govt. Vemana Yoga Research Institute, Ameerpet, Hyderabad-500016, India.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ajrccm.155.2.9032194,10.1164/ajrccm.155.2.9032194,https://doi.org/10.1164/ajrccm.155.2.9032194,Intensity of training and physiologic adaptation in patients with chronic obstructive pulmonary disease.,journal-article,False,2/1/97,1997.0,American Journal of Respiratory and Critical Care Medicine,"1073-449X,1535-4970",1073-449X,False,False,American Thoracic Society,False,closed,False,,,[],[],2021-01-16T04:27:39.369792,2,"[{'given': 'F', 'family': 'Maltais', 'sequence': 'first'}, {'given': 'P', 'family': 'LeBlanc', 'sequence': 'additional'}, {'given': 'J', 'family': 'Jobin', 'sequence': 'additional'}, {'given': 'C', 'family': 'Bérubé', 'sequence': 'additional'}, {'given': 'J', 'family': 'Bruneau', 'sequence': 'additional'}, {'given': 'L', 'family': 'Carrier', 'sequence': 'additional'}, {'given': 'M J', 'family': 'Breton', 'sequence': 'additional'}, {'given': 'G', 'family': 'Falardeau', 'sequence': 'additional'}, {'given': 'R', 'family': 'Belleau', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
diacare.20.3.385,10.2337/diacare.20.3.385,https://doi.org/10.2337/diacare.20.3.385,Mobilization of Visceral Adipose Tissue Related to the Improvement in Insulin Sensitivity in Response to Physical Training in NIDDM: Effects of branched-chain amino acid supplements,journal-article,False,3/1/97,1997.0,Diabetes Care,"0149-5992,1935-5548",0149-5992,False,False,American Diabetes Association,False,closed,False,,,[],[],2021-01-15T11:14:55.119230,2,"[{'given': 'A.', 'family': 'Mourier', 'sequence': 'first'}, {'given': 'J.-F.', 'family': 'Gautier', 'sequence': 'additional'}, {'given': 'E. D.', 'family': 'Kerviler', 'sequence': 'additional'}, {'given': 'A. X.', 'family': 'Bigard', 'sequence': 'additional'}, {'given': 'J.-M.', 'family': 'Villette', 'sequence': 'additional'}, {'given': 'J.-P.', 'family': 'Garnier', 'sequence': 'additional'}, {'given': 'A.', 'family': 'Duvallet', 'sequence': 'additional'}, {'given': 'C. Y.', 'family': 'Guezennec', 'sequence': 'additional'}, {'given': 'G.', 'family': 'Cathelineau', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
000196647,10.1159/000196647,https://doi.org/10.1159/000196647,Lack of Ventilatory Threshold in Patients with Chronic Obstructive Pulmonary Disease,journal-article,False,1/1/97,1997.0,Respiration,"0025-7931,1423-0356",0025-7931,False,False,S. Karger AG,False,closed,False,,,[],[],2021-01-15T10:12:58.464185,2,"[{'given': 'Jun', 'family': 'Midorikawa', 'sequence': 'first'}, {'given': 'Wataru', 'family': 'Hida', 'sequence': 'additional'}, {'given': 'Osamu', 'family': 'Taguchi', 'sequence': 'additional'}, {'given': 'Shinichi', 'family': 'Okabe', 'sequence': 'additional'}, {'given': 'Hajime', 'family': 'Kurosawa', 'sequence': 'additional'}, {'given': 'Akiko', 'family': 'Mizusawa', 'sequence': 'additional'}, {'given': 'Hiromasa', 'family': 'Ogawa', 'sequence': 'additional'}, {'given': 'Satoru', 'family': 'Ebihara', 'sequence': 'additional'}, {'given': 'Yoshihiro', 'family': 'Kikuchi', 'sequence': 'additional'}, {'given': 'Kunio', 'family': 'Shirato', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
000177359,10.1159/000177359,https://doi.org/10.1159/000177359,"Effect of Gallopamil on Myocardial Microperfusion in Patients with Stable Effort Angina: A Randomized, Cross-Over, Double-Blind, Placebo-Controlled Trial",journal-article,False,1/1/97,1997.0,Cardiology,"1421-9751,0008-6312",0008-6312,False,False,S. Karger AG,False,closed,False,,,[],[],2021-01-18T05:11:33.207641,2,"[{'given': 'Domenico', 'family': 'Acanfora', 'sequence': 'first'}, {'given': 'Dino', 'family': 'Franco Vitale', 'sequence': 'additional'}, {'given': 'Carlo', 'family': 'Rengo', 'sequence': 'additional'}, {'given': 'Gian', 'family': 'Luca lannuzzi', 'sequence': 'additional'}, {'given': 'Giuseppe', 'family': 'Furgi', 'sequence': 'additional'}, {'given': 'Costantino', 'family': 'Picone', 'sequence': 'additional'}, {'given': 'Michele', 'family': 'Rossi', 'sequence': 'additional'}, {'given': 'Luigi', 'family': 'Trojano', 'sequence': 'additional'}, {'given': 'Franco', 'family': 'Rengo', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
0967-3334/18/2/005,10.1088/0967-3334/18/2/005,https://doi.org/10.1088/0967-3334/18/2/005,Reliability of using theD-max method to define physiological responses to incremental exercise testing,journal-article,False,5/1/97,1997.0,Physiological Measurement,"0967-3334,1361-6579",0967-3334,False,False,IOP Publishing,False,closed,False,,,[],[],2021-01-18T20:54:10.892984,2,"[{'given': 'Shi', 'family': 'Zhou', 'sequence': 'first'}, {'given': 'Shane B', 'family': 'Weston', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ajrccm.155.6.9196097,10.1164/ajrccm.155.6.9196097,https://doi.org/10.1164/ajrccm.155.6.9196097,Exercise ability in survivors of severe bronchopulmonary dysplasia.,journal-article,False,6/1/97,1997.0,American Journal of Respiratory and Critical Care Medicine,"1073-449X,1535-4970",1073-449X,False,False,American Thoracic Society,False,closed,False,,,[],[],2021-01-15T03:45:47.257718,2,"[{'given': 'S V', 'family': 'Jacob', 'sequence': 'first'}, {'given': 'L C', 'family': 'Lands', 'sequence': 'additional'}, {'given': 'A L', 'family': 'Coates', 'sequence': 'additional'}, {'given': 'G M', 'family': 'Davis', 'sequence': 'additional'}, {'given': 'C F', 'family': 'MacNeish', 'sequence': 'additional'}, {'given': 'L', 'family': 'Hornby', 'sequence': 'additional'}, {'given': 'S P', 'family': 'Riley', 'sequence': 'additional'}, {'given': 'E W', 'family': 'Outerbridge', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
cs0920331,10.1042/cs0920331,https://doi.org/10.1042/cs0920331,Could the A2A11 Human Leucocyte Antigen Locus Correlate with Maximal Aerobic Power?,journal-article,False,4/1/97,1997.0,Clinical Science,"0143-5221,1470-8736",0143-5221,False,False,Portland Press Ltd.,False,closed,False,,,[],[],2021-01-14T01:50:59.492147,2,"[{'given': 'GIL', 'family': 'Rodas', 'sequence': 'first', 'affiliation': [{'name': 'Centre for High Performance and Exercise Physiology, CEARE, Barcelona, Spain'}]}, {'given': 'Guadalupe', 'family': 'Ercilla', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Immunology, ‘Clinic’ University Hospital, Barcelona, Spain'}]}, {'given': 'Casimiro', 'family': 'Javierre', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Physiological Sciences and Nutrition, Medical School, Barcelona, Spain'}]}, {'given': 'Eduardo', 'family': 'Garrido', 'sequence': 'additional', 'affiliation': [{'name': 'Centre for High Performance and Exercise Physiology, CEARE, Barcelona, Spain'}]}, {'given': 'MAR', 'family': 'Calvo', 'sequence': 'additional', 'affiliation': [{'name': 'Centre for High Performance and Exercise Physiology, CEARE, Barcelona, Spain'}]}, {'given': 'Ramon', 'family': 'Segura', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Physiological Sciences and Nutrition, Medical School, Barcelona, Spain'}]}, {'given': 'Josep Li.', 'family': 'Ventura', 'sequence': 'additional', 'affiliation': [{'name': ""‘Princeps d'Espanya’, University Hospital, University of Barcelona, Barcelona, Spain""}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ijsn.7.3.207,10.1123/ijsn.7.3.207,https://doi.org/10.1123/ijsn.7.3.207,Preexercise Feeding in Untrained Adolescent Boys Does Not Affect Responses to Endurance Exercise or Performance,journal-article,False,9/1/97,1997.0,International Journal of Sport Nutrition,1050-1606,1050-1606,False,False,Human Kinetics,False,closed,False,,,[],[],2021-01-16T01:44:51.437928,2,"[{'given': 'Devra L.', 'family': 'Hendelman', 'sequence': 'first'}, {'given': 'Kirk', 'family': 'Ornstein', 'sequence': 'additional'}, {'given': 'Edward P.', 'family': 'Debold', 'sequence': 'additional'}, {'given': 'Stella L.', 'family': 'Volpe', 'sequence': 'additional'}, {'given': 'Patty S.', 'family': 'Freedson', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
