doi,CR_status_code,full_text_SC,error,doi_suffix,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date
10.1139/h10-015,200,403.0,,h10-015,https://doi.org/10.1139/h10-015,Soy and the exercise-induced inflammatory response in postmenopausal women,journal-article,False,6/1/10,2010.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-14T19:19:17.315570,2,"[{'given': 'Kristen M.', 'family': 'Beavers', 'sequence': 'first', 'affiliation': [{'name': 'Department of Health, Human Performance, and Recreation, Baylor University, Waco, TX. 76798-7313, USA.'}, {'name': 'Department of Statistics, Baylor University, Waco, TX 76798-7313, USA.'}]}, {'given': 'Monica C.', 'family': 'Serra', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Health, Human Performance, and Recreation, Baylor University, Waco, TX. 76798-7313, USA.'}, {'name': 'Department of Statistics, Baylor University, Waco, TX 76798-7313, USA.'}]}, {'given': 'Daniel P.', 'family': 'Beavers', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Health, Human Performance, and Recreation, Baylor University, Waco, TX. 76798-7313, USA.'}, {'name': 'Department of Statistics, Baylor University, Waco, TX 76798-7313, USA.'}]}, {'given': 'Matthew B.', 'family': 'Cooke', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Health, Human Performance, and Recreation, Baylor University, Waco, TX. 76798-7313, USA.'}, {'name': 'Department of Statistics, Baylor University, Waco, TX 76798-7313, USA.'}]}, {'given': 'Darryn S.', 'family': 'Willoughby', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Health, Human Performance, and Recreation, Baylor University, Waco, TX. 76798-7313, USA.'}, {'name': 'Department of Statistics, Baylor University, Waco, TX 76798-7313, USA.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h09-122,200,403.0,,h09-122,https://doi.org/10.1139/h09-122,"Construction, validation, and derivation of performance standards for a fitness test for correctional officer applicants",journal-article,False,2/1/10,2010.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-16T04:41:56.964840,2,"[{'given': 'Veronica K.', 'family': 'Jamnik', 'sequence': 'first', 'affiliation': [{'name': 'School of Kinesiology and Health Science, Norman Bethune College, Faculty of Health, York University, Toronto, ON\xa0M3J\xa01P3, Canada.'}, {'name': 'Graduate Department of Exercise Science, Faculty of Physical Education and Health, University of Toronto, Toronto, ON\xa0M5S\xa02W6, Canada.'}]}, {'given': 'Scott G.', 'family': 'Thomas', 'sequence': 'additional', 'affiliation': [{'name': 'School of Kinesiology and Health Science, Norman Bethune College, Faculty of Health, York University, Toronto, ON\xa0M3J\xa01P3, Canada.'}, {'name': 'Graduate Department of Exercise Science, Faculty of Physical Education and Health, University of Toronto, Toronto, ON\xa0M5S\xa02W6, Canada.'}]}, {'given': 'Jamie F.', 'family': 'Burr', 'sequence': 'additional', 'affiliation': [{'name': 'School of Kinesiology and Health Science, Norman Bethune College, Faculty of Health, York University, Toronto, ON\xa0M3J\xa01P3, Canada.'}, {'name': 'Graduate Department of Exercise Science, Faculty of Physical Education and Health, University of Toronto, Toronto, ON\xa0M5S\xa02W6, Canada.'}]}, {'given': 'Norman', 'family': 'Gledhill', 'sequence': 'additional', 'affiliation': [{'name': 'School of Kinesiology and Health Science, Norman Bethune College, Faculty of Health, York University, Toronto, ON\xa0M3J\xa01P3, Canada.'}, {'name': 'Graduate Department of Exercise Science, Faculty of Physical Education and Health, University of Toronto, Toronto, ON\xa0M5S\xa02W6, Canada.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h09-129,200,403.0,,h09-129,https://doi.org/10.1139/h09-129,Comparison of on-ice and off-ice graded exercise testing in collegiate hockey players,journal-article,False,2/1/10,2010.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-18T19:23:21.303758,2,"[{'given': 'John J.', 'family': 'Durocher', 'sequence': 'first', 'affiliation': [{'name': 'Department of Exercise Science, Health, and Physical Education, Michigan Technological University, Houghton, MI\xa049931, USA.'}, {'name': 'Department of Health, Exercise Science, and Sport Management, University of Wisconsin–Parkside, Kenosha, WI\xa053141, USA.'}, {'name': 'Department of Physical Therapy, Saint Francis University, P.O. Box 600, Loretto, PA 15940, USA.'}, {'name': 'Portage Sports Medicine Institute, Portage Health, Hancock, MI 49930, USA.'}]}, {'given': 'Angela J.', 'family': 'Guisfredi', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Exercise Science, Health, and Physical Education, Michigan Technological University, Houghton, MI\xa049931, USA.'}, {'name': 'Department of Health, Exercise Science, and Sport Management, University of Wisconsin–Parkside, Kenosha, WI\xa053141, USA.'}, {'name': 'Department of Physical Therapy, Saint Francis University, P.O. Box 600, Loretto, PA 15940, USA.'}, {'name': 'Portage Sports Medicine Institute, Portage Health, Hancock, MI 49930, USA.'}]}, {'given': 'Darin T.', 'family': 'Leetun', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Exercise Science, Health, and Physical Education, Michigan Technological University, Houghton, MI\xa049931, USA.'}, {'name': 'Department of Health, Exercise Science, and Sport Management, University of Wisconsin–Parkside, Kenosha, WI\xa053141, USA.'}, {'name': 'Department of Physical Therapy, Saint Francis University, P.O. Box 600, Loretto, PA 15940, USA.'}, {'name': 'Portage Sports Medicine Institute, Portage Health, Hancock, MI 49930, USA.'}]}, {'given': 'Jason R.', 'family': 'Carter', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Exercise Science, Health, and Physical Education, Michigan Technological University, Houghton, MI\xa049931, USA.'}, {'name': 'Department of Health, Exercise Science, and Sport Management, University of Wisconsin–Parkside, Kenosha, WI\xa053141, USA.'}, {'name': 'Department of Physical Therapy, Saint Francis University, P.O. Box 600, Loretto, PA 15940, USA.'}, {'name': 'Portage Sports Medicine Institute, Portage Health, Hancock, MI 49930, USA.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h09-120,200,403.0,,h09-120,https://doi.org/10.1139/h09-120,Fat-free mass and gender influences the rapid-phase excess postexercise oxygen consumption,journal-article,False,2/1/10,2010.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-17T03:25:22.294064,2,"[{'given': 'Linda S.', 'family': 'Lamont', 'sequence': 'first', 'affiliation': [{'name': 'Department of Kinesiology, University of Rhode Island, 25 West Independence Way, Kingston, RI 02881, USA.'}, {'name': 'Departments of Cardiology and Pediatrics, Case-Western Reserve University School of Medicine, 3395\xa0Scranton Rd, Cleveland, OH 44109, USA.'}]}, {'given': 'Rochelle', 'family': 'Romito', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, University of Rhode Island, 25 West Independence Way, Kingston, RI 02881, USA.'}, {'name': 'Departments of Cardiology and Pediatrics, Case-Western Reserve University School of Medicine, 3395\xa0Scranton Rd, Cleveland, OH 44109, USA.'}]}, {'given': 'Karin', 'family': 'Rossi', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, University of Rhode Island, 25 West Independence Way, Kingston, RI 02881, USA.'}, {'name': 'Departments of Cardiology and Pediatrics, Case-Western Reserve University School of Medicine, 3395\xa0Scranton Rd, Cleveland, OH 44109, USA.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h09-124,200,403.0,,h09-124,https://doi.org/10.1139/h09-124,The effect of training volume and intensity on competitive cyclists’ efficiency,journal-article,False,2/1/10,2010.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-14T14:46:57.482044,2,"[{'given': 'James', 'family': 'Hopker', 'sequence': 'first', 'affiliation': [{'name': 'Centre for Sports Studies, University of Kent, Chatham Maritime, Chatham, Kent, ME4 4AG, UK.'}, {'name': 'Department of Sport Science, Tourism and Leisure, Canterbury Christ Church University, Canterbury, Kent, CT1 1QU, UK.'}]}, {'given': 'Damian', 'family': 'Coleman', 'sequence': 'additional', 'affiliation': [{'name': 'Centre for Sports Studies, University of Kent, Chatham Maritime, Chatham, Kent, ME4 4AG, UK.'}, {'name': 'Department of Sport Science, Tourism and Leisure, Canterbury Christ Church University, Canterbury, Kent, CT1 1QU, UK.'}]}, {'given': 'Louis', 'family': 'Passfield', 'sequence': 'additional', 'affiliation': [{'name': 'Centre for Sports Studies, University of Kent, Chatham Maritime, Chatham, Kent, ME4 4AG, UK.'}, {'name': 'Department of Sport Science, Tourism and Leisure, Canterbury Christ Church University, Canterbury, Kent, CT1 1QU, UK.'}]}, {'given': 'Jonathan', 'family': 'Wiles', 'sequence': 'additional', 'affiliation': [{'name': 'Centre for Sports Studies, University of Kent, Chatham Maritime, Chatham, Kent, ME4 4AG, UK.'}, {'name': 'Department of Sport Science, Tourism and Leisure, Canterbury Christ Church University, Canterbury, Kent, CT1 1QU, UK.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h09-117,200,403.0,,h09-117,https://doi.org/10.1139/h09-117,High-intensity interval training attenuates the exercise-induced increase in plasma IL-6 in response to acute exercise,journal-article,False,12/1/09,2009.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-16T03:18:13.884315,2,"[{'given': 'Louise', 'family': 'Croft', 'sequence': 'first', 'affiliation': [{'name': 'Research Institute for Sport and Exercise Sciences, Liverpool John Moores University, 15-21 Webster Street, Liverpool, L3 2ET, UK.'}, {'name': 'Stepping Hill Hospital, Stockport NHS Foundation Trust, Poplar Grove, Stockport, SK2 7JE, UK.'}, {'name': 'Staffordshire Rheumatology Centre, The Haywood Hospital, High Lane, Burslem, Stoke-on-Trent, ST6\xa07AG, UK.'}]}, {'given': 'Jonathan D.', 'family': 'Bartlett', 'sequence': 'additional', 'affiliation': [{'name': 'Research Institute for Sport and Exercise Sciences, Liverpool John Moores University, 15-21 Webster Street, Liverpool, L3 2ET, UK.'}, {'name': 'Stepping Hill Hospital, Stockport NHS Foundation Trust, Poplar Grove, Stockport, SK2 7JE, UK.'}, {'name': 'Staffordshire Rheumatology Centre, The Haywood Hospital, High Lane, Burslem, Stoke-on-Trent, ST6\xa07AG, UK.'}]}, {'given': 'Don P.M.', 'family': 'MacLaren', 'sequence': 'additional', 'affiliation': [{'name': 'Research Institute for Sport and Exercise Sciences, Liverpool John Moores University, 15-21 Webster Street, Liverpool, L3 2ET, UK.'}, {'name': 'Stepping Hill Hospital, Stockport NHS Foundation Trust, Poplar Grove, Stockport, SK2 7JE, UK.'}, {'name': 'Staffordshire Rheumatology Centre, The Haywood Hospital, High Lane, Burslem, Stoke-on-Trent, ST6\xa07AG, UK.'}]}, {'given': 'Thomas', 'family': 'Reilly', 'sequence': 'additional', 'affiliation': [{'name': 'Research Institute for Sport and Exercise Sciences, Liverpool John Moores University, 15-21 Webster Street, Liverpool, L3 2ET, UK.'}, {'name': 'Stepping Hill Hospital, Stockport NHS Foundation Trust, Poplar Grove, Stockport, SK2 7JE, UK.'}, {'name': 'Staffordshire Rheumatology Centre, The Haywood Hospital, High Lane, Burslem, Stoke-on-Trent, ST6\xa07AG, UK.'}]}, {'given': 'Louise', 'family': 'Evans', 'sequence': 'additional', 'affiliation': [{'name': 'Research Institute for Sport and Exercise Sciences, Liverpool John Moores University, 15-21 Webster Street, Liverpool, L3 2ET, UK.'}, {'name': 'Stepping Hill Hospital, Stockport NHS Foundation Trust, Poplar Grove, Stockport, SK2 7JE, UK.'}, {'name': 'Staffordshire Rheumatology Centre, The Haywood Hospital, High Lane, Burslem, Stoke-on-Trent, ST6\xa07AG, UK.'}]}, {'given': 'Derek L.', 'family': 'Mattey', 'sequence': 'additional', 'affiliation': [{'name': 'Research Institute for Sport and Exercise Sciences, Liverpool John Moores University, 15-21 Webster Street, Liverpool, L3 2ET, UK.'}, {'name': 'Stepping Hill Hospital, Stockport NHS Foundation Trust, Poplar Grove, Stockport, SK2 7JE, UK.'}, {'name': 'Staffordshire Rheumatology Centre, The Haywood Hospital, High Lane, Burslem, Stoke-on-Trent, ST6\xa07AG, UK.'}]}, {'given': 'Nicola B.', 'family': 'Nixon', 'sequence': 'additional', 'affiliation': [{'name': 'Research Institute for Sport and Exercise Sciences, Liverpool John Moores University, 15-21 Webster Street, Liverpool, L3 2ET, UK.'}, {'name': 'Stepping Hill Hospital, Stockport NHS Foundation Trust, Poplar Grove, Stockport, SK2 7JE, UK.'}, {'name': 'Staffordshire Rheumatology Centre, The Haywood Hospital, High Lane, Burslem, Stoke-on-Trent, ST6\xa07AG, UK.'}]}, {'given': 'Barry', 'family': 'Drust', 'sequence': 'additional', 'affiliation': [{'name': 'Research Institute for Sport and Exercise Sciences, Liverpool John Moores University, 15-21 Webster Street, Liverpool, L3 2ET, UK.'}, {'name': 'Stepping Hill Hospital, Stockport NHS Foundation Trust, Poplar Grove, Stockport, SK2 7JE, UK.'}, {'name': 'Staffordshire Rheumatology Centre, The Haywood Hospital, High Lane, Burslem, Stoke-on-Trent, ST6\xa07AG, UK.'}]}, {'given': 'James P.', 'family': 'Morton', 'sequence': 'additional', 'affiliation': [{'name': 'Research Institute for Sport and Exercise Sciences, Liverpool John Moores University, 15-21 Webster Street, Liverpool, L3 2ET, UK.'}, {'name': 'Stepping Hill Hospital, Stockport NHS Foundation Trust, Poplar Grove, Stockport, SK2 7JE, UK.'}, {'name': 'Staffordshire Rheumatology Centre, The Haywood Hospital, High Lane, Burslem, Stoke-on-Trent, ST6\xa07AG, UK.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h09-107,200,403.0,,h09-107,https://doi.org/10.1139/h09-107,Moderate and heavy oxygen uptake kinetics in postmenopausal women,journal-article,False,12/1/09,2009.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-16T11:03:27.248198,2,"[{'given': 'Liza', 'family': 'Stathokostas', 'sequence': 'first', 'affiliation': [{'name': 'School of Kinesiology, The University of Western Ontario, London, ON\xa0N6A\xa03K7, Canada.'}, {'name': 'Canadian Centre for Activity and Aging, School of Kinesiology, and Department of Physiology and Pharmacology, The University of Western Ontario, London, ON\xa0N6A\xa03K7, Canada.'}, {'name': 'Canadian Centre for Activity and Aging, School of Medicine and Dentistry, The University of Western Ontario, London, ON\xa0N6G\xa02M3, Canada.'}, {'name': 'Canadian Centre for Activity and Aging, School of Kinesiology, The University of Western Ontario, London, ON\xa0N6A\xa03K7, Canada.'}]}, {'given': 'John M.', 'family': 'Kowalchuk', 'sequence': 'additional', 'affiliation': [{'name': 'School of Kinesiology, The University of Western Ontario, London, ON\xa0N6A\xa03K7, Canada.'}, {'name': 'Canadian Centre for Activity and Aging, School of Kinesiology, and Department of Physiology and Pharmacology, The University of Western Ontario, London, ON\xa0N6A\xa03K7, Canada.'}, {'name': 'Canadian Centre for Activity and Aging, School of Medicine and Dentistry, The University of Western Ontario, London, ON\xa0N6G\xa02M3, Canada.'}, {'name': 'Canadian Centre for Activity and Aging, School of Kinesiology, The University of Western Ontario, London, ON\xa0N6A\xa03K7, Canada.'}]}, {'given': 'Robert J.', 'family': 'Petrella', 'sequence': 'additional', 'affiliation': [{'name': 'School of Kinesiology, The University of Western Ontario, London, ON\xa0N6A\xa03K7, Canada.'}, {'name': 'Canadian Centre for Activity and Aging, School of Kinesiology, and Department of Physiology and Pharmacology, The University of Western Ontario, London, ON\xa0N6A\xa03K7, Canada.'}, {'name': 'Canadian Centre for Activity and Aging, School of Medicine and Dentistry, The University of Western Ontario, London, ON\xa0N6G\xa02M3, Canada.'}, {'name': 'Canadian Centre for Activity and Aging, School of Kinesiology, The University of Western Ontario, London, ON\xa0N6A\xa03K7, Canada.'}]}, {'given': 'Donald H.', 'family': 'Paterson', 'sequence': 'additional', 'affiliation': [{'name': 'School of Kinesiology, The University of Western Ontario, London, ON\xa0N6A\xa03K7, Canada.'}, {'name': 'Canadian Centre for Activity and Aging, School of Kinesiology, and Department of Physiology and Pharmacology, The University of Western Ontario, London, ON\xa0N6A\xa03K7, Canada.'}, {'name': 'Canadian Centre for Activity and Aging, School of Medicine and Dentistry, The University of Western Ontario, London, ON\xa0N6G\xa02M3, Canada.'}, {'name': 'Canadian Centre for Activity and Aging, School of Kinesiology, The University of Western Ontario, London, ON\xa0N6A\xa03K7, Canada.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h09-111,200,403.0,,h09-111,https://doi.org/10.1139/h09-111,Repeated-sprint ability in professional and amateur soccer players,journal-article,False,12/1/09,2009.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-04-26T22:28:27.054005,2,"[{'given': 'Ermanno', 'family': 'Rampinini', 'sequence': 'first', 'affiliation': [{'name': 'Human Performance Laboratory, MAPEI Sport Research Center, Castellanza, Varese, Italy.'}, {'name': 'School of Sport and Exercise Science, Universitas Studiorum Insubriae, Varese, Italy.'}, {'name': 'Pro Patria Calcio, Busto Arsizio, Varese, Italy.'}, {'name': 'School of Leisure, Sport and Tourism, University of Technology, Sydney, Australia.'}]}, {'given': 'Aldo', 'family': 'Sassi', 'sequence': 'additional', 'affiliation': [{'name': 'Human Performance Laboratory, MAPEI Sport Research Center, Castellanza, Varese, Italy.'}, {'name': 'School of Sport and Exercise Science, Universitas Studiorum Insubriae, Varese, Italy.'}, {'name': 'Pro Patria Calcio, Busto Arsizio, Varese, Italy.'}, {'name': 'School of Leisure, Sport and Tourism, University of Technology, Sydney, Australia.'}]}, {'given': 'Andrea', 'family': 'Morelli', 'sequence': 'additional', 'affiliation': [{'name': 'Human Performance Laboratory, MAPEI Sport Research Center, Castellanza, Varese, Italy.'}, {'name': 'School of Sport and Exercise Science, Universitas Studiorum Insubriae, Varese, Italy.'}, {'name': 'Pro Patria Calcio, Busto Arsizio, Varese, Italy.'}, {'name': 'School of Leisure, Sport and Tourism, University of Technology, Sydney, Australia.'}]}, {'given': 'Stefano', 'family': 'Mazzoni', 'sequence': 'additional', 'affiliation': [{'name': 'Human Performance Laboratory, MAPEI Sport Research Center, Castellanza, Varese, Italy.'}, {'name': 'School of Sport and Exercise Science, Universitas Studiorum Insubriae, Varese, Italy.'}, {'name': 'Pro Patria Calcio, Busto Arsizio, Varese, Italy.'}, {'name': 'School of Leisure, Sport and Tourism, University of Technology, Sydney, Australia.'}]}, {'given': 'Maurizio', 'family': 'Fanchini', 'sequence': 'additional', 'affiliation': [{'name': 'Human Performance Laboratory, MAPEI Sport Research Center, Castellanza, Varese, Italy.'}, {'name': 'School of Sport and Exercise Science, Universitas Studiorum Insubriae, Varese, Italy.'}, {'name': 'Pro Patria Calcio, Busto Arsizio, Varese, Italy.'}, {'name': 'School of Leisure, Sport and Tourism, University of Technology, Sydney, Australia.'}]}, {'given': 'Aaron J.', 'family': 'Coutts', 'sequence': 'additional', 'affiliation': [{'name': 'Human Performance Laboratory, MAPEI Sport Research Center, Castellanza, Varese, Italy.'}, {'name': 'School of Sport and Exercise Science, Universitas Studiorum Insubriae, Varese, Italy.'}, {'name': 'Pro Patria Calcio, Busto Arsizio, Varese, Italy.'}, {'name': 'School of Leisure, Sport and Tourism, University of Technology, Sydney, Australia.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h09-104,200,403.0,,h09-104,https://doi.org/10.1139/h09-104,Acute effects of chocolate milk and a commercial recovery beverage on postexercise recovery indices and endurance cycling performance,journal-article,False,12/1/09,2009.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-04-26T22:28:52.603031,2,"[{'given': 'Kelly', 'family': 'Pritchett', 'sequence': 'first', 'affiliation': [{'name': 'Department of Health, Human Performance, and Nutrition, Central Washington University, Ellensburg, WA\xa098926, USA.'}, {'name': 'Kinesiology Department, University of Alabama, Tuscaloosa, AL\xa035487, USA.'}, {'name': 'Department of Health, Physical Education, and Recreation, University of North Alabama, Florence, AL\xa035632, USA.'}]}, {'given': 'Philip', 'family': 'Bishop', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Health, Human Performance, and Nutrition, Central Washington University, Ellensburg, WA\xa098926, USA.'}, {'name': 'Kinesiology Department, University of Alabama, Tuscaloosa, AL\xa035487, USA.'}, {'name': 'Department of Health, Physical Education, and Recreation, University of North Alabama, Florence, AL\xa035632, USA.'}]}, {'given': 'Robert', 'family': 'Pritchett', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Health, Human Performance, and Nutrition, Central Washington University, Ellensburg, WA\xa098926, USA.'}, {'name': 'Kinesiology Department, University of Alabama, Tuscaloosa, AL\xa035487, USA.'}, {'name': 'Department of Health, Physical Education, and Recreation, University of North Alabama, Florence, AL\xa035632, USA.'}]}, {'given': 'Matt', 'family': 'Green', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Health, Human Performance, and Nutrition, Central Washington University, Ellensburg, WA\xa098926, USA.'}, {'name': 'Kinesiology Department, University of Alabama, Tuscaloosa, AL\xa035487, USA.'}, {'name': 'Department of Health, Physical Education, and Recreation, University of North Alabama, Florence, AL\xa035632, USA.'}]}, {'given': 'Charlie', 'family': 'Katica', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Health, Human Performance, and Nutrition, Central Washington University, Ellensburg, WA\xa098926, USA.'}, {'name': 'Kinesiology Department, University of Alabama, Tuscaloosa, AL\xa035487, USA.'}, {'name': 'Department of Health, Physical Education, and Recreation, University of North Alabama, Florence, AL\xa035632, USA.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h09-103,200,403.0,,h09-103,https://doi.org/10.1139/h09-103,The effect of prior heavy exercise on the parameters of the power-duration curve for cycle ergometry,journal-article,False,12/1/09,2009.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-17T06:48:05.542128,2,"[{'given': 'Akira', 'family': 'Miura', 'sequence': 'first', 'affiliation': [{'name': 'Department of Exercise Science and Physiology, School of Health Sciences, Prefectural University of Hiroshima, 1-1-71, Ujina-higashi, Minami-ku, Hiroshima, 734-8558 Japan.'}, {'name': 'Department of Kinesiology, Kansas State University, Manhattan, KS 66506-0302, USA.'}, {'name': 'Institute of Food, Nutrition, and Human Health, Massey University, Palmerston North, New Zealand.'}]}, {'given': 'Chiaki', 'family': 'Shiragiku', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Exercise Science and Physiology, School of Health Sciences, Prefectural University of Hiroshima, 1-1-71, Ujina-higashi, Minami-ku, Hiroshima, 734-8558 Japan.'}, {'name': 'Department of Kinesiology, Kansas State University, Manhattan, KS 66506-0302, USA.'}, {'name': 'Institute of Food, Nutrition, and Human Health, Massey University, Palmerston North, New Zealand.'}]}, {'given': 'Yuiko', 'family': 'Hirotoshi', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Exercise Science and Physiology, School of Health Sciences, Prefectural University of Hiroshima, 1-1-71, Ujina-higashi, Minami-ku, Hiroshima, 734-8558 Japan.'}, {'name': 'Department of Kinesiology, Kansas State University, Manhattan, KS 66506-0302, USA.'}, {'name': 'Institute of Food, Nutrition, and Human Health, Massey University, Palmerston North, New Zealand.'}]}, {'given': 'Asami', 'family': 'Kitano', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Exercise Science and Physiology, School of Health Sciences, Prefectural University of Hiroshima, 1-1-71, Ujina-higashi, Minami-ku, Hiroshima, 734-8558 Japan.'}, {'name': 'Department of Kinesiology, Kansas State University, Manhattan, KS 66506-0302, USA.'}, {'name': 'Institute of Food, Nutrition, and Human Health, Massey University, Palmerston North, New Zealand.'}]}, {'given': 'Masako Yamaoka', 'family': 'Endo', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Exercise Science and Physiology, School of Health Sciences, Prefectural University of Hiroshima, 1-1-71, Ujina-higashi, Minami-ku, Hiroshima, 734-8558 Japan.'}, {'name': 'Department of Kinesiology, Kansas State University, Manhattan, KS 66506-0302, USA.'}, {'name': 'Institute of Food, Nutrition, and Human Health, Massey University, Palmerston North, New Zealand.'}]}, {'given': 'Thomas J.', 'family': 'Barstow', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Exercise Science and Physiology, School of Health Sciences, Prefectural University of Hiroshima, 1-1-71, Ujina-higashi, Minami-ku, Hiroshima, 734-8558 Japan.'}, {'name': 'Department of Kinesiology, Kansas State University, Manhattan, KS 66506-0302, USA.'}, {'name': 'Institute of Food, Nutrition, and Human Health, Massey University, Palmerston North, New Zealand.'}]}, {'given': 'R. Hugh', 'family': 'Morton', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Exercise Science and Physiology, School of Health Sciences, Prefectural University of Hiroshima, 1-1-71, Ujina-higashi, Minami-ku, Hiroshima, 734-8558 Japan.'}, {'name': 'Department of Kinesiology, Kansas State University, Manhattan, KS 66506-0302, USA.'}, {'name': 'Institute of Food, Nutrition, and Human Health, Massey University, Palmerston North, New Zealand.'}]}, {'given': 'Yoshiyuki', 'family': 'Fukuba', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Exercise Science and Physiology, School of Health Sciences, Prefectural University of Hiroshima, 1-1-71, Ujina-higashi, Minami-ku, Hiroshima, 734-8558 Japan.'}, {'name': 'Department of Kinesiology, Kansas State University, Manhattan, KS 66506-0302, USA.'}, {'name': 'Institute of Food, Nutrition, and Human Health, Massey University, Palmerston North, New Zealand.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
