doi,doi_redirect_SC,error
10.1152/japplphysiol.00030.2019,200,"Message: Element <button id="""" class=""dropdown-trigger btn btn--light btn--cta_roundedColored"" type=""button""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.00536.2016,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.00536.2016?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.00287.2017,200,
10.1152/advan.00158.2016,200,
10.1152/japplphysiol.00569.2016,200,"Message: Element <ul class=""coolBar__drop rlist w-slide--list hidden-xs hidden-sm""> could not be scrolled into view
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementNotInteractableError@chrome://remote/content/shared/webdriver/Errors.jsm:296:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:156:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/physiolgenomics.00083.2016,200,
10.1152/japplphysiol.00537.2016,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.00537.2016?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/ajpregu.00479.2015,200,"Message: Element <ul class=""coolBar__drop rlist w-slide--list hidden-xs hidden-sm""> could not be scrolled into view
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementNotInteractableError@chrome://remote/content/shared/webdriver/Errors.jsm:296:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:156:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.00122.2015,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.00122.2015?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.01122.2014,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.01122.2014?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.00509.2015,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.00509.2015?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/ajpregu.00258.2015,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/ajpregu.00258.2015?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/ajpheart.00360.2015,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/ajpheart.00360.2015?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.01049.2014,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.01049.2014?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.00306.2015,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.00306.2015?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.01000.2014,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.01000.2014?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/ajpregu.00031.2015,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/ajpregu.00031.2015?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.00287.2015,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.00287.2015?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.00192.2014,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.00192.2014?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.00101.2015,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.00101.2015?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.01003.2014,200,
10.1152/japplphysiol.00084.2015,200,
10.1152/japplphysiol.01040.2014,200,
10.1152/ajpregu.00461.2014,200,
10.1152/japplphysiol.00458.2014,200,
10.1152/physiolgenomics.00072.2014,200,"Message: Element <ul class=""coolBar__drop rlist w-slide--list hidden-xs hidden-sm""> could not be scrolled into view
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementNotInteractableError@chrome://remote/content/shared/webdriver/Errors.jsm:296:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:156:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.00393.2014,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.00393.2014?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.00686.2014,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.00686.2014?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.00518.2014,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.00518.2014?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.01226.2013,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.01226.2013?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/ajpregu.00046.2014,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/ajpregu.00046.2014?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/ajpregu.00004.2014,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/ajpregu.00004.2014?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/ajpendo.00276.2014,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/ajpendo.00276.2014?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/ajpregu.00183.2014,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/ajpregu.00183.2014?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.00191.2014,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.00191.2014?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.00002.2014,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.00002.2014?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/advan.00118.2013,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/advan.00118.2013?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.01365.2013,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.01365.2013?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.01177.2013,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.01177.2013?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/ajpregu.00467.2012,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/ajpregu.00467.2012?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.00592.2013,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.00592.2013?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.00379.2013,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.00379.2013?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.00487.2013,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.00487.2013?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1152/japplphysiol.00445.2013,200,"Message: Element <a id="""" class=""navbar-download btn btn--cta_roundedColored"" href=""/doi/pdf/10.1152/japplphysiol.00445.2013?download=true""> is not clickable at point (1240,30) because another element <nav id=""app-navbar"" class=""navbar isFixed""> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
