doi_url,doi,doi_suffix,journal_name,publisher,subscribed,done,0
https://doi.org/10.1556/aphysiol.97.2010.1.3,10.1556/aphysiol.97.2010.1.3,aphysiol.97.2010.1.3,Acta Physiologica Hungarica,Akademiai Kiado Zrt.,FALSE,TRUE,
https://doi.org/10.1556/aphysiol.97.2010.4.5,10.1556/aphysiol.97.2010.4.5,aphysiol.97.2010.4.5,Acta Physiologica Hungarica,Akademiai Kiado Zrt.,FALSE,TRUE,
https://doi.org/10.1556/aphysiol.98.2011.4.8,10.1556/aphysiol.98.2011.4.8,aphysiol.98.2011.4.8,Acta Physiologica Hungarica,Akademiai Kiado Zrt.,FALSE,TRUE,
https://doi.org/10.1556/aphysiol.99.2012.1.6,10.1556/aphysiol.99.2012.1.6,aphysiol.99.2012.1.6,Acta Physiologica Hungarica,Akademiai Kiado Zrt.,FALSE,TRUE,
https://doi.org/10.1556/aphysiol.99.2012.3.1,10.1556/aphysiol.99.2012.3.1,aphysiol.99.2012.3.1,Acta Physiologica Hungarica,Akademiai Kiado Zrt.,FALSE,TRUE,
https://doi.org/10.1556/aphysiol.99.2012.4.3,10.1556/aphysiol.99.2012.4.3,aphysiol.99.2012.4.3,Acta Physiologica Hungarica,Akademiai Kiado Zrt.,FALSE,TRUE,
https://doi.org/10.1556/2060.103.2016.3.11,10.1556/2060.103.2016.3.11,2060.103.2016.3.11,Physiology International,Akademiai Kiado Zrt.,TRUE,TRUE,
https://doi.org/10.15288/jsa.1995.56.16,10.15288/jsa.1995.56.16,jsa.1995.56.16,Journal of Studies on Alcohol,"Alcohol Research Documentation, Inc.",FALSE,TRUE,
https://doi.org/10.21037/tp.2017.08.01,10.21037/tp.2017.08.01,tp.2017.08.01,Translational Pediatrics,AME Publishing Company,TRUE,TRUE,
https://doi.org/10.1542/peds.106.4.e49,10.1542/peds.106.4.e49,peds.106.4.e49,PEDIATRICS,American Academy of Pediatrics (AAP),TRUE,TRUE,
https://doi.org/10.1542/peds.2004-2428,10.1542/peds.2004-2428,peds.2004-2428,PEDIATRICS,American Academy of Pediatrics (AAP),TRUE,TRUE,
https://doi.org/10.1542/peds.2005-2219,10.1542/peds.2005-2219,peds.2005-2219,PEDIATRICS,American Academy of Pediatrics (AAP),TRUE,TRUE,
https://doi.org/10.1542/peds.2011-0326,10.1542/peds.2011-0326,peds.2011-0326,PEDIATRICS,American Academy of Pediatrics (AAP),TRUE,TRUE,
https://doi.org/10.1542/peds.2013-0041,10.1542/peds.2013-0041,peds.2013-0041,PEDIATRICS,American Academy of Pediatrics (AAP),TRUE,TRUE,
https://doi.org/10.1158/2159-8290.cd-19-0125,10.1158/2159-8290.cd-19-0125,2159-8290.cd-19-0125,Cancer Discovery,American Association for Cancer Research (AACR),TRUE,TRUE,
https://doi.org/10.1158/2159-8290.cd-19-0510,10.1158/2159-8290.cd-19-0510,2159-8290.cd-19-0510,Cancer Discovery,American Association for Cancer Research (AACR),TRUE,TRUE,
https://doi.org/10.1158/0008-5472.can-13-1075,10.1158/0008-5472.can-13-1075,0008-5472.can-13-1075,Cancer Research,American Association for Cancer Research (AACR),TRUE,TRUE,
https://doi.org/10.1158/0008-5472.can-17-3806,10.1158/0008-5472.can-17-3806,0008-5472.can-17-3806,Cancer Research,American Association for Cancer Research (AACR),TRUE,TRUE,
https://doi.org/10.1158/0008-5472.can-19-0500,10.1158/0008-5472.can-19-0500,0008-5472.can-19-0500,Cancer Research,American Association for Cancer Research (AACR),TRUE,TRUE,
https://doi.org/10.1158/1078-0432.ccr-13-2570,10.1158/1078-0432.ccr-13-2570,1078-0432.ccr-13-2570,Clinical Cancer Research,American Association for Cancer Research (AACR),TRUE,TRUE,
https://doi.org/10.1158/1541-7786.mcr-20-0879,10.1158/1541-7786.mcr-20-0879,1541-7786.mcr-20-0879,Molecular Cancer Research,American Association for Cancer Research (AACR),TRUE,TRUE,
https://doi.org/10.1158/1535-7163.mct-09-1098,10.1158/1535-7163.mct-09-1098,1535-7163.mct-09-1098,Molecular Cancer Therapeutics,American Association for Cancer Research (AACR),TRUE,TRUE,
https://doi.org/10.1119/1.2825395,10.1119/1.2825395,1.2825395,American Journal of Physics,American Association of Physics Teachers (AAPT),TRUE,TRUE,
https://doi.org/10.1352/0895-8017(2001)106<0135:eoaart>2.0.com,10.1352/0895-8017(2001)106<0135:eoaart>2.0.co;2,0895-8017_._2001_._106_._0135_._eoaart_._2.0.co_._2,American Journal on Mental Retardation,American Association on Intellectual and Developmental Disabilities (AAIDD),FALSE,TRUE,
https://doi.org/10.1021/acsami.8b02920,10.1021/acsami.8b02920,acsami.8b02920,ACS Applied Materials & Interfaces,American Chemical Society (ACS),TRUE,TRUE,
https://doi.org/10.1021/acs.jafc.1c04481,10.1021/acs.jafc.1c04481,acs.jafc.1c04481,Journal of Agricultural and Food Chemistry,American Chemical Society (ACS),TRUE,TRUE,
https://doi.org/10.1021/acs.jnatprod.5b00819,10.1021/acs.jnatprod.5b00819,acs.jnatprod.5b00819,Journal of Natural Products,American Chemical Society (ACS),TRUE,TRUE,
https://doi.org/10.1021/acs.jproteome.6b00796,10.1021/acs.jproteome.6b00796,acs.jproteome.6b00796,Journal of Proteome Research,American Chemical Society (ACS),TRUE,TRUE,
https://doi.org/10.2337/diab.33.5.460,10.2337/diab.33.5.460,diab.33.5.460,Diabetes,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diab.43.7.862,10.2337/diab.43.7.862,diab.43.7.862,Diabetes,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diab.45.1.79,10.2337/diab.45.1.79,diab.45.1.79,Diabetes,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diabetes.47.11.1763,10.2337/diabetes.47.11.1763,diabetes.47.11.1763,Diabetes,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diabetes.48.9.1815,10.2337/diabetes.48.9.1815,diabetes.48.9.1815,Diabetes,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diabetes.51.2007.s171,10.2337/diabetes.51.2007.s171,diabetes.51.2007.s171,Diabetes,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diabetes.51.5.1485,10.2337/diabetes.51.5.1485,diabetes.51.5.1485,Diabetes,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diabetes.51.8.2572,10.2337/diabetes.51.8.2572,diabetes.51.8.2572,Diabetes,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diabetes.52.4.926,10.2337/diabetes.52.4.926,diabetes.52.4.926,Diabetes,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diabetes.52.9.2205,10.2337/diabetes.52.9.2205,diabetes.52.9.2205,Diabetes,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/dc06-0426,10.2337/dc06-0426,dc06-0426,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/dc07-0843,10.2337/dc07-0843,dc07-0843,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/dc12-0963,10.2337/dc12-0963,dc12-0963,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/dc12-2198,10.2337/dc12-2198,dc12-2198,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diacare.10.6.716,10.2337/diacare.10.6.716,diacare.10.6.716,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diacare.15.11.1742,10.2337/diacare.15.11.1742,diacare.15.11.1742,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diacare.18.4.457,10.2337/diacare.18.4.457,diacare.18.4.457,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diacare.19.6.569,10.2337/diacare.19.6.569,diacare.19.6.569,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diacare.19.6.575,10.2337/diacare.19.6.575,diacare.19.6.575,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diacare.20.12.1814,10.2337/diacare.20.12.1814,diacare.20.12.1814,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diacare.20.3.385,10.2337/diacare.20.3.385,diacare.20.3.385,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diacare.22.10.1640,10.2337/diacare.22.10.1640,diacare.22.10.1640,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diacare.22.10.1647,10.2337/diacare.22.10.1647,diacare.22.10.1647,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diacare.24.6.1008,10.2337/diacare.24.6.1008,diacare.24.6.1008,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diacare.25.10.1795,10.2337/diacare.25.10.1795,diacare.25.10.1795,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diacare.26.4.986,10.2337/diacare.26.4.986,diacare.26.4.986,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diacare.26.7.2126,10.2337/diacare.26.7.2126,diacare.26.7.2126,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diacare.7.1.57,10.2337/diacare.7.1.57,diacare.7.1.57,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diacare.7.3.255,10.2337/diacare.7.3.255,diacare.7.3.255,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diacare.7.6.520,10.2337/diacare.7.6.520,diacare.7.6.520,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.2337/diacare.8.4.337,10.2337/diacare.8.4.337,diacare.8.4.337,Diabetes Care,American Diabetes Association,TRUE,TRUE,
https://doi.org/10.1029/1999gl011317,10.1029/1999gl011317,1999gl011317,Geophysical Research Letters,American Geophysical Union (AGU),TRUE,TRUE,
https://doi.org/10.1002/2015gb005303,10.1002/2015gb005303,2015gb005303,Global Biogeochemical Cycles,American Geophysical Union (AGU),TRUE,TRUE,
https://doi.org/10.1029/1999gb001157,10.1029/1999gb001157,1999gb001157,Global Biogeochemical Cycles,American Geophysical Union (AGU),TRUE,TRUE,
https://doi.org/10.1029/2000gb001288,10.1029/2000gb001288,2000gb001288,Global Biogeochemical Cycles,American Geophysical Union (AGU),TRUE,TRUE,
https://doi.org/10.1029/2001gb001461,10.1029/2001gb001461,2001gb001461,Global Biogeochemical Cycles,American Geophysical Union (AGU),TRUE,TRUE,
https://doi.org/10.1029/2005gb002511,10.1029/2005gb002511,2005gb002511,Global Biogeochemical Cycles,American Geophysical Union (AGU),TRUE,TRUE,
https://doi.org/10.1029/2011gb004168,10.1029/2011gb004168,2011gb004168,Global Biogeochemical Cycles,American Geophysical Union (AGU),TRUE,TRUE,
https://doi.org/10.1029/2020gb006623,10.1029/2020gb006623,2020gb006623,Global Biogeochemical Cycles,American Geophysical Union (AGU),TRUE,TRUE,
https://doi.org/10.1029/91gb02718,10.1029/91gb02718,91gb02718,Global Biogeochemical Cycles,American Geophysical Union (AGU),TRUE,TRUE,
https://doi.org/10.1029/2009jc006021,10.1029/2009jc006021,2009jc006021,Journal of Geophysical Research,American Geophysical Union (AGU),TRUE,TRUE,
https://doi.org/10.1029/2018jg004701,10.1029/2018jg004701,2018jg004701,Journal of Geophysical Research: Biogeosciences,American Geophysical Union (AGU),TRUE,TRUE,
https://doi.org/10.1029/2019jg005138,10.1029/2019jg005138,2019jg005138,Journal of Geophysical Research: Biogeosciences,American Geophysical Union (AGU),TRUE,TRUE,
https://doi.org/10.1029/2020jg006133,10.1029/2020jg006133,2020jg006133,Journal of Geophysical Research: Biogeosciences,American Geophysical Union (AGU),TRUE,TRUE,
https://doi.org/10.1029/2021jg006705,10.1029/2021jg006705,2021jg006705,Journal of Geophysical Research: Biogeosciences,American Geophysical Union (AGU),TRUE,TRUE,
https://doi.org/10.1002/2014jc010422,10.1002/2014jc010422,2014jc010422,Journal of Geophysical Research: Oceans,American Geophysical Union (AGU),TRUE,TRUE,
https://doi.org/10.1029/2020jc016995,10.1029/2020jc016995,2020jc016995,Journal of Geophysical Research: Oceans,American Geophysical Union (AGU),TRUE,TRUE,
https://doi.org/10.1029/2009wr009012,10.1029/2009wr009012,2009wr009012,Water Resources Research,American Geophysical Union (AGU),TRUE,TRUE,
https://doi.org/10.1029/2018wr022993,10.1029/2018wr022993,2018wr022993,Water Resources Research,American Geophysical Union (AGU),TRUE,TRUE,
https://doi.org/10.1202/0002-8894(1991)052<0219:tpcowa>2.0.co;2,10.1202/0002-8894(1991)052<0219:tpcowa>2.0.co;2,0002-8894_._1991_._052_._0219_._tpcowa_._2.0.co_._2,AIHAJ,American Industrial Hygiene Association (AIHA),FALSE,TRUE,
https://doi.org/10.1202/0002-8894(1993)054<0228:profsd>2.0.co;2,10.1202/0002-8894(1993)054<0228:profsd>2.0.co;2,0002-8894_._1993_._054_._0228_._profsd_._2.0.co_._2,AIHAJ,American Industrial Hygiene Association (AIHA),FALSE,TRUE,
https://doi.org/10.1202/0002-8894(1994)055<1030:cproem>2.0.co;2,10.1202/0002-8894(1994)055<1030:cproem>2.0.co;2,0002-8894_._1994_._055_._1030_._cproem_._2.0.co_._2,AIHAJ,American Industrial Hygiene Association (AIHA),FALSE,TRUE,
https://doi.org/10.1202/0002-8894(1995)056<0467:rmeoem>2.0.co;2,10.1202/0002-8894(1995)056<0467:rmeoem>2.0.co;2,0002-8894_._1995_._056_._0467_._rmeoem_._2.0.co_._2,AIHAJ,American Industrial Hygiene Association (AIHA),FALSE,TRUE,
https://doi.org/10.3934/mbe.2012.9.123,10.3934/mbe.2012.9.123,mbe.2012.9.123,Mathematical Biosciences and Engineering,American Institute of Mathematical Sciences (AIMS),TRUE,TRUE,
https://doi.org/10.2460/ajvr.2003.64.1401,10.2460/ajvr.2003.64.1401,ajvr.2003.64.1401,American Journal of Veterinary Research,American Journal of Veterinary Research,TRUE,TRUE,
https://doi.org/10.1001/archinte.1988.00380050144021,10.1001/archinte.1988.00380050144021,archinte.1988.00380050144021,Archives of Internal Medicine,American Medical Association (AMA),TRUE,TRUE,
https://doi.org/10.1001/archinte.1995.00430220101011,10.1001/archinte.1995.00430220101011,archinte.1995.00430220101011,Archives of Internal Medicine,American Medical Association (AMA),TRUE,TRUE,
https://doi.org/10.1001/archneur.1979.00500440027003,10.1001/archneur.1979.00500440027003,archneur.1979.00500440027003,Archives of Neurology,American Medical Association (AMA),TRUE,TRUE,
https://doi.org/10.1001/archopht.1984.01040031237026,10.1001/archopht.1984.01040031237026,archopht.1984.01040031237026,Archives of Ophthalmology,American Medical Association (AMA),TRUE,TRUE,
https://doi.org/10.1001/archpedi.1986.02140230092041,10.1001/archpedi.1986.02140230092041,archpedi.1986.02140230092041,Archives of Pediatrics & Adolescent Medicine,American Medical Association (AMA),TRUE,TRUE,
https://doi.org/10.1001/archpedi.1988.02150020067030,10.1001/archpedi.1988.02150020067030,archpedi.1988.02150020067030,Archives of Pediatrics & Adolescent Medicine,American Medical Association (AMA),TRUE,TRUE,
https://doi.org/10.1001/archpedi.1991.02160060045018,10.1001/archpedi.1991.02160060045018,archpedi.1991.02160060045018,Archives of Pediatrics & Adolescent Medicine,American Medical Association (AMA),TRUE,TRUE,
https://doi.org/10.1001/archpedi.1991.02160110082025,10.1001/archpedi.1991.02160110082025,archpedi.1991.02160110082025,Archives of Pediatrics & Adolescent Medicine,American Medical Association (AMA),TRUE,TRUE,
https://doi.org/10.1001/jama.1968.03140030033008,10.1001/jama.1968.03140030033008,jama.1968.03140030033008,JAMA,American Medical Association (AMA),TRUE,TRUE,
https://doi.org/10.1001/jama.1968.03140370059012,10.1001/jama.1968.03140370059012,jama.1968.03140370059012,JAMA,American Medical Association (AMA),TRUE,TRUE,
https://doi.org/10.1001/jama.281.4.327,10.1001/jama.281.4.327,jama.281.4.327,JAMA,American Medical Association (AMA),FALSE,TRUE,
https://doi.org/10.1001/jamaoncol.2021.3067,10.1001/jamaoncol.2021.3067,jamaoncol.2021.3067,JAMA Oncology,American Medical Association (AMA),TRUE,TRUE,
https://doi.org/10.1001/jama.1968.03140030021006,10.1001/jama.1968.03140030021006,jama.1968.03140030021006,JAMA: The Journal of the American Medical Association,American Medical Association (AMA),TRUE,TRUE,
https://doi.org/10.1001/jama.1972.03200220058013,10.1001/jama.1972.03200220058013,jama.1972.03200220058013,JAMA: The Journal of the American Medical Association,American Medical Association (AMA),TRUE,TRUE,
https://doi.org/10.1001/jama.1974.03230500020020,10.1001/jama.1974.03230500020020,jama.1974.03230500020020,JAMA: The Journal of the American Medical Association,American Medical Association (AMA),TRUE,TRUE,
https://doi.org/10.1001/jama.1974.03230500055030,10.1001/jama.1974.03230500055030,jama.1974.03230500055030,JAMA: The Journal of the American Medical Association,American Medical Association (AMA),TRUE,TRUE,
https://doi.org/10.1001/jama.1984.03350040026016,10.1001/jama.1984.03350040026016,jama.1984.03350040026016,JAMA: The Journal of the American Medical Association,American Medical Association (AMA),TRUE,TRUE,
https://doi.org/10.1001/jama.1984.03350200053024,10.1001/jama.1984.03350200053024,jama.1984.03350200053024,JAMA: The Journal of the American Medical Association,American Medical Association (AMA),TRUE,TRUE,
https://doi.org/10.1001/jama.1988.03720030056035,10.1001/jama.1988.03720030056035,jama.1988.03720030056035,JAMA: The Journal of the American Medical Association,American Medical Association (AMA),TRUE,TRUE,
https://doi.org/10.1001/jama.1995.03520350062030,10.1001/jama.1995.03520350062030,jama.1995.03520350062030,JAMA: The Journal of the American Medical Association,American Medical Association (AMA),TRUE,TRUE,
https://doi.org/10.1001/jama.208.4.700b,10.1001/jama.208.4.700b,jama.208.4.700b,JAMA: The Journal of the American Medical Association,American Medical Association (AMA),FALSE,TRUE,
https://doi.org/10.1001/jama.275.18.1424,10.1001/jama.275.18.1424,jama.275.18.1424,JAMA: The Journal of the American Medical Association,American Medical Association (AMA),FALSE,TRUE,
https://doi.org/10.1103/physrevb.70.045422,10.1103/physrevb.70.045422,physrevb.70.045422,Physical Review B,American Physical Society (APS),TRUE,TRUE,
https://doi.org/10.1103/physrevb.75.195102,10.1103/physrevb.75.195102,physrevb.75.195102,Physical Review B,American Physical Society (APS),TRUE,TRUE,
https://doi.org/10.1103/physrevb.95.045135,10.1103/physrevb.95.045135,physrevb.95.045135,Physical Review B,American Physical Society (APS),TRUE,TRUE,
https://doi.org/10.1103/physreve.90.062701,10.1103/physreve.90.062701,physreve.90.062701,Physical Review E,American Physical Society (APS),TRUE,TRUE,
https://doi.org/10.1152/ajpendo.1992.263.6.e1134,10.1152/ajpendo.1992.263.6.e1134,ajpendo.1992.263.6.e1134,American Journal of Physiology-Endocrinology and Metabolism,American Physiological Society,FALSE,TRUE,
https://doi.org/10.1152/jappl.1991.71.4.1568,10.1152/jappl.1991.71.4.1568,jappl.1991.71.4.1568,Journal of Applied Physiology,American Physiological Society,TRUE,TRUE,
https://doi.org/10.7547/87507315-80-3-161,10.7547/87507315-80-3-161,87507315-80-3-161,Journal of the American Podiatric Medical Association,American Podiatric Medical Association,FALSE,TRUE,
https://doi.org/10.1176/appi.ajp.162.12.2376,10.1176/appi.ajp.162.12.2376,appi.ajp.162.12.2376,American Journal of Psychiatry,American Psychiatric Association Publishing,TRUE,TRUE,
https://doi.org/10.1037/0278-6133.13.4.366,10.1037/0278-6133.13.4.366,0278-6133.13.4.366,Health Psychology,American Psychological Association (APA),TRUE,TRUE,
