pmcid,pmid,doi
PMC8214628,34148062,10.1038/s41419-021-03908-0
PMC8026014,33826642,10.1371/journal.pone.0249679
PMC7647960,32383352,10.1002/pmrj.12401
PMC8346088,34360425,10.3390/ijerph18158134
PMC7498590,32943613,10.1038/s41419-020-02993-x
PMC7932093,33661963,10.1371/journal.pone.0247565
PMC7932070,33661958,10.1371/journal.pone.0247576
PMC7332397,32301362,10.1080/15412555.2020.1750578
PMC7831009,33477427,10.3390/ijms22020896
PMC7495241,32963643,10.1155/2020/3407345
PMC8393870,34444039,10.3390/ijerph18168287
PMC8328370,33465334,10.1513/AnnalsATS.202006-746OC
PMC8394663,34444184,10.3390/ijerph18168437
PMC8120347,33773098,10.1002/ehf2.13275
PMC7911623,33573133,10.3390/nu13020459
PMC7792284,33413459,10.1186/s12970-020-00400-6
PMC7724719,33298104,10.1186/s12970-020-00384-3
PMC7952466,32918488,10.1002/jor.24856
PMC8032632,33161441,10.1007/s00420-020-01596-5
PMC8242734,34102017,10.1002/jcsm.12739
PMC7384182,31955429,10.1002/jimd.12217
PMC7556310,33063953,10.14814/phy2.14574
PMC7547585,33038068,10.14814/phy2.14588
PMC7747162,32126873,10.1177/0271678X20908356
PMC8047922,33570804,10.1111/apha.13625
PMC7773167,33105400,10.1097/JOM.0000000000002067
PMC8360023,33899971,10.1111/sms.13975
PMC7674349,32918588,10.1007/s00421-020-04477-4
PMC7674321,32892320,10.1007/s00421-020-04487-2
PMC8345521,34360206,10.3390/ijerph18157912
PMC8345513,34360178,10.3390/ijerph18157886
PMC8346060,34360464,10.3390/ijerph18158171
PMC8346098,34360424,10.3390/ijerph18158135
PMC8307599,34299680,10.3390/ijerph18147234
PMC8307583,34299853,10.3390/ijerph18147404
PMC8325607,33982590,10.1152/japplphysiol.01029.2020
PMC7426284,31993977,10.1007/s42000-020-00176-z
PMC8306057,34300024,10.3390/ijerph18147573
PMC8227713,34070541,10.3390/nu13061799
PMC8289340,34287574,10.1590/1414-431X2020e10514
PMC8461976,34556146,10.1186/s12966-021-01199-4
PMC7305034,31868814,10.1519/JSC.0000000000003452
PMC7864870,33099664,10.1007/s00421-020-04536-w
PMC8627109,32996304,10.23736/S0026-4725.20.05295-0
PMC7983342,33581294,10.1016/j.resp.2021.103638
PMC8440327,33935232,10.1249/MSS.0000000000002694
PMC7704799,32473379,10.1016/j.cardfail.2020.05.014
PMC7854955,32908194,10.1038/s41393-020-00548-7
PMC8004550,32750964,10.1109/JBHI.2020.3009903
PMC7647960,32383352,10.1002/pmrj.12401
PMC7332397,32301362,10.1080/15412555.2020.1750578
PMC7952466,32918488,10.1002/jor.24856
PMC8477928,32043944,10.1080/10790268.2020.1722935
PMC8505378,34402986,10.1007/s00421-021-04783-5
PMC8505311,34390403,10.1007/s00421-021-04784-4
PMC8505324,34390402,10.1007/s00421-021-04769-3
PMC8505308,34390401,10.1007/s00421-021-04768-4
PMC8505327,34351531,10.1007/s00421-021-04780-8
PMC8505335,34319445,10.1007/s00421-021-04763-9
PMC8542534,33085071,10.1007/s10877-020-00602-y
PMC8357778,34080066,10.1007/s00421-021-04719-z
PMC8192378,33811560,10.1007/s00421-021-04672-x
PMC8192409,33811559,10.1007/s00421-021-04675-8
PMC8505395,34235576,10.1007/s00421-021-04754-w
PMC8416847,34155525,10.1007/s00421-021-04740-2
PMC8416884,34143306,10.1007/s00421-021-04739-9
PMC8416851,34143305,10.1007/s00421-021-04741-1
PMC8144163,33646425,10.1007/s00421-021-04626-3
PMC8064983,33598762,10.1007/s00421-021-04611-w
PMC8357751,34003363,10.1007/s00421-021-04712-6
PMC8363556,33914281,10.1007/s40279-021-01471-4
PMC8363530,34021488,10.1007/s40279-021-01481-2
PMC8260529,33893836,10.1007/s00421-021-04689-2
PMC8032632,33161441,10.1007/s00420-020-01596-5
PMC7674349,32918588,10.1007/s00421-020-04477-4
PMC8192396,33782715,10.1007/s00421-021-04666-9
PMC8144132,33683439,10.1007/s00421-021-04637-0
PMC8144119,33712869,10.1007/s00421-021-04601-y
PMC8144153,33677693,10.1007/s00421-021-04642-3
PMC7674321,32892320,10.1007/s00421-020-04487-2
PMC7426284,31993977,10.1007/s42000-020-00176-z
PMC7892684,33355713,10.1007/s00421-020-04572-6
PMC7892727,33289062,10.1007/s00421-020-04569-1
PMC7966187,33521869,10.1007/s00421-021-04596-6
PMC7862540,33098020,10.1007/s00421-020-04535-x
PMC8027095,33784591,10.1016/j.neo.2021.02.003
PMC8453576,34019710,10.1002/jnr.24851
PMC8518937,34181783,10.1111/sms.14011
PMC7384182,31955429,10.1002/jimd.12217
PMC8047922,33570804,10.1111/apha.13625
PMC8360023,33899971,10.1111/sms.13975
PMC8420022,34488832,10.1186/s13024-021-00483-y
PMC8794091,35085265,10.1371/journal.pone.0260338
PMC8384222,34428258,10.1371/journal.pone.0256662
PMC8375997,34411164,10.1371/journal.pone.0256258
PMC8580245,34758032,10.1371/journal.pone.0257549
PMC8496840,34618821,10.1371/journal.pone.0249504
PMC8432818,34506548,10.1371/journal.pone.0257124
PMC8171865,34077447,10.1371/journal.pone.0251516
PMC8059801,33882094,10.1371/journal.pone.0249786
PMC7888616,33596256,10.1371/journal.pone.0247057
PMC8026014,33826642,10.1371/journal.pone.0249679
PMC7932093,33661963,10.1371/journal.pone.0247565
PMC7932070,33661958,10.1371/journal.pone.0247576
PMC8379793,34419082,10.1186/s12970-021-00454-0
PMC8525016,34663363,10.1186/s12970-021-00464-y
PMC7792284,33413459,10.1186/s12970-020-00400-6
PMC7724719,33298104,10.1186/s12970-020-00384-3
PMC7495241,32963643,10.1155/2020/3407345
PMC7875177,33460433,10.1210/endocr/bqab012
PMC8714979,34672767,10.1152/japplphysiol.00400.2021
PMC8325607,33982590,10.1152/japplphysiol.01029.2020
PMC8742938,34998424,10.1186/s13104-021-05850-y
PMC8526881,33972376,10.1136/oemed-2020-107281
PMC8633734,34436560,10.1093/eurheartj/ehab580
PMC7831009,33477427,10.3390/ijms22020896
PMC8744745,35010758,10.3390/ijerph19010498
PMC8750492,35010428,10.3390/ijerph19010168
PMC8751078,35010359,10.3390/ijerph19010099
PMC8751188,35010354,10.3390/ijerph19010093
PMC8700839,34948566,10.3390/ijerph182412958
PMC8621928,34831820,10.3390/ijerph182212066
PMC8583638,34769776,10.3390/ijerph182111258
PMC8583387,34769896,10.3390/ijerph182111378
PMC8535879,34682674,10.3390/ijerph182010928
PMC8535934,34682577,10.3390/ijerph182010832
PMC8466982,34574408,10.3390/ijerph18189486
PMC8431074,34501781,10.3390/ijerph18179193
PMC8508542,34639723,10.3390/ijerph181910426
PMC8472124,34574691,10.3390/ijerph18189770
PMC8346088,34360425,10.3390/ijerph18158134
PMC8393870,34444039,10.3390/ijerph18168287
PMC8394663,34444184,10.3390/ijerph18168437
PMC8345521,34360206,10.3390/ijerph18157912
PMC8345513,34360178,10.3390/ijerph18157886
PMC8346060,34360464,10.3390/ijerph18158171
PMC8346098,34360424,10.3390/ijerph18158135
PMC8307599,34299680,10.3390/ijerph18147234
PMC8307583,34299853,10.3390/ijerph18147404
PMC8306057,34300024,10.3390/ijerph18147573
PMC8727854,33577778,10.1016/j.chest.2021.01.082
PMC8579317,33217419,10.1016/j.chest.2020.11.009
PMC8257502,33288853,10.1038/s41393-020-00591-4
PMC7943418,32647328,10.1038/s41393-020-0514-7
PMC7747162,32126873,10.1177/0271678X20908356
PMC8386605,31944172,10.1080/15548627.2020.1712107
PMC8208114,33978554,10.1080/15384101.2021.1919839
PMC8214628,34148062,10.1038/s41419-021-03908-0
PMC7498590,32943613,10.1038/s41419-020-02993-x
PMC8402764,34452400,10.3390/v13081535
PMC8613230,34819543,10.1038/s41598-021-02072-x
PMC8692308,34934054,10.1038/s41598-021-03158-2
PMC8683485,34921190,10.1038/s41598-021-03475-6
PMC8651694,34876614,10.1038/s41598-021-02729-7
PMC8633014,34848750,10.1038/s41598-021-02352-6
PMC8050268,33859271,10.1038/s41598-021-87614-z
PMC8263737,34234163,10.1038/s41598-021-93241-5
PMC8390693,34446761,10.1038/s41598-021-96569-0
PMC8119959,33986451,10.1038/s41598-021-89766-4
PMC8222247,34162915,10.1038/s41598-021-92191-2
PMC8260713,34230503,10.1038/s41598-021-92670-6
PMC8203722,34127700,10.1038/s41598-021-91734-x
PMC8206084,34131258,10.1038/s41598-021-92040-2
PMC8206117,34131157,10.1038/s41598-021-91618-0
PMC7893166,33603039,10.1038/s41598-021-83072-9
PMC7902604,33623054,10.1038/s41598-021-83056-9
PMC8622737,34833666,10.3390/s21227590
PMC8623456,34833596,10.3390/s21227516
PMC8512101,34640689,10.3390/s21196369
PMC8778537,35057416,10.3390/nu14020236
PMC8706924,34959943,10.3390/nu13124391
PMC8708138,34959810,10.3390/nu13124258
PMC8704793,34959912,10.3390/nu13124359
PMC8538808,34684557,10.3390/nu13103556
PMC7911623,33573133,10.3390/nu13020459
PMC8227713,34070541,10.3390/nu13061799
PMC8718021,34658160,10.1002/jcsm.12828
PMC8242734,34102017,10.1002/jcsm.12739
PMC8289340,34287574,10.1590/1414-431X2020e10514
PMC8602812,34804028,10.3389/fimmu.2021.746151
PMC8420073,34488878,10.1186/s40101-021-00262-0
PMC8404762,34196240,10.1177/19417381211028212
PMC7390624,32694152,10.1242/bio.051581
PMC6659762,31372209,10.12688/f1000research.16326.2
PMC8219271,34211324,10.52082/jssm.2021.310
PMC8219267,34211317,10.52082/jssm.2021.250
PMC8256520,34267578,10.52082/jssm.2021.398
PMC8294966,34337022,10.1155/2021/5540877
PMC8594502,34310502,10.1249/MSS.0000000000002737
PMC7773167,33105400,10.1097/JOM.0000000000002067
PMC7698650,33124965,10.1089/wound.2018.0903
PMC8328370,33465334,10.1513/AnnalsATS.202006-746OC
PMC8470843,34571904,10.3390/cells10092255
PMC8191399,34110721,10.14814/phy2.14916
PMC8100405,33955197,10.14814/phy2.14787
PMC7883830,33587340,10.14814/phy2.14758
PMC7758979,33369253,10.14814/phy2.14650
PMC7673482,33207080,10.14814/phy2.14634
PMC7666775,33190418,10.14814/phy2.14624
PMC7660679,33181002,10.14814/phy2.14618
PMC7556310,33063953,10.14814/phy2.14574
PMC7547585,33038068,10.14814/phy2.14588
PMC8354502,33378577,10.1111/jdi.13490
PMC7884033,33464721,10.1111/acel.13303
PMC8534025,34677347,10.3390/bios11100391
PMC7550559,33046694,10.1038/s41394-020-00346-6
PMC7365525,32072993,10.5935/1518-0557.20190080
PMC7970388,33729454,10.1001/jamacardio.2021.0292
PMC7897842,33605155,10.1177/1479973121993494
PMC8318475,33991175,10.1002/ehf2.13329
PMC8120347,33773098,10.1002/ehf2.13275
PMC8543476,33783141,10.1002/cre2.422
PMC8566025,33860476,10.1055/a-1403-2701
PMC8588223,34770772,10.3390/molecules26216364
PMC8541599,34684154,10.3390/medicina57101117
PMC8466329,34577871,10.3390/medicina57090948
PMC8343121,32565243,10.1016/j.jshs.2020.06.008
PMC8646879,34753208,10.1111/cpf.12734
PMC8297250,34209545,10.3390/ijerph18136945
PMC8297253,34208925,10.3390/ijerph18137002
PMC8217866,34169057,10.3389/fpubh.2021.666019
PMC8151824,34064614,10.3390/nu13051597
PMC7560936,32780251,10.1007/s00421-020-04463-w
PMC7560916,32776219,10.1007/s00421-020-04459-6
PMC8265078,34238308,10.1186/s12970-021-00442-4
PMC8307195,34209610,10.3390/medicina57070673
PMC8296310,34203853,10.3390/ijerph18126474
PMC8296345,34205239,10.3390/ijerph18126593
PMC8200104,34199894,10.3390/ijerph18116062
PMC8235646,34174964,10.1186/s13287-021-02437-z
PMC8186076,34098980,10.1186/s12970-021-00444-2
PMC8214186,34085945,10.2196/26006
PMC8251998,33638918,10.1111/sms.13944
PMC7343795,32641857,10.1038/s41598-020-68155-3
PMC7987537,33742603,10.1016/j.jshs.2018.09.007
PMC8127283,34001168,10.1186/s12970-021-00432-6
PMC7507089,32951313,10.14814/phy2.14586
PMC7476983,32666276,10.1007/s00424-020-02437-7
PMC8196776,34064188,10.3390/ijerph18115535
PMC8048727,33196606,10.1249/MSS.0000000000002560
PMC7335054,32620888,10.1038/s41598-020-67983-7
PMC7968551,33733288,10.1007/s00431-021-04029-8
PMC8108269,32932122,10.1016/j.ptsp.2020.08.013
PMC7983642,33814890,10.46292/sci20-00065
PMC7796862,32918907,10.1016/j.apmr.2020.08.006
PMC7896743,32555022,10.1249/MSS.0000000000002430
PMC7848936,32895118,10.5664/jcsm.8766
PMC8650220,32603753,10.1016/j.pcad.2020.06.012
PMC7686254,33011149,10.1016/j.jand.2020.07.020
PMC5995600,29239992,10.1519/JSC.0000000000002263
PMC7765193,33333771,10.3390/nu12123826
PMC7704731,32866619,10.1016/j.freeradbiomed.2020.08.016
PMC8297535,32841100,10.1177/1358863X20945794
PMC7867583,32975603,10.1007/s00246-020-02465-1
PMC7550339,33046823,10.1038/s41598-020-74240-4
PMC8212165,32962523,10.1080/02640414.2020.1818949
PMC7295712,32435985,10.1007/s00421-020-04390-w
PMC8006730,33609003,10.1002/ehf2.13272
PMC7503202,32936596,10.1249/MSS.0000000000002375
PMC7654699,32790591,10.1152/japplphysiol.00054.2020
PMC8297914,32618359,10.1111/jgs.16657
PMC7517430,32702277,10.1152/japplphysiol.00122.2020
PMC7415561,32430489,10.1158/1535-7163.MCT-19-1016
PMC8162088,34045239,10.1136/bmjresp-2021-000959
PMC7188673,32147668,10.1038/s41416-020-0778-x
PMC7654636,32324473,10.1152/japplphysiol.00185.2019
PMC8384056,32530906,10.1097/QAI.0000000000002353
PMC7585927,31752587,10.1177/0271678X19889089
PMC8332849,33656157,10.36416/1806-3756/e20200134
PMC7359321,32661254,10.1038/s41598-020-68455-8
PMC7502056,32757065,10.1007/s00421-020-04450-1
PMC7322269,32597030,10.14814/phy2.14494
PMC7319946,32592338,10.14814/phy2.14478
PMC7305242,32562377,10.14814/phy2.14471
PMC7422808,32786068,10.14814/phy2.14539
PMC7435037,32812391,10.14814/phy2.14520
PMC7435036,32812353,10.14814/phy2.14551
PMC7919349,33708000,10.52082/jssm.2021.170
PMC7919360,33707989,10.52082/jssm.2021.69
PMC7919361,33707985,10.52082/jssm.2021.45
PMC7919352,33707983,10.52082/jssm.2021.26
PMC7868200,33568904,10.2147/COPD.S285812
PMC6969999,31998426,10.1155/2020/5968189
PMC8156245,34069032,10.3390/ijerph18105229
PMC8157032,34068936,10.3390/ijerph18105212
PMC7181553,32236753,10.1007/s00421-020-04312-w
PMC7181447,32215726,10.1007/s00421-020-04352-2
PMC7181414,32189061,10.1007/s00421-020-04340-6
PMC7181565,32172291,10.1007/s00421-020-04336-2
PMC7272758,32240019,10.1152/japplphysiol.00458.2019
PMC7216432,31951302,10.1634/theoncologist.2019-0777
PMC7886359,32868580,10.1249/MSS.0000000000002502
PMC8117722,32796254,10.1249/MSS.0000000000002487
PMC7984048,33155295,10.1111/sms.13870
PMC7847858,32851499,10.1007/s11695-020-04944-z
PMC7354086,32652803,10.14814/phy2.14457
PMC7419380,32594244,10.1007/s00421-020-04426-1
PMC8070691,33919779,10.3390/nu13041291
PMC7494020,32502253,10.1093/gerona/glaa137
PMC7590038,33080833,10.3390/ijerph17207559
PMC7803447,32735112,10.1249/MSS.0000000000002467
PMC7202988,32378353,10.14814/phy2.14426
PMC7202981,32378338,10.14814/phy2.14409
PMC7186567,32342622,10.14814/phy2.14430
PMC7260200,32472082,10.1038/s41598-020-65770-y
PMC8123303,33922940,10.3390/ijerph18094546
PMC7919081,33648474,10.1186/s12887-021-02566-7
PMC8123612,33926114,10.3390/ijerph18094597
PMC8068973,33918616,10.3390/ijerph18083944
PMC8000862,33806669,10.3390/nu13030841
PMC8001376,33800770,10.3390/nu13030864
PMC8073758,33923545,10.3390/ijerph18084225
PMC8072605,33921694,10.3390/ijerph18084314
PMC7242636,31738927,10.1016/j.chest.2019.10.044
PMC8038296,33918381,10.3390/ijerph18073732
PMC8037712,33915744,10.3390/ijerph18073655
PMC8001752,33799558,10.3390/bios11030077
PMC7778784,33376186,10.1136/bmjopen-2020-045714
PMC7250735,32458557,10.14814/phy2.14450
PMC7243195,32441423,10.14814/phy2.14438
PMC7387993,32766306,10.1155/2020/2608730
PMC7749206,33308820,10.1016/j.jshs.2017.01.001
PMC7749247,33308809,10.1016/j.jshs.2019.02.002
PMC7749253,33308807,10.1016/j.jshs.2019.12.004
PMC7923274,33669882,10.3390/nu13020674
PMC7417731,32618099,10.1111/jcmm.15549
PMC7675617,33239951,
PMC7886944,33048893,10.1097/PHM.0000000000001618
PMC8038464,33916617,10.3390/s21072535
PMC8037243,33915879,10.3390/s21072422
PMC7654058,33168018,10.1186/s12966-020-01045-z
PMC7177172,32323493,10.14814/phy2.14390
PMC7740055,33064812,10.4085/1062-6050-573-19
PMC7913533,33546338,10.3390/ijerph18041395
PMC7276415,32581407,10.18999/nagjms.82.2.281
PMC7959460,33802492,10.3390/s21051748
PMC7849453,33523608,10.14814/phy2.14726
PMC7762398,33297458,10.3390/nu12123758
PMC8051939,33886934,10.31744/einstein_journal/2021AO5940
PMC7922978,33670775,10.3390/ijerph18041984
PMC7922385,33669693,10.3390/ijerph18042025
PMC7802461,33190133,10.1159/000509961
PMC7664948,32520875,10.1249/MSS.0000000000002426
PMC7664951,32472926,10.1249/MSS.0000000000002412
PMC8005185,33810034,10.3390/ijerph18063282
PMC8001899,33809147,10.3390/ijerph18062906
PMC7967764,33804541,10.3390/ijerph18052401
PMC7967258,33803383,10.3390/ijerph18052782
PMC7908148,33498385,10.3390/ijerph18030870
PMC7908534,33498274,10.3390/ijerph18030860
PMC7763460,33322280,10.3390/nu12123797
PMC7767530,33371483,10.3390/nu12123911
PMC7655215,33104519,10.18632/aging.103763
PMC7340634,32488584,10.1007/s00421-020-04397-3
PMC7988786,33356994,10.1152/ajpendo.00534.2020
PMC7680124,33219295,10.1038/s41598-020-77358-7
PMC6985808,31751180,10.1152/japplphysiol.00495.2019
PMC7002243,31899350,10.1016/j.resp.2019.103365
PMC7982266,33767794,10.25122/jml-2020-0054
PMC7606541,33139834,10.1038/s41598-020-76008-2
PMC7690257,33105591,10.3390/nu12113226
PMC7696476,33198320,10.3390/ijms21228531
PMC7580004,33087145,10.1186/s12970-020-00379-0
PMC7487963,32894140,10.1186/s12970-020-00376-3
PMC7268353,32487229,10.1186/s12931-020-01406-z
PMC7221153,32457741,10.3389/fimmu.2020.00757
PMC7730114,33271990,10.3390/s20236878
PMC7310265,32571389,10.1186/s13104-020-05144-9
PMC7189361,32285919,10.1042/BSR20191607
PMC7830104,33467511,10.3390/s21020582
PMC7831286,33536736,10.46292/sci19-00060
PMC7551949,32971774,10.3390/nu12092888
PMC7828502,33451086,10.3390/ijerph18020638
PMC7830455,33467392,10.3390/ijerph18020692
PMC7826948,33440830,10.3390/ijerph18020558
PMC7080869,32189447,10.14814/phy2.14389
PMC7955385,33317366,10.1161/JAHA.120.016850
PMC7466197,32784754,10.3390/medicina56080395
PMC7468719,32784372,10.3390/nu12082372
PMC7288307,32429201,10.3390/genes11050555
PMC7324491,32102847,10.1074/jbc.RA119.011766
PMC7751974,33347512,10.1371/journal.pone.0244412
PMC7468698,32752178,10.3390/nu12082315
PMC7294430,32414192,10.3390/s20102776
PMC7573608,33077727,10.1038/s41598-020-74150-5
PMC7601858,33050174,10.3390/s20205733
PMC7248997,32380738,10.3390/s20092637
PMC7874302,32798233,10.1113/JP280232
PMC6943773,31921484,10.1016/j.jshs.2019.05.001
PMC7400375,32610573,10.3390/nu12071926
PMC7216319,32398114,10.1186/s13047-020-00391-2
PMC7226727,32260327,10.3390/cells9040884
PMC7582344,33027919,10.3390/ijms21197346
PMC7707547,33259511,10.1371/journal.pone.0242738
PMC7285212,32466231,10.3390/nu12051540
PMC7036509,32079440,10.1177/1557988320905251
PMC7170823,32312251,10.1186/s12576-020-00750-5
PMC7829122,33505159,10.2147/IJN.S282200
PMC7763525,33321958,10.3390/ijerph17249250
PMC7494036,31942600,10.1093/gerona/glaa011
PMC7494023,31828289,10.1093/gerona/glz287
PMC7766841,33353067,10.3390/ijerph17249511
PMC7766125,33352863,10.3390/ijerph17249485
PMC7568417,33069257,10.1186/s12984-020-00767-2
PMC7727675,33255278,10.3390/ijerph17238718
PMC7766422,33419381,10.3390/ijerph17249554
PMC7697777,33187067,10.3390/ijerph17228324
PMC7664431,33172145,10.3390/ijerph17218216
PMC6993799,31593494,10.1513/AnnalsATS.201907-500RL
PMC7659479,33105553,10.3390/ijerph17217702
PMC7660207,33113938,10.3390/ijerph17217745
PMC7672576,33147709,10.3390/ijerph17218063
PMC7665126,33182485,10.3390/ijerph17218289
PMC7196756,32390738,
PMC7196744,32390731,
PMC7017104,31947947,10.3390/cells9010121
PMC7710105,33264289,10.1371/journal.pone.0231064
