pmcid,pmid,doi
PMC8834943,35162854,10.3390/ijerph19031830
PMC8543686,34694064,10.14814/phy2.15076
PMC8461211,34558207,10.14814/phy2.15037
PMC8179953,34091726,10.1007/s00392-021-01877-0
PMC8776112,35055699,10.3390/ijerph19020873
PMC8812982,35113899,10.1371/journal.pone.0262779
PMC8750590,35011601,10.3390/cells11010039
PMC8742061,34996984,10.1038/s41598-021-03974-6
PMC8754349,35020757,10.1371/journal.pone.0262507
PMC8254058,34216353,10.1007/s11302-021-09797-4
PMC8505378,34402986,10.1007/s00421-021-04783-5
PMC8505311,34390403,10.1007/s00421-021-04784-4
PMC8505324,34390402,10.1007/s00421-021-04769-3
PMC8505308,34390401,10.1007/s00421-021-04768-4
PMC8505327,34351531,10.1007/s00421-021-04780-8
PMC8505335,34319445,10.1007/s00421-021-04763-9
PMC8505395,34235576,10.1007/s00421-021-04754-w
PMC8416847,34155525,10.1007/s00421-021-04740-2
PMC8416884,34143306,10.1007/s00421-021-04739-9
PMC8416851,34143305,10.1007/s00421-021-04741-1
PMC8785771,32304516,10.1519/JSC.0000000000003549
PMC7305034,31868814,10.1519/JSC.0000000000003452
PMC8794091,35085265,10.1371/journal.pone.0260338
PMC8453576,34019710,10.1002/jnr.24851
PMC8799387,34882029,10.1152/japplphysiol.00629.2021
PMC8490506,34646389,10.7150/thno.63763
PMC8402764,34452400,10.3390/v13081535
PMC8543476,33783141,10.1002/cre2.422
PMC8613230,34819543,10.1038/s41598-021-02072-x
PMC8191399,34110721,10.14814/phy2.14916
PMC8692308,34934054,10.1038/s41598-021-03158-2
PMC8617175,34824208,10.1038/s41398-021-01716-w
PMC8778537,35057416,10.3390/nu14020236
PMC8746757,35010953,10.3390/nu14010078
PMC8714979,34672767,10.1152/japplphysiol.00400.2021
PMC8744745,35010758,10.3390/ijerph19010498
PMC8750492,35010428,10.3390/ijerph19010168
PMC8751078,35010359,10.3390/ijerph19010099
PMC8751188,35010354,10.3390/ijerph19010093
PMC8633014,34848750,10.1038/s41598-021-02352-6
PMC8686825,34749075,10.1016/j.gaitpost.2021.10.027
PMC8436938,34428743,10.18632/aging.203448
PMC8706924,34959943,10.3390/nu13124391
PMC8708138,34959810,10.3390/nu13124258
PMC8704793,34959912,10.3390/nu13124359
PMC8742938,34998424,10.1186/s13104-021-05850-y
PMC8646879,34753208,10.1111/cpf.12734
PMC8100405,33955197,10.14814/phy2.14787
PMC8599157,34804007,10.3389/fimmu.2021.712034
PMC8050876,33849908,10.1136/bjsports-2020-103758
PMC8135251,33847188,10.1177/15459683211005028
PMC8534025,34677347,10.3390/bios11100391
PMC8656668,34886081,10.3390/ijerph182312359
PMC8639706,34857761,10.1038/s41467-021-27381-7
PMC8357778,34080066,10.1007/s00421-021-04719-z
PMC8357751,34003363,10.1007/s00421-021-04712-6
PMC8700839,34948566,10.3390/ijerph182412958
PMC8077120,33904652,10.14814/phy2.14841
PMC8077116,33904648,10.14814/phy2.14750
PMC8077138,33904647,10.14814/phy2.14814
PMC8384222,34428258,10.1371/journal.pone.0256662
PMC7970889,33686100,10.1038/s41598-021-84764-y
PMC8621928,34831820,10.3390/ijerph182212066
PMC8594218,34784926,10.1186/s12970-021-00466-w
PMC8375997,34411164,10.1371/journal.pone.0256258
PMC8260529,33893836,10.1007/s00421-021-04689-2
PMC8192378,33811560,10.1007/s00421-021-04672-x
PMC8192409,33811559,10.1007/s00421-021-04675-8
PMC8192396,33782715,10.1007/s00421-021-04666-9
PMC7897453,33611843,10.14814/phy2.14760
PMC7883830,33587340,10.14814/phy2.14758
PMC8582134,34758817,10.1186/s12947-021-00263-0
PMC7994081,33815657,10.1155/2021/6684568
PMC7882460,33603352,10.2147/COPD.S283005
PMC7868200,33568904,10.2147/COPD.S285812
PMC8554852,34706740,10.1186/s12968-021-00817-1
PMC8237994,33720335,10.1210/endocr/bqab059
PMC8363530,34021488,10.1007/s40279-021-01481-2
PMC8363556,33914281,10.1007/s40279-021-01471-4
PMC7968551,33733288,10.1007/s00431-021-04029-8
PMC7983642,33814890,10.46292/sci20-00065
PMC8074444,33902674,10.1186/s13045-021-01076-4
PMC8379793,34419082,10.1186/s12970-021-00454-0
PMC8144132,33683439,10.1007/s00421-021-04637-0
PMC8622737,34833666,10.3390/s21227590
PMC8623456,34833596,10.3390/s21227516
PMC8583387,34769896,10.3390/ijerph182111378
PMC8583638,34769776,10.3390/ijerph182111258
PMC8580245,34758032,10.1371/journal.pone.0257549
PMC8538808,34684557,10.3390/nu13103556
PMC8541599,34684154,10.3390/medicina57101117
PMC8535879,34682674,10.3390/ijerph182010928
PMC8569541,34673536,10.2196/28124
PMC8525016,34663363,10.1186/s12970-021-00464-y
PMC8512101,34640689,10.3390/s21196369
PMC8508542,34639723,10.3390/ijerph181910426
PMC8496840,34618821,10.1371/journal.pone.0249504
PMC8466329,34577871,10.3390/medicina57090948
PMC8464869,34574765,10.3390/ijerph18189843
PMC8472124,34574691,10.3390/ijerph18189770
PMC8466982,34574408,10.3390/ijerph18189486
PMC8461976,34556146,10.1186/s12966-021-01199-4
PMC8459986,34555041,10.1371/journal.pone.0255952
PMC8451113,34538250,10.1186/s40659-021-00354-2
PMC8432818,34506548,10.1371/journal.pone.0257124
PMC8431074,34501781,10.3390/ijerph18179193
PMC8416979,34490179,10.3389/fpubh.2021.671782
PMC8390693,34446761,10.1038/s41598-021-96569-0
PMC8393863,34444612,10.3390/ijerph18168865
PMC8391137,34444259,10.3390/ijerph18168510
PMC8394663,34444184,10.3390/ijerph18168437
PMC8393870,34444039,10.3390/ijerph18168287
PMC8383420,34425788,10.1186/s12877-021-02401-9
PMC8296298,34398001,10.1097/MD.0000000000026269
PMC8354291,34373301,10.1136/bmjopen-2020-047642
PMC8351958,34370751,10.1371/journal.pone.0243404
PMC8346060,34360464,10.3390/ijerph18158171
PMC8346088,34360425,10.3390/ijerph18158134
PMC8346098,34360424,10.3390/ijerph18158135
PMC8345676,34360329,10.3390/ijerph18158036
PMC8345521,34360206,10.3390/ijerph18157912
PMC8345513,34360178,10.3390/ijerph18157886
PMC8328339,34339475,10.1371/journal.pone.0255308
PMC8306057,34300024,10.3390/ijerph18147573
PMC8307583,34299853,10.3390/ijerph18147404
PMC8307599,34299680,10.3390/ijerph18147234
PMC8289340,34287574,10.1590/1414-431X2020e10514
PMC8284656,34270614,10.1371/journal.pone.0254888
PMC8256520,34267578,10.52082/jssm.2021.398
PMC8265078,34238308,10.1186/s12970-021-00442-4
PMC8219271,34211324,10.52082/jssm.2021.310
PMC8219267,34211317,10.52082/jssm.2021.250
PMC8295852,34209901,10.3390/ijerph18136974
PMC8297250,34209545,10.3390/ijerph18136945
PMC8297253,34208925,10.3390/ijerph18137002
PMC8296434,34207239,10.3390/ijerph18126571
PMC8296345,34205239,10.3390/ijerph18126593
PMC8296310,34203853,10.3390/ijerph18126474
PMC8200104,34199894,10.3390/ijerph18116062
PMC8217866,34169057,10.3389/fpubh.2021.666019
PMC8222247,34162915,10.1038/s41598-021-92191-2
PMC8256322,34156335,10.3310/hta25400
PMC8158670,34133657,10.6061/clinics/2021/e2550
PMC8206084,34131258,10.1038/s41598-021-92040-2
PMC8206117,34131157,10.1038/s41598-021-91618-0
PMC8203722,34127700,10.1038/s41598-021-91734-x
PMC8204562,34127014,10.1186/s12970-021-00451-3
PMC8196442,34118958,10.1186/s12984-021-00882-8
PMC8187710,34103623,10.1038/s41598-021-91565-w
PMC8242734,34102017,10.1002/jcsm.12739
PMC8186076,34098980,10.1186/s12970-021-00444-2
PMC8214186,34085945,10.2196/26006
PMC8227713,34070541,10.3390/nu13061799
PMC8157032,34068936,10.3390/ijerph18105212
PMC8151824,34064614,10.3390/nu13051597
PMC8196776,34064188,10.3390/ijerph18115535
PMC8160181,34045613,10.1038/s41598-021-90834-y
PMC8162088,34045239,10.1136/bmjresp-2021-000959
PMC8325611,34043471,10.1152/japplphysiol.00185.2021
PMC8154888,34040080,10.1038/s41598-021-90418-w
PMC8127283,34001168,10.1186/s12970-021-00432-6
PMC8119959,33986451,10.1038/s41598-021-89766-4
PMC8325607,33982590,10.1152/japplphysiol.01029.2020
PMC8403213,33960825,10.1089/acm.2020.0458
PMC8124559,33946255,10.3390/ijerph18094795
PMC8318425,33932128,10.1002/ehf2.13342
PMC8082830,33926400,10.1186/s12887-021-02681-5
PMC8123612,33926114,10.3390/ijerph18094597
PMC8073758,33923545,10.3390/ijerph18084225
PMC8123303,33922940,10.3390/ijerph18094546
PMC8072605,33921694,10.3390/ijerph18084314
PMC8068973,33918616,10.3390/ijerph18083944
PMC8038296,33918381,10.3390/ijerph18073732
PMC8037243,33915879,10.3390/s21072422
PMC8037712,33915744,10.3390/ijerph18073655
PMC8360023,33899971,10.1111/sms.13975
PMC8051939,33886934,10.31744/einstein_journal/2021AO5940
PMC8566025,33860476,10.1055/a-1403-2701
PMC8040419,33859520,10.7150/ijms.55633
PMC8001899,33809147,10.3390/ijerph18062906
PMC8005046,33806822,10.3390/nu13031033
PMC8000862,33806669,10.3390/nu13030841
PMC7967764,33804541,10.3390/ijerph18052401
PMC7967258,33803383,10.3390/ijerph18052782
PMC7959460,33802492,10.3390/s21051748
PMC8037739,33801649,10.3390/ijerph18073484
PMC8001376,33800770,10.3390/nu13030864
PMC7967409,33800004,10.3390/ijerph18052687
PMC8001752,33799558,10.3390/bios11030077
PMC8120347,33773098,10.1002/ehf2.13275
PMC7982266,33767794,10.25122/jml-2020-0054
PMC8120350,33742556,10.1002/ehf2.13219
PMC7959157,33729393,10.1590/1414-431X202010693
PMC8144119,33712869,10.1007/s00421-021-04601-y
PMC7959216,33712485,10.1136/openhrt-2020-001487
PMC7919349,33708000,10.52082/jssm.2021.170
PMC7919360,33707989,10.52082/jssm.2021.69
PMC7919352,33707983,10.52082/jssm.2021.26
PMC8144128,33704547,10.1007/s00421-021-04643-2
PMC8144153,33677693,10.1007/s00421-021-04642-3
PMC7922978,33670775,10.3390/ijerph18041984
PMC7923274,33669882,10.3390/nu13020674
PMC7922385,33669693,10.3390/ijerph18042025
PMC7932070,33661958,10.1371/journal.pone.0247576
PMC8332849,33656157,10.36416/1806-3756/e20200134
PMC8144163,33646425,10.1007/s00421-021-04626-3
PMC8251998,33638918,10.1111/sms.13944
PMC7902604,33623054,10.1038/s41598-021-83056-9
PMC7897842,33605155,10.1177/1479973121993494
PMC8064983,33598762,10.1007/s00421-021-04611-w
PMC7888616,33596256,10.1371/journal.pone.0247057
PMC7881114,33579900,10.1038/s41398-021-01215-y
PMC7878772,33574480,10.1038/s41598-021-83293-y
PMC7911623,33573133,10.3390/nu13020459
PMC8047922,33570804,10.1111/apha.13625
PMC7877025,33568188,10.1186/s12966-021-01096-w
PMC7913533,33546338,10.3390/ijerph18041395
PMC7566467,32857105,10.1093/gerona/glaa214
PMC7831286,33536736,10.46292/sci19-00060
PMC7474749,32908933,10.1155/2020/1472514
PMC7387993,32766306,10.1155/2020/2608730
PMC8004550,32750964,10.1109/JBHI.2020.3009903
PMC7886944,33048893,10.1097/PHM.0000000000001618
PMC8117722,32796254,10.1249/MSS.0000000000002487
PMC7864870,33099664,10.1007/s00421-020-04536-w
PMC8108269,32932122,10.1016/j.ptsp.2020.08.013
PMC7796862,32918907,10.1016/j.apmr.2020.08.006
PMC7896743,32555022,10.1249/MSS.0000000000002430
PMC7848936,32895118,10.5664/jcsm.8766
PMC7908148,33498385,10.3390/ijerph18030870
PMC7908534,33498274,10.3390/ijerph18030860
PMC7820350,33479374,10.1038/s41598-021-81565-1
PMC7831303,33477587,10.3390/ijerph18020777
PMC7831009,33477427,10.3390/ijms22020896
PMC7830104,33467511,10.3390/s21020582
PMC7830131,33467423,10.3390/nu13010233
PMC8328370,33465334,10.1513/AnnalsATS.202006-746OC
PMC7884033,33464721,10.1111/acel.13303
PMC7804984,33418140,10.1016/j.redox.2020.101852
PMC7792284,33413459,10.1186/s12970-020-00400-6
PMC7758979,33369253,10.14814/phy2.14650
PMC7892684,33355713,10.1007/s00421-020-04572-6
PMC7984293,33249618,10.1111/sms.13894
PMC8111984,33197031,10.1007/978-1-0716-1028-2_27
PMC8048727,33196606,10.1249/MSS.0000000000002560
PMC7984048,33155295,10.1111/sms.13870
PMC7773167,33105400,10.1097/JOM.0000000000002067
PMC7862540,33098020,10.1007/s00421-020-04535-x
PMC8627109,32996304,10.23736/S0026-4725.20.05295-0
PMC8212165,32962523,10.1080/02640414.2020.1818949
PMC7952466,32918488,10.1002/jor.24856
PMC7854955,32908194,10.1038/s41393-020-00548-7
PMC7847858,32851499,10.1007/s11695-020-04944-z
PMC7943418,32647328,10.1038/s41393-020-0514-7
PMC8343121,32565243,10.1016/j.jshs.2020.06.008
PMC7647960,32383352,10.1002/pmrj.12401
PMC8477928,32043944,10.1080/10790268.2020.1722935
PMC8428944,31909474,10.5603/CJ.a2019.0110
PMC7766422,33419381,10.3390/ijerph17249554
PMC8092150,33380582,10.4103/2045-9912.304223
PMC8092152,33380581,10.4103/2045-9912.304222
PMC7778784,33376186,10.1136/bmjopen-2020-045714
PMC7767530,33371483,10.3390/nu12123911
PMC7766841,33353067,10.3390/ijerph17249511
PMC7766125,33352863,10.3390/ijerph17249485
PMC7766833,33348847,10.3390/nu12123866
PMC7765193,33333771,10.3390/nu12123826
PMC7763460,33322280,10.3390/nu12123797
PMC7763525,33321958,10.3390/ijerph17249250
PMC7749247,33308809,10.1016/j.jshs.2019.02.002
PMC7724792,33298105,10.1186/s12970-020-00392-3
PMC7724719,33298104,10.1186/s12970-020-00384-3
PMC7762398,33297458,10.3390/nu12123758
PMC7730114,33271990,10.3390/s20236878
PMC7710124,33264298,10.1371/journal.pone.0235024
PMC7707547,33259511,10.1371/journal.pone.0242738
PMC7727675,33255278,10.3390/ijerph17238718
PMC7689649,33243160,10.1186/s12882-020-02177-x
PMC7673482,33207080,10.14814/phy2.14634
PMC7696476,33198320,10.3390/ijms21228531
PMC7666775,33190418,10.14814/phy2.14624
PMC7802461,33190133,10.1159/000509961
PMC7697777,33187067,10.3390/ijerph17228324
PMC7665825,33186393,10.1371/journal.pone.0242439
PMC7665126,33182485,10.3390/ijerph17218289
PMC7657517,33175904,10.1371/journal.pone.0242136
PMC7664431,33172145,10.3390/ijerph17218216
PMC7654058,33168018,10.1186/s12966-020-01045-z
PMC7648946,33160382,10.1186/s12967-020-02592-6
PMC7606541,33139834,10.1038/s41598-020-76008-2
PMC7660207,33113938,10.3390/ijerph17217745
PMC7690257,33105591,10.3390/nu12113226
PMC7655215,33104519,10.18632/aging.103763
PMC7545350,33101190,10.3389/fendo.2020.512365
PMC7589610,33096792,10.3390/ijerph17207689
PMC7939459,33087445,10.1074/jbc.RA120.013716
PMC7580004,33087145,10.1186/s12970-020-00379-0
PMC7590016,33086469,10.3390/ijerph17207579
PMC7590038,33080833,10.3390/ijerph17207559
PMC7556310,33063953,10.14814/phy2.14574
PMC7562913,33060749,10.1038/s41598-020-74557-0
PMC7601858,33050174,10.3390/s20205733
PMC7550339,33046823,10.1038/s41598-020-74240-4
PMC7550559,33046694,10.1038/s41394-020-00346-6
PMC7549205,33040733,10.1186/s12968-020-00664-6
PMC7547585,33038068,10.14814/phy2.14588
PMC7546626,33033314,10.1038/s41598-020-73823-5
PMC7552104,33032073,10.1016/j.redox.2020.101736
PMC7544064,33031457,10.1371/journal.pone.0240099
PMC7538888,33024098,10.1038/s41467-020-18737-6
PMC7579306,33023128,10.3390/ijerph17197215
PMC7579509,33022918,10.3390/ijerph17197233
PMC7686254,33011149,10.1016/j.jand.2020.07.020
PMC8086628,33004705,10.4103/2045-9912.296038
PMC7694678,32997435,10.1111/mpp.12993
PMC7551949,32971774,10.3390/nu12092888
PMC7560093,32967151,10.3390/ijerph17186885
PMC7508371,32960920,10.1371/journal.pone.0239463
PMC7507089,32951313,10.14814/phy2.14586
PMC7560087,32947980,10.3390/ijerph17186749
PMC7551961,32947920,10.3390/nu12092832
PMC7559729,32933179,10.3390/ijerph17186668
PMC7592160,32931412,10.2450/2020.0087-20
PMC7674349,32918588,10.1007/s00421-020-04477-4
PMC7559843,32916939,10.3390/ijerph17186563
PMC7485839,32915796,10.1371/journal.pone.0238051
PMC7570584,32906794,10.3390/s20185088
PMC7487963,32894140,10.1186/s12970-020-00376-3
PMC7674321,32892320,10.1007/s00421-020-04487-2
PMC7756275,32889736,10.1111/jfb.14519
PMC7473550,32886730,10.1371/journal.pone.0238863
PMC7503988,32878259,10.3390/ijerph17176352
PMC7789962,32877237,10.1152/ajpregu.00127.2020
PMC7503944,32872427,10.3390/ijerph17176294
PMC7504314,32867179,10.3390/ijerph17176226
PMC7704731,32866619,10.1016/j.freeradbiomed.2020.08.016
PMC7503696,32859029,10.3390/ijerph17176196
PMC7457274,32854688,10.1186/s12888-020-02827-2
PMC8297535,32841100,10.1177/1358863X20945794
PMC7469612,32835596,10.1080/21623945.2020.1807850
PMC7642888,32830535,10.1152/ajprenal.00049.2020
PMC7551544,32825157,10.3390/nu12092508
PMC7459626,32824531,10.3390/ijerph17165962
PMC7437350,32813332,10.1002/prp2.643
PMC7435036,32812353,10.14814/phy2.14551
PMC7437074,32811426,10.1186/s12872-020-01661-4
PMC7874302,32798233,10.1113/JP280232
PMC7654699,32790591,10.1152/japplphysiol.00054.2020
PMC7422808,32786068,10.14814/phy2.14539
PMC7466197,32784754,10.3390/medicina56080395
PMC7459907,32784446,10.3390/ijerph17165743
PMC7418989,32780739,10.1371/journal.pone.0237010
PMC7560916,32776219,10.1007/s00421-020-04459-6
PMC7415152,32770138,10.1038/s41598-020-69660-1
PMC7387991,32765807,10.1155/2020/5041791
PMC7410327,32760167,10.1371/journal.pone.0237388
PMC7502056,32757065,10.1007/s00421-020-04450-1
PMC7468698,32752178,10.3390/nu12082315
PMC7432021,32751204,10.3390/ijerph17155465
PMC7398532,32745112,10.1371/journal.pone.0237027
PMC7468746,32722454,10.3390/nu12082223
PMC7382077,32711541,10.1186/s12970-020-00365-6
PMC7404011,32706725,10.2196/15331
PMC7376855,32703216,10.1186/s12970-020-00369-2
PMC7517430,32702277,10.1152/japplphysiol.00122.2020
PMC7400084,32698542,10.3390/ijerph17145239
PMC7509256,32697652,10.1152/ajpregu.00126.2020
PMC7390624,32694152,10.1242/bio.051581
PMC7399937,32679757,10.3390/ijerph17145103
PMC7363089,32667941,10.1371/journal.pone.0236102
PMC7476983,32666276,10.1007/s00424-020-02437-7
PMC7360193,32664120,10.1097/MD.0000000000021058
PMC7359321,32661254,10.1038/s41598-020-68455-8
PMC7359009,32660566,10.1186/s12970-020-00366-5
PMC7354086,32652803,10.14814/phy2.14457
PMC7343795,32641857,10.1038/s41598-020-68155-3
PMC7370091,32640755,10.3390/ijerph17134876
PMC7369883,32635515,10.3390/ijerph17134825
PMC7369748,32635507,10.3390/ijerph17134824
PMC7337348,32628697,10.1371/journal.pone.0235567
PMC7109581,32258106,10.1155/2020/2073803
PMC8515831,31524783,10.1519/JSC.0000000000003268
PMC7033257,32080237,10.1038/s41598-020-59430-4
PMC7335054,32620888,10.1038/s41598-020-67983-7
PMC7400375,32610573,10.3390/nu12071926
PMC7369875,32605106,10.3390/ijerph17134636
PMC7647941,32604218,10.1097/HCR.0000000000000507
PMC8650220,32603753,10.1016/j.pcad.2020.06.012
PMC7325539,32597335,10.1177/1745506520932372
PMC7322269,32597030,10.14814/phy2.14494
PMC7419380,32594244,10.1007/s00421-020-04426-1
PMC7319946,32592338,10.14814/phy2.14478
PMC7328162,32591340,10.1242/jeb.220962
PMC7276415,32581407,10.18999/nagjms.82.2.281
PMC7310265,32571389,10.1186/s13104-020-05144-9
PMC7353445,32570892,10.3390/nu12061821
PMC7540169,32557872,10.1111/jpn.13391
PMC7344824,32545655,10.3390/ijerph17124215
PMC7312943,32545365,10.3390/ijerph17114174
PMC8384056,32530906,10.1097/QAI.0000000000002353
PMC7289625,32526771,10.1371/journal.pone.0234507
PMC7336856,32516564,10.1098/rsbl.2020.0078
PMC7279979,32512646,10.14814/phy2.14473
PMC7321369,32498456,10.3390/molecules25112589
PMC7312909,32498373,10.3390/ijerph17113943
PMC7268479,32493387,10.1186/s12970-020-00357-6
PMC7312918,32485945,10.3390/ijerph17113865
PMC7704799,32473379,10.1016/j.cardfail.2020.05.014
PMC7260200,32472082,10.1038/s41598-020-65770-y
PMC7285212,32466231,10.3390/nu12051540
PMC7250735,32458557,10.14814/phy2.14450
PMC7277742,32456306,10.3390/ijerph17103699
PMC7277239,32456166,10.3390/ijerph17103681
PMC7242220,32444152,10.1016/j.jshs.2019.11.005
PMC7243195,32441423,10.14814/phy2.14438
PMC7243200,32441408,10.14814/phy2.14442
PMC7295712,32435985,10.1007/s00421-020-04390-w
PMC7415561,32430489,10.1158/1535-7163.MCT-19-1016
PMC7288307,32429201,10.3390/genes11050555
PMC7277656,32429061,10.3390/ijerph17103443
PMC7294430,32414192,10.3390/s20102776
PMC7246857,32397675,10.3390/ijerph17093317
PMC7246431,32397268,10.3390/ijms21093338
PMC7217474,32396576,10.1371/journal.pone.0226313
PMC7497450,32388667,10.1007/s00246-020-02359-2
PMC7206089,32382067,10.1038/s41598-020-64395-5
PMC7202988,32378353,10.14814/phy2.14426
PMC7202981,32378338,10.14814/phy2.14409
PMC7246952,32375328,10.3390/ijerph17093190
PMC7198543,32366855,10.1038/s41419-020-2499-8
PMC7171644,32351999,10.1155/2020/5753623
PMC7213860,32345698,10.1136/bmjopen-2019-034610
PMC7181669,32332852,10.1038/s42003-020-0918-0
PMC7654636,32324473,10.1152/japplphysiol.00185.2019
PMC7177172,32323493,10.14814/phy2.14390
PMC7230399,32316168,10.3390/medicina56040184
PMC7173853,32315330,10.1371/journal.pone.0231643
PMC7170823,32312251,10.1186/s12576-020-00750-5
PMC7199179,32303532,10.1136/bmjdrc-2020-001245
PMC7156678,32286408,10.1038/s41598-020-63297-w
PMC7144051,32272973,10.1186/s12970-020-00347-8
PMC7108817,32267367,10.31744/einstein_journal/2020AO5256
PMC7138828,32265443,10.1038/s41467-020-15589-y
PMC7357721,32255504,10.1111/ane.13250
PMC7220790,32243378,10.1097/MD.0000000000019586
PMC7272758,32240019,10.1152/japplphysiol.00458.2019
PMC7272751,32240016,10.1152/japplphysiol.00781.2019
PMC7181553,32236753,10.1007/s00421-020-04312-w
PMC7112189,32236147,10.1371/journal.pone.0230917
PMC7250807,32232604,10.1007/s10484-020-09456-1
PMC7177322,32231130,10.3390/ijms21072350
PMC7274861,32216531,10.1161/CIRCRESAHA.120.316443
PMC7181447,32215726,10.1007/s00421-020-04352-2
PMC7142514,32210037,10.3390/ijerph17062126
PMC7080869,32189447,10.14814/phy2.14389
PMC7181414,32189061,10.1007/s00421-020-04340-6
PMC7143158,32188027,10.3390/ijerph17061934
PMC7077989,32180546,10.7554/eLife.51845
PMC7546976,32173766,10.1007/s00520-020-05407-y
PMC7181565,32172291,10.1007/s00421-020-04336-2
PMC7069417,32163443,10.1371/journal.pone.0229466
PMC7052297,32158446,10.3389/fimmu.2020.00152
PMC7062717,32152432,10.1038/s41598-020-61199-5
PMC7146607,32143278,10.3390/nu12030688
PMC7146300,32121011,10.3390/nu12030635
PMC7146389,32110986,10.3390/nu12030614
PMC7085788,32110939,10.3390/s20051268
PMC7042191,32100119,10.1007/s00395-020-0778-2
PMC7387166,32081480,10.1016/j.jvs.2019.09.057
PMC7036509,32079440,10.1177/1557988320905251
PMC7023889,32061183,10.14814/phy2.14355
PMC7023709,32059691,10.1186/s13063-019-3923-1
PMC7068562,32059577,10.3390/ijerph17041161
PMC7071177,32050648,10.3390/nu12020442
PMC7071243,32046330,10.3390/nu12020434
PMC7037622,32041164,10.3390/ijerph17031026
PMC7006926,32032358,10.1371/journal.pone.0218228
PMC7299756,32028458,10.1249/MSS.0000000000002273
PMC7001924,32023296,10.1371/journal.pone.0228333
PMC7000674,32020007,10.1038/s41598-020-58791-0
PMC7037344,32019079,10.3390/ijerph17030861
PMC7035516,32015131,10.1073/pnas.1912313117
PMC6992743,32001789,10.1038/s41598-020-58492-8
PMC6989498,31996732,10.1038/s41598-020-58253-7
PMC6978516,31974344,10.1038/s41419-020-2253-2
PMC7082335,31969684,10.1038/s41396-020-0586-6
PMC6975092,31969132,10.1186/s12883-020-1611-0
PMC6972947,31965015,10.1038/s41598-020-57842-w
PMC6971325,31960629,10.14814/phy2.14342
PMC6971972,31959202,10.1186/s12970-020-0337-0
PMC7384182,31955429,10.1002/jimd.12217
PMC6965149,31949174,10.1038/s41598-019-56698-z
PMC8386605,31944172,10.1080/15548627.2020.1712107
PMC7494036,31942600,10.1093/gerona/glaa011
PMC7019716,31936727,10.3390/nu12010193
PMC6989571,31925520,10.1007/s00421-020-04300-0
PMC6943773,31921484,10.1016/j.jshs.2019.05.001
PMC6953153,31918720,10.1186/s12970-020-0335-2
PMC6950791,31914965,10.1186/s12889-019-8067-4
PMC6984780,31894256,10.3892/ijmm.2019.4435
PMC7144488,31883278,10.1002/clc.23324
PMC7067548,31858120,10.1210/clinem/dgz286
PMC7052603,31850819,10.1152/ajpregu.00291.2019
PMC6989574,31820103,10.1007/s00421-019-04275-7
PMC7163369,31782534,10.1111/bcp.14189
PMC7103502,31778659,10.1016/j.apmr.2019.10.187
PMC6969867,31776696,10.1007/s00421-019-04266-8
PMC6904832,31765888,10.1016/j.redox.2019.101375
PMC7027737,31755166,10.1111/sms.13603
PMC7585927,31752587,10.1177/0271678X19889089
PMC7242636,31738927,10.1016/j.chest.2019.10.044
PMC7986898,31705661,10.1113/JP279077
PMC7442492,31647603,10.1002/hipo.23169
PMC6993799,31593494,10.1513/AnnalsATS.201907-500RL
PMC7034367,31592978,10.1249/MSS.0000000000002182
PMC7038571,31545103,10.1089/g4h.2019.0001
PMC7057798,31511399,10.1136/vr.104684
PMC7501596,31445826,10.1016/j.jvs.2019.04.493
PMC7351960,31375458,10.1016/j.bjpt.2019.07.002
PMC6923712,31242053,10.1177/2047487319859975
PMC7232124,31237951,10.1093/jmcb/mjz053
PMC6999619,31184563,10.1080/15548627.2019.1628537
PMC6984592,30990365,10.1080/15548627.2019.1607686
PMC5995600,29239992,10.1519/JSC.0000000000002263
PMC6511083,30850441,10.1212/WNL.0000000000007265
PMC6791235,31663002,10.1155/2019/9647964
PMC6662951,29371223,10.1136/bjsports-2017-097885
PMC6463570,31057965,10.1155/2019/1090982
PMC6504339,31045769,10.1097/MD.0000000000015317
PMC6398013,30911346,10.1155/2019/5134360
PMC6300395,30247564,10.1093/jbcr/iry051
PMC6858397,31624950,10.1007/s00421-019-04241-3
PMC6962606,31556836,10.1152/japplphysiol.00223.2019
PMC6743747,31548792,10.1310/sci19-00042
PMC6675650,31192458,10.1113/JP277725
PMC6589923,30155903,10.1111/aor.13349
PMC6902704,31361970,10.1096/fj.201900690R
PMC8030525,31638321,10.1111/jch.13717
PMC6794243,31506708,10.1007/s00221-019-05646-4
PMC6934878,31883232,10.14814/phy2.14325
PMC6928244,31872558,10.14814/phy2.14313
PMC6913985,31841537,10.1371/journal.pone.0226290
PMC6885272,31827687,10.1155/2019/6239058
PMC6895242,31804565,10.1038/s41598-019-54912-6
PMC6876877,31765432,10.1371/journal.pone.0225803
PMC6874314,31756238,10.1371/journal.pone.0225568
PMC6854110,31724342,10.14814/phy2.14283
PMC6851604,31711299,10.1177/1479973119887965
PMC7200288,31698337,10.1123/jpah.2019-0261
PMC6837421,31697742,10.1371/journal.pone.0224948
PMC6989300,31696666,10.1002/ehf2.12520
PMC6901428,31691930,10.1007/s40279-019-01164-z
PMC6945245,31676389,10.1016/j.ebiom.2019.10.017
PMC6819466,31665070,10.1186/s12970-019-0318-3
PMC6778904,31662969,10.1155/2019/1287506
PMC6893764,31661850,10.3390/nu11112592
