pmcid,pmid,doi
PMC6786571,31600297,10.1371/journal.pone.0223576
PMC1025189,1467030,10.1136/hrt.68.11.469
PMC1332237,8808540,10.1136/bjsm.29.4.255
PMC1746102,11413349,10.1136/thorax.56.7.519
PMC2342529,12527743,10.1113/jphysiol.2002.030338
PMC1725175,15793075,10.1136/bjsm.2004.012393
PMC2577536,16556790,10.1136/bjsm.2005.023044
PMC3040511,17689963,10.1016/j.gaitpost.2007.07.001
PMC3214275,18413421,10.1210/jc.2008-0368
PMC2896923,20507554,10.1186/1550-2783-7-22
PMC3195479,21881206,10.1172/JCI58662
PMC3153216,22069603,10.3390/toxins2040632
PMC3472460,22805345,10.1152/physiolgenomics.00060.2012
PMC3588685,23486008,10.2478/v10078-012-0081-x
PMC3995680,24755646,10.1371/journal.pone.0094940
PMC4366200,25789625,10.1371/journal.pone.0122260
PMC4406555,25901952,10.1371/journal.pone.0124023
PMC4506616,26187632,10.1186/s13023-015-0303-0
PMC5729727,27075360,10.1177/1479972316643699
PMC4771110,27293752,10.1093/conphys/cov073
PMC5362555,27295193,10.1007/8904_2016_553
PMC5331772,28255324,10.4103/1735-1995.193507
PMC5440396,28533519,10.1038/s41598-017-01530-9
PMC6162985,30279940,10.2478/hukin-2018-0005
PMC6210856,30322094,10.3390/jcm7100347
PMC6476766,31031943,10.1002/ece3.5080
PMC2796143,20023046,10.1093/eurjhf/hfp168
PMC6563963,31194748,10.1371/journal.pone.0217491
PMC7382077,32711541,10.1186/s12970-020-00365-6
PMC7437350,32813332,10.1002/prp2.643
PMC2465234,17178775,10.1136/bjsm.2006.031310
PMC8085176,33914197,10.1186/s40798-021-00319-5
PMC8297353,34199101,10.3390/ijerph18136906
PMC8362801,34393819,10.3389/fphys.2021.695950
PMC8920010,34967799,10.1249/MSS.0000000000002835
PMC434422,11795476,10.1379/1466-1268(2001)006<0386:eishih>2.0.co;2
PMC8998696,35409073,10.3390/ijms23073713
PMC8996429,35410178,10.1186/s12887-022-03257-7
PMC9014408,35435465,10.1007/s00421-022-04942-2
PMC3767643,24040200,10.1371/journal.pone.0074182
PMC5507866,28701720,10.1038/s41598-017-05583-8
PMC6471929,30909563,10.3390/nu11030690
PMC6843695,31615052,10.3390/ijerph16203889
PMC6819312,31708796,10.3389/fphys.2019.01328
PMC7760816,33260915,10.3390/antiox9121189
PMC8154888,34040080,10.1038/s41598-021-90418-w
PMC8357778,34080066,10.1007/s00421-021-04719-z
PMC8982257,35391958,10.3389/fpsyg.2022.825738
PMC1564339,9117103,10.1038/sj.bjp.0700861
PMC2579475,16864569,10.1136/bjsm.2005.024596
PMC2485232,18341680,10.1111/j.1365-2125.2008.03144.x
PMC2644031,18401467,10.1016/s0828-282x(08)70176-4
PMC2500186,18714372,10.1371/journal.pone.0002996
PMC3647689,21215309,10.1016/j.freeradbiomed.2010.12.035
PMC3175468,21871113,10.1186/1471-2458-11-671
PMC3396749,22495802,10.1097/JCN.0b013e31824af587
PMC3342449,22592277,10.1249/MSS.0b013e3182444c4b
PMC3967193,24667134,10.3390/nu6031273
PMC1976551,17895968,10.1371/journal.pone.0000927
PMC3988092,24736588,10.1371/journal.pone.0094930
PMC4436983,25814638,10.1152/japplphysiol.00932.2014
PMC5043084,27695629,10.3831/KPI.2016.19.021
PMC5340620,28104245,10.1016/j.jbiomech.2017.01.007
PMC5441377,28481126,10.1080/03009734.2017.1317886
PMC5480137,28637495,10.1186/s40101-017-0141-y
PMC5628355,29021704,10.1016/j.jgr.2016.11.005
PMC6834191,31601020,10.3390/ijms20204995
PMC6935733,31893273,10.5606/tftrd.2019.3078
PMC6957599,31932999,10.1186/s40798-019-0228-6
PMC7142514,32210037,10.3390/ijerph17062126
PMC7862708,33551839,10.3389/fphys.2020.613151
PMC7983642,33814890,10.46292/sci20-00065
PMC8071399,33921105,10.3390/ijerph18084207
PMC8375997,34411164,10.1371/journal.pone.0256258
PMC8702792,34988476,10.1016/j.jaccao.2021.08.010
PMC4286519,25003779,10.1249/MSS.0000000000000434
PMC4612379,25167867,10.1093/gerona/glu134
PMC5063266,27761168,10.1016/j.joa.2015.09.001
PMC6031316,29636411,10.1242/jeb.173187
PMC7052704,32148580,10.2478/hukin-2019-0120
PMC8548758,34721071,10.3389/fphys.2021.747781
PMC2290707,12456846,10.1113/jphysiol.2002.029108
PMC1724599,12547743,10.1136/bjsm.37.1.50
PMC1724706,14665601,10.1136/bjsm.37.6.550
PMC1665296,15297577,10.1113/jphysiol.2004.071373
PMC1464755,15878951,10.1113/jphysiol.2005.085043
PMC7037693,16373444,10.1152/japplphysiol.01336.2005
PMC2277242,17584832,10.1113/jphysiol.2007.132837
PMC3001837,21731204,10.1007/s12291-010-0059-1
PMC2922296,20682072,10.1186/1743-7075-7-65
PMC4169338,24800719,10.1097/PHM.0000000000000108
PMC4395407,25875746,10.1371/journal.pone.0124180
PMC4566409,26053283,10.1513/AnnalsATS.201410-470OC
PMC4574739,26378914,10.1371/journal.pone.0138175
PMC4698441,26514619,10.1152/japplphysiol.00582.2015
PMC4789087,26827898,10.1016/j.yjmcc.2016.01.023
PMC4995230,27747788,10.1186/s40798-016-0057-9
PMC5994755,29627740,10.1016/j.atherosclerosis.2018.03.037
PMC6450040,30984754,10.3389/fbioe.2019.00067
PMC6458267,31019470,10.3389/fphys.2019.00373
PMC6788712,31603948,10.1371/journal.pone.0223907
PMC6851604,31711299,10.1177/1479973119887965
PMC7647960,32383352,10.1002/pmrj.12401
PMC7544064,33031457,10.1371/journal.pone.0240099
PMC7739721,33345090,10.3389/fspor.2020.00100
PMC9068554,33722758,10.1016/j.jshs.2021.03.003
PMC9074988,33752242,10.1093/cvr/cvab112
PMC8505324,34390402,10.1007/s00421-021-04769-3
PMC8377605,34410322,10.1001/jamaoncol.2021.3067
PMC8538808,34684557,10.3390/nu13103556
PMC3656435,23412900,10.1152/japplphysiol.00765.2012
PMC3925942,22700537,10.2522/ptj.20110310
PMC3733956,23940722,10.1371/journal.pone.0071219
PMC4465952,26082869,10.7717/peerj.957
PMC5304099,28210472,10.15171/jcvtr.2016.33
PMC5587703,28878215,10.1038/s41598-017-06975-6
PMC6176070,30333794,10.3389/fendo.2018.00585
PMC8129126,34001851,10.1038/s41392-021-00594-4
PMC8378271,34421638,10.3389/fphys.2021.700620
PMC2231307,9824726,10.1111/j.1469-7793.1998.895ba.x
PMC1724782,15039242,10.1136/bjsm.2002.000158
PMC2039810,17661069,10.1007/s00421-007-0519-3
PMC2732568,19337745,10.1007/s00421-009-1042-5
PMC2996638,21059928,10.1073/pnas.1006646107
PMC3318951,21940772,10.1378/chest.11-1147
PMC3184100,21980360,10.1371/journal.pone.0024841
PMC3287968,22309475,10.1186/1550-2783-9-3
PMC3686708,23587209,10.1186/1880-6805-32-6
PMC3742498,23967250,10.1371/journal.pone.0071839
PMC4006871,24788342,10.1371/journal.pone.0096574
PMC4120463,25114730,10.2478/hukin-2014-0031
PMC4197288,25300392,10.1186/1471-2458-14-1057
PMC4465449,25600213,10.1016/j.nbd.2014.12.025
PMC4493260,26180741,10.1186/s40064-015-1093-5
PMC4595106,26445565,10.1186/s12970-015-0098-3
PMC4826640,26451845,10.1123/pes.2015-0037
PMC4706966,26819767,10.1155/2016/4583674
PMC4789462,27014090,10.3389/fphys.2016.00092
PMC4832476,27087981,10.1186/s13102-016-0036-y
PMC4865674,27222846,10.1016/j.dib.2016.04.043
PMC5084026,27754419,10.3390/nu8100639
PMC5304204,28211905,10.1038/srep42485
PMC5887001,28432611,10.1007/s12576-017-0536-x
PMC5394852,28479663,10.5604/20831862.1188611
PMC5583980,28912726,10.3389/fphys.2017.00640
PMC4562569,26296770,10.14814/phy2.12483
PMC6114798,30157229,10.1371/journal.pone.0202565
PMC6411426,30612451,10.1161/CIRCULATIONAHA.118.037550
PMC6896894,31407653,10.4269/ajtmh.19-0273
PMC6724228,31555153,10.3389/fphys.2019.01132
PMC6819466,31665070,10.1186/s12970-019-0318-3
PMC7494036,31942600,10.1093/gerona/glaa011
PMC7468746,32722454,10.3390/nu12082223
PMC7689649,33243160,10.1186/s12882-020-02177-x
PMC7739745,33345149,10.3389/fspor.2020.581305
PMC8000557,33801440,10.3390/sports9030034
PMC8009997,33815142,10.3389/fphys.2021.637406
PMC8217866,34169057,10.3389/fpubh.2021.666019
PMC8432818,34506548,10.1371/journal.pone.0257124
PMC1332257,8665108,10.1136/bjsm.30.1.11
PMC2853203,20150562,10.1152/japplphysiol.01355.2009
PMC3345338,22282772,10.2522/ptj.20110157
PMC2660256,19112155,10.1152/japplphysiol.91502.2008
PMC3781876,24198564,10.2147/OAJSM.S15980
PMC3263776,21969677,10.1098/rsta.2011.0166
PMC4715229,25896993,10.1093/gerona/glv041
PMC106716,9726866,10.1128/aem.64.9.3238-3245.1998
PMC5026397,27632078,10.1097/NPT.0000000000000147
PMC2964609,20937116,10.1186/1479-5876-8-93
PMC4482578,26114455,10.5014/ajot.2015.015636
PMC3903017,24460636,10.1186/1465-9921-15-8
PMC5866526,29571290,10.1186/s12933-018-0688-x
PMC5920198,29650506,10.2196/mhealth.9754
PMC3920540,24520199,10.2147/JIR.S54721
PMC4766162,27026846,10.1186/s40064-016-1845-x
PMC6209962,30410450,10.3389/fphys.2018.01505
PMC6314583,30601819,10.1371/journal.pone.0208452
PMC4862257,27175304,10.5812/ircmj.21498
PMC7036509,32079440,10.1177/1557988320905251
PMC7174143,32319199,10.14814/phy2.14412
PMC5260582,28149417,10.1515/hukin-2016-0016
PMC8127283,34001168,10.1186/s12970-021-00432-6
PMC4155052,25197618,10.1186/2193-1801-3-455
PMC8157032,34068936,10.3390/ijerph18105212
PMC4188634,25289885,10.1371/journal.pone.0109954
PMC4314601,25729147,10.5604/20831862.1126325
PMC6156377,30283348,10.3389/fphys.2018.01286
PMC8560258,34733457,10.1155/2021/7179632
PMC8805356,35173357,10.5114/biolsport.2021.102930
PMC5916947,29695812,10.1038/s41598-018-24976-x
PMC5610584,30245823,10.1093/conphys/cox048
PMC8772706,35053141,10.3390/biology11010144
PMC6788331,31620178,10.4103/jrms.JRMS_499_18
PMC7013868,31968680,10.3390/ijerph17020674
PMC8785771,32304516,10.1519/JSC.0000000000003549
PMC8162088,34045239,10.1136/bmjresp-2021-000959
PMC8212044,34149463,10.3389/fphys.2021.689696
PMC8213890,34178605,10.1016/j.jcte.2021.100257
PMC8712894,34477327,10.1002/ehf2.13514
PMC8465945,34575060,10.3390/life11090911
PMC8869283,35205064,10.3390/biology11020197
PMC8284656,34270614,10.1371/journal.pone.0254888
PMC1746141,11514686,10.1136/thorax.56.9.675
PMC2343309,12897178,10.1113/jphysiol.2003.045799
PMC1768831,15772218,10.1136/hrt.2003.032722
PMC1617160,17148203,10.1098/rsbl.2005.0311
PMC3040031,18980921,10.1188/08.ONF.909-915
PMC2950161,20121952,10.1111/j.1532-5415.2009.02499.x
PMC2924952,20142781,10.1249/MSS.0b013e3181d479f2
PMC3046138,21386991,10.1371/journal.pone.0017007
PMC3337932,21559869,10.1007/s11357-011-9258-9
PMC3220310,21799133,10.1152/japplphysiol.01216.2010
PMC3216315,22036210,10.1016/j.bmc.2011.10.005
PMC3951984,22914593,10.3233/JAD-2012-121078
PMC3661346,23672272,10.1186/1471-2458-13-474
PMC4043225,24612773,10.1111/apha.12275
PMC3977656,24694313,10.1186/2049-6958-9-20
PMC4048668,24748530,10.1007/s00421-014-2883-0
PMC4438983,25993528,10.1371/journal.pone.0127400
PMC4967730,26918583,10.1113/JP271934
PMC4778462,27293736,10.1093/conphys/cov052
PMC5217563,28057077,10.1186/s40101-016-0122-6
PMC5926788,28076790,10.1016/j.celrep.2016.12.037
PMC6410535,28834658,10.1002/ehf2.12035
PMC5641387,29042855,10.3389/fphys.2017.00800
PMC5688770,29122952,10.14814/phy2.13392
PMC5804238,29491918,10.1093/cz/zow026
PMC5919484,29698495,10.1371/journal.pone.0195944
PMC6117427,30197604,10.3389/fphys.2018.01191
PMC6324577,30631214,10.4031/MTSJ.51.5.8
PMC6396965,30822305,10.1371/journal.pone.0200228
PMC6509339,31073188,10.1038/s41598-019-43628-2
PMC7023325,31906373,10.3390/sports8010003
PMC7199179,32303532,10.1136/bmjdrc-2020-001245
PMC7336856,32516564,10.1098/rsbl.2020.0078
PMC7340006,32714198,10.3389/fphys.2020.00630
PMC8728694,34472674,10.1111/dom.14541
PMC8446630,34539429,10.3389/fphys.2021.693733
PMC8528429,34669477,10.1126/sciadv.abi9654
PMC1132606,1622395,10.1042/bj2840777
PMC1332061,8000815,10.1136/bjsm.28.3.171
PMC1332339,8889119,10.1136/bjsm.30.3.238
PMC2278436,11179407,10.1111/j.1469-7793.2001.0245j.x
PMC2277200,17556389,10.1113/jphysiol.2007.135525
PMC3292194,20440028,10.1123/japa.18.2.158
PMC2935372,20830298,10.1371/journal.pone.0012595
PMC3541829,21319623,10.2466/05.06.PMS.111.6.848-862
PMC3533971,23152980,10.1186/1471-2288-12-172
PMC3507890,23209636,10.1371/journal.pone.0050031
PMC3696526,23238135,10.1123/japa.21.4.444
PMC3986903,24670140,10.1186/1745-6215-15-95
PMC4376254,24781891,10.1249/MSS.0000000000000370
PMC4081585,24992690,10.1371/journal.pone.0101659
PMC4168701,25285076,10.3389/fnhum.2014.00738
PMC4350353,25587028,10.18632/oncotarget.3031
PMC4351491,25750868,10.5535/arm.2015.39.1.25
PMC4552518,26152692,10.14814/phy2.12428
PMC4519923,26184173,10.3390/ijms160715761
PMC4635072,26411341,10.1016/j.cmet.2015.08.021
PMC5063138,26450456,10.1111/dom.12588
PMC4678091,26697141,10.1155/2016/8262383
PMC4739461,26885531,10.1155/2016/8164518
PMC4963869,27348000,10.3390/nu8070393
PMC4946457,27500213,10.1097/TXD.0000000000000515
PMC5363838,28094795,10.1038/ismej.2016.175
PMC5410597,28507521,10.3389/fphys.2017.00264
PMC5596463,28919843,10.1186/s12970-017-0191-x
PMC5699914,29097020,10.1016/j.molmet.2017.10.006
PMC6310457,30247432,10.1249/MSS.0000000000001773
PMC6209955,30340419,10.3390/ijerph15102290
PMC6406070,30881958,10.3389/fnut.2019.00019
PMC6554411,31171772,10.1038/s41467-019-10189-x
PMC6862459,31653095,10.3390/ijerph16214104
PMC7103502,31778659,10.1016/j.apmr.2019.10.187
PMC6887503,31803496,10.1136/bmjsem-2019-000625
PMC6977012,31988749,10.1093/conphys/coz092
PMC7654636,32324473,10.1152/japplphysiol.00185.2019
PMC7435036,32812353,10.14814/phy2.14551
PMC7506131,33015125,10.3389/fnut.2020.00154
PMC7518025,33041839,10.3389/fphys.2020.01000
PMC7545350,33101190,10.3389/fendo.2020.512365
PMC7724792,33298105,10.1186/s12970-020-00392-3
PMC7734318,33328991,10.3389/fphar.2020.585612
PMC7939982,33728289,10.12965/jer.2142026.013
PMC8416847,34155525,10.1007/s00421-021-04740-2
PMC8320391,34335295,10.3389/fphys.2021.685306
PMC8656668,34886081,10.3390/ijerph182312359
PMC8709070,34940614,10.3390/metabo11120856
PMC8766405,35069254,10.3389/fphys.2021.792398
PMC8904152,35273520,10.3389/fphys.2022.833646
PMC8921659,35299664,10.3389/fphys.2022.837634
PMC8924415,35309081,10.3389/fphys.2022.828357
PMC8963487,35360241,10.3389/fphys.2022.800155
PMC1024725,1747281,10.1136/hrt.66.4.295
PMC1332178,8242270,10.1136/bjsm.27.3.157
PMC3699487,23844153,10.1371/journal.pone.0068047
PMC3967681,24744877,10.1002/phy2.198
PMC4892151,26860899,10.1093/icvts/ivw007
PMC2707499,19375437,10.1016/j.physbeh.2009.04.006
PMC5270655,27922332,10.1080/19382014.2016.1260796
PMC3506022,18706954,10.1016/j.vaccine.2008.07.081
PMC5187965,28031763,10.1515/hukin-2016-0040
PMC6490324,28075500,10.1002/clc.22656
PMC5225514,28077104,10.1186/s12890-016-0360-8
PMC5610901,28657929,10.1097/MAT.0000000000000569
PMC5640747,28932907,10.1007/s00421-017-3715-9
PMC6042354,29996843,10.1186/s12970-018-0238-7
PMC6451242,30953522,10.1186/s12970-019-0284-9
PMC6598428,31293499,10.3389/fneur.2019.00654
PMC6664210,31359633,10.14814/phy2.14194
PMC6887948,31495890,10.1093/jn/nxz202
PMC8326908,34349670,10.3389/fphys.2021.702415
PMC8336542,34400987,10.2478/hukin-2021-0063
PMC8398364,34444928,10.3390/nu13082767
PMC8874328,35222069,10.3389/fphys.2022.739753
PMC8904937,35258271,10.1519/JSC.0000000000003263
PMC8884878,35291642,10.2478/hukin-2022-0004
PMC4093561,25050048,10.5713/ajas.2012.12425
PMC4269737,25269518,10.1038/jcbfm.2014.142
PMC4488237,26155449,10.1186/s40064-015-1041-4
PMC4627801,26517550,10.1371/journal.pone.0141680
PMC4946108,27417194,10.1186/s12884-016-0947-3
PMC5392519,28381445,10.14814/phy2.13232
PMC5465306,28649204,10.3389/fphys.2017.00401
PMC5640078,29071088,10.1136/bmjdrc-2017-000428
PMC6436605,30949065,10.3389/fphys.2019.00260
PMC8481779,34603086,10.3389/fphys.2021.735565
PMC1155869,7853233,10.1113/jphysiol.1994.sp020422
PMC1728601,9538309,10.1136/hrt.79.2.161
PMC1763768,10212110,10.1136/thx.54.5.437
PMC2278648,11410641,10.1111/j.1469-7793.2001.t01-1-00861.x
PMC1474732,16081477,10.1113/jphysiol.2005.089920
PMC2493587,18460597,10.1152/ajpendo.00580.2007
PMC2803631,19812356,10.1152/ajpregu.00381.2009
PMC2889641,20357179,10.1152/ajpcell.00298.2009
PMC4452019,20398635,10.1016/j.brainres.2010.04.013
PMC3163015,21904641,10.1155/2011/329643
PMC2911600,20700410,10.1155/2010/195729
PMC4270305,25540588,10.2147/VHRM.S73688
PMC4610220,26405047,10.1242/bio.013094
PMC5341704,26607845,10.1113/JP271333
PMC3854187,22666778,10.1590/S0100-879X2012007500097
PMC7269456,29715464,10.1016/j.metabol.2018.04.007
PMC6589923,30155903,10.1111/aor.13349
PMC3636995,23083785,10.1016/j.jacc.2012.08.970
PMC3588623,23486729,10.2478/v10078-011-0046-5
PMC6558424,31231231,10.3389/fphys.2019.00629
PMC4096094,25031682,10.2478/hukin-2014-0016
PMC4151727,25114222,10.1073/pnas.1402012111
PMC7512611,33265210,10.3390/e20020119
PMC5579597,28933745,10.3390/nu9080803
PMC8389602,34439993,10.3390/biology10080761
PMC6221412,30199447,10.1519/JSC.0000000000002781
PMC8583638,34769776,10.3390/ijerph182111258
PMC8917938,35142559,10.1152/japplphysiol.00808.2021
PMC8881679,35242908,10.1016/j.dib.2022.107915
PMC7370091,32640755,10.3390/ijerph17134876
PMC8196956,34067480,10.3390/jcm10112253
PMC8309786,34357932,10.3390/sports9070098
PMC6989498,31996732,10.1038/s41598-020-58253-7
PMC7196790,32425590,10.2147/JPR.S238718
PMC7295712,32435985,10.1007/s00421-020-04390-w
PMC8037712,33915744,10.3390/ijerph18073655
PMC8475903,34562114,10.1007/s00421-021-04820-3
PMC8746398,35009963,10.3390/nano12010013
PMC1332476,9132212,10.1136/bjsm.31.1.48
PMC1728858,10065030,10.1136/hrt.80.6.596
PMC1754667,12922964,10.1136/ard.62.9.885
PMC2993776,20732688,10.1016/j.jpeds.2010.07.007
PMC3058897,21219246,10.1089/jwh.2010.2042
PMC3347725,22593770,10.1155/2012/349209
PMC3610988,23408428,10.1074/jbc.M112.440354
PMC3658877,23663658,10.1186/1471-2261-13-36
PMC3830952,23916817,10.1016/j.cbpa.2013.07.025
PMC4119860,24496118,10.1249/MSS.0000000000000283
PMC3944575,24744478,10.5604/20831862.1044457
PMC3944574,24744479,10.5604/20831862.1044458
PMC4199590,25329898,10.1371/journal.pone.0108153
PMC4294172,25593485,10.3748/wjg.v21.i2.600
PMC4385680,25874021,10.1155/2015/732090
PMC4705920,26446791,10.1074/jbc.M115.691741
PMC5497029,27930876,10.1111/jdi.12606
PMC1364912,7888287,10.1111/j.1365-2125.1994.tb04390.x
PMC6235852,30429512,10.1038/s41598-018-35115-x
PMC6454717,30961626,10.1186/s12969-019-0316-7
PMC6868555,31090851,10.1590/1984-0462/;2019;37;3;00015
PMC6700067,31427654,10.1038/s41598-019-48518-1
PMC7200288,31698337,10.1123/jpah.2019-0261
PMC7082335,31969684,10.1038/s41396-020-0586-6
PMC7970889,33686100,10.1038/s41598-021-84764-y
PMC8001376,33800770,10.3390/nu13030864
PMC8775572,35055584,10.3390/ijerph19020762
PMC8951652,35337370,10.1186/s13102-022-00440-2
PMC4463841,26019293,10.14814/phy2.12421
PMC4574230,26376783,10.1186/s12990-015-0057-7
PMC4898606,27326033,10.1136/heartasia-2012-010095
PMC5234021,28084425,10.1038/srep40445
PMC5362450,28118603,10.18632/oncotarget.14740
PMC5721855,28954725,10.1161/JAHA.117.006467
PMC5986706,29869409,10.14814/phy2.13724
PMC7146300,32121011,10.3390/nu12030635
PMC7277656,32429061,10.3390/ijerph17103443
PMC8169279,34122623,10.1155/2021/5513013
PMC6174284,30320130,10.1183/23120541.00048-2018
PMC1332288,7551769,10.1136/bjsm.29.2.97
PMC507285,8621800,10.1172/JCI118647
PMC1332259,8665111,10.1136/bjsm.30.1.20
PMC1756056,9562166,10.1136/bjsm.32.1.58
PMC1724520,12145118,10.1136/bjsm.36.4.276
PMC1724910,15388571,10.1136/bjsm.2003.008714
PMC1725079,16306500,10.1136/bjsm.2005.018101
PMC2494806,18434437,10.1152/ajpregu.00069.2008
PMC3056455,19033602,10.1123/japa.16.4.408
PMC2801580,19588229,10.1007/s11010-009-0195-1
PMC3851591,24121491,10.1158/0008-5472.CAN-13-1075
PMC4128743,25110952,10.1371/journal.pone.0104710
PMC3827199,24265812,10.1371/journal.pone.0080348
PMC3602722,23255590,10.1152/ajpregu.00409.2012
PMC3356240,22400992,10.1186/1550-2783-9-5
PMC4855650,27100892,10.1038/cddis.2016.106
PMC2811277,18695606,10.1097/BCR.0b013e3181848b5d
PMC2231102,9679181,10.1111/j.1469-7793.1998.273bi.x
PMC5875813,29596452,10.1371/journal.pone.0194776
PMC6028900,29687266,10.1007/s00421-018-3869-0
PMC6068999,29941811,10.3390/ijerph15071329
PMC6100503,30125046,10.14814/phy2.13832
PMC6305409,30619791,10.3389/fped.2018.00396
PMC6459384,30629472,10.1152/japplphysiol.00714.2018
PMC6770007,31454952,10.3390/ani9090607
PMC6962613,31622159,10.1152/japplphysiol.00567.2019
PMC7163369,31782534,10.1111/bcp.14189
PMC7359009,32660566,10.1186/s12970-020-00366-5
PMC7739766,33345083,10.3389/fspor.2020.00092
PMC4612203,24593797,10.1179/2045772314Y.0000000197
PMC8403213,33960825,10.1089/acm.2020.0458
PMC8203722,34127700,10.1038/s41598-021-91734-x
PMC4452519,26030423,10.1371/journal.pone.0127548
PMC8345676,34360329,10.3390/ijerph18158036
PMC4536464,26048989,10.1074/jbc.M115.664813
PMC8714979,34672767,10.1152/japplphysiol.00400.2021
PMC4684969,26670043,10.1016/j.celrep.2015.11.015
PMC4715309,26775292,10.1186/s12890-016-0174-8
PMC4777497,26939118,10.1371/journal.pone.0149493
PMC5492202,28637705,10.14814/phy2.13312
PMC7780754,33409152,10.3389/fonc.2020.595718
PMC7080869,32189447,10.14814/phy2.14389
PMC1024577,1827588,10.1136/hrt.65.4.188
PMC473047,8711660,10.1136/thx.51.2.207
PMC1729027,10212170,10.1136/hrt.81.5.512
PMC1474222,16002451,10.1113/jphysiol.2005.089524
PMC2586163,16556781,10.1136/bjsm.2005.020487
PMC2754502,19789403,10.1093/eurjhf/hfp116
PMC3163767,21520007,10.1007/s00467-011-1887-9
PMC3233018,21986498,10.1128/MCB.05629-11
PMC3560356,23378914,10.1038/srep01182
PMC3871901,24379721,10.2147/OAJSM.S45024
PMC3873997,24386434,10.1371/journal.pone.0084901
PMC4685937,24901330,10.1097/HTR.0000000000000062
PMC4135198,25140097,10.1589/jpts.26.1059
PMC4368602,25793753,10.1371/journal.pone.0120354
PMC4871280,26184893,10.1016/j.nbd.2015.07.005
PMC4725839,26758742,10.1038/srep19158
PMC4935591,26999467,10.1038/bmt.2016.73
PMC4849644,27124720,10.1371/journal.pone.0153617
PMC4859540,27153112,10.1371/journal.pone.0154982
PMC5333963,28289716,10.1172/jci.insight.91023
PMC5506682,28706467,10.1186/s12970-017-0180-0
PMC5545600,28824518,10.3389/fpsyg.2017.01344
PMC5742206,29312247,10.3389/fmicb.2017.02569
PMC5879461,29378832,10.1128/MCB.00153-17
PMC5968936,29910253,10.3390/sports4010005
PMC6163304,30149527,10.3390/ijms19092502
PMC6284167,30559997,10.1016/j.shaw.2018.02.002
PMC6463464,30793539,10.1002/jcsm.12393
PMC6555570,30892385,10.5935/abc.20190050
PMC6441819,30997432,10.4081/hpr.2019.6576
PMC6474874,31004119,10.1038/s41598-019-42799-2
PMC6643239,31126946,10.1128/AEM.00302-19
PMC6555465,31141497,10.18632/aging.101984
PMC6791235,31663002,10.1155/2019/9647964
PMC7181669,32332852,10.1038/s42003-020-0918-0
PMC7415561,32430489,10.1158/1535-7163.MCT-19-1016
PMC7312909,32498373,10.3390/ijerph17113943
PMC7552104,33032073,10.1016/j.redox.2020.101736
PMC8354291,34373301,10.1136/bmjopen-2020-047642
PMC8524329,34407925,10.2196/30725
PMC8374382,34409760,10.14814/phy2.14945
PMC8466965,34575112,10.3390/life11090963
PMC8708138,34959810,10.3390/nu13124258
PMC8803920,35102201,10.1038/s41598-022-05503-5
PMC8825808,35136150,10.1038/s41598-022-06060-7
PMC8909767,35270295,10.3390/ijerph19052601
PMC1160685,8865082,10.1113/jphysiol.1996.sp021540
PMC2269386,10358130,10.1111/j.1469-7793.1999.0919s.x
PMC2075218,17317751,10.1113/jphysiol.2006.125112
PMC2762992,19825145,10.1186/1758-5996-1-8
PMC1945057,17300800,10.1016/j.yjmcc.2007.01.003
PMC2763263,20716911,10.4161/oxim.2.4.9415
PMC3611747,23644856,10.6061/clinics/2013(03)OA12
PMC2744295,19441128,10.1002/mds.22621
PMC4434690,25918408,10.1073/pnas.1424017112
PMC4564197,26352938,10.1371/journal.pone.0137567
PMC4891604,27275176,10.4070/kcj.2016.46.3.394
PMC5439726,28531211,10.1371/journal.pone.0178003
PMC4380067,25552647,10.1093/hmg/ddu737
PMC5754512,29158344,10.1530/EC-17-0323
PMC4426621,25876844,10.1098/rspb.2015.0025
PMC5783038,29387446,10.1136/bmjsem-2017-000302
PMC5864031,29566090,10.1371/journal.pone.0194432
PMC4007486,22398418,10.1123/jpah.10.1.62
PMC6322564,30380078,10.1093/jxb/ery368
PMC4975154,27346646,10.1016/j.exger.2016.06.009
PMC6413569,30899134,10.5114/biolsport.2018.78900
PMC7289152,32581846,10.3389/fphys.2020.00571
PMC5260640,28149347,10.1515/hukin-2015-0142
PMC5508024,28751866,10.3389/fphys.2017.00499
PMC8077138,33904647,10.14814/phy2.14814
PMC8158670,34133657,10.6061/clinics/2021/e2550
PMC8516105,34363745,10.1002/acr2.11318
PMC5746008,29299068,10.1186/s13098-017-0302-5
PMC8994663,35411174,10.2147/IJGM.S355589
PMC5833553,29472557,10.1038/s41419-017-0256-4
PMC5940675,29740015,10.1038/s41598-018-25452-2
PMC6162976,30279949,10.2478/hukin-2018-0014
PMC6955859,31817865,10.3390/sports7120246
PMC8379017,34426731,10.3389/fphys.2021.672403
PMC8934610,35356141,10.12965/jer.2142724.352
PMC8967356,35368295,10.3389/fnbeh.2022.853150
PMC7664431,33172145,10.3390/ijerph17218216
PMC7677573,33240095,10.3389/fphys.2020.550285
PMC8198363,34072006,10.3390/ijerph18115760
PMC8402764,34452400,10.3390/v13081535
PMC8422757,34488873,10.1186/s13102-021-00336-7
PMC1151199,1713031,10.1042/bj2770119
PMC1332306,8800848,10.1136/bjsm.29.3.165
PMC6656048,9595220,10.1002/clc.4960210512
PMC1767776,12860856,10.1136/heart.89.8.854
